DE1_FILIAL,C,2,0;DE1_CODLAY,C,6,0;DE1_CODREG,C,6,0;DE1_SEQUEN,C,3,0;DE1_TIPO,C,1,0;DE1_ALIAS,C,3,0;DE1_CAMPO,C,10,0;DE1_LAYTAM,N,3,0;DE1_LAYDEC,N,2,0;DE1_POSINI,C,3,0;DE1_POSFIM,C,3,0;DE1_OBSERV,C,80,0;DE1_REGRA,C,254,0;DE1_VALID,C,128,0;DE1_POSICI,C,1,0;DE1_POSORD,C,1,0;DE1_POSCHV,C,160,0
;A1300A;R303;007;1;;CD_IDENT;30;;061;090;Carteira de Identidade;SUBSTR(R03->R303,061,30);;2;;
;A1300A;R303;008;1;;ORGAO_EMIS;30;;091;120;Orgao Emissor da carteira;SUBSTR(R03->R303,091,30);;2;;
;A1300A;R303;009;1;;CD_PAIS;3;;121;123;Codigo do pais emissor da carteira;SUBSTR(R03->R303,121,03);;2;;
;A1300A;R303;010;1;;CD_CNS;15;;124;138;Cartao Nacional de Saude;SUBSTR(R03->R303,124,15);;2;;
;A1300A;R303;011;1;;NM_MAE;25;;139;163;Nome da Mae do Beneficiario;SUBSTR(R03->R303,139,15);;2;;
;A1300A;R303;012;1;;CD_ECIVIL;1;;164;164;Codigo do Estado Civil;SUBSTR(R03->R303,164,01);;2;;
;A1300A;R303;013;1;;PIS_PASEP;11;;165;175;Numero do PIS/PASEP;SUBSTR(R03->R303,165,11);;2;;
;A1300A;R303;014;1;;CD_MUNIC_N;7;;176;182;Codigo do Municipio da Naturalidade do Beneficiario, conforme codificacao do IBG;SUBSTR(R03->R303,176,07);;2;;
;A1300A;R305;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R305');;2;;
;A1300A;R305;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch;'305';;2;;
;A1300A;R305;003;1;;IND_RESID;1;;012;012;Indica se a residencia e no Brasil ou Exterior;SUBSTR(R05->R305,012,01);;2;;
;A1300A;R305;004;1;;TP_END;1;;013;013;Tipo de Endereco;SUBSTR(R05->R305,013,01);;2;;
;A1300A;R305;005;1;;DS_LOGRAD;40;;014;053;Descricao do logradouro;SUBSTR(R05->R305,014,40);;2;;
;A1300A;R305;006;1;;NR_LOGRAD;6;;054;059;Numero do Logradouro;SUBSTR(R05->R305,054,06);;2;;
;A1300A;R305;007;1;;COMPL_LOGR;20;;060;079;Complemento do Logradouro;SUBSTR(R05->R305,060,20);;2;;
;A1300A;R305;008;1;;DS_BAIRRO;30;;080;109;Descricao do bairro;SUBSTR(R05->R305,080,30);;2;;
;A1300A;R305;008;1;;DS_CIDADE;30;;110;139;Descricao da Cidade;SUBSTR(R05->R305,110,30);;2;;
;A1300A;R305;010;1;;CD_MUNIC;7;;140;146;Codigo do Municipio de Residencia, conforme codificacao do IBGE.;SUBSTR(R05->R305,140,07);;2;;
;A1300A;R305;011;1;;NR_CEP;8;;147;154;Numero de Enderecamento Postal - CEP;SUBSTR(R05->R305,147,08);;2;;
;A1300A;R305;012;1;;CD_UF;2;;155;156;Codigo da Unidade Federativa;SUBSTR(R05->R305,155,02);;2;;
;A1300A;R305;013;1;;NR_DDD;4;;157;160;Numero do DDD;SUBSTR(R05->R305,157,04);;2;;
;A1300A;R305;014;1;;RESERVADO;8;;161;168;Reservado para o futuro.;SUBSTR(R05->R305,161,08);;2;;
;A1300A;R305;015;1;;NR_RAMAL;4;;169;172;Numero do ramal;SUBSTR(R05->R305,169,04);;2;;
;A1300A;R305;016;1;;END_EMAIL;40;;173;212;Endereco de e-mail;SUBSTR(R05->R305,173,40);;2;;
;A1300A;R305;017;1;;NR_FONE;9;;213;221;Numero do telefone;SUBSTR(R05->R305,213,09);;2;;
;A1300A;R305;018;1;;TP_LOGRADO;2;;222;223;Tipo de logradouro;SUBSTR(R05->R305,222,02);;2;;
;A1300A;R306;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R306');;2;;
;A1300A;R306;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'306';;2;;
;A1300A;R306;003;1;;CD_UNI;4;;012;015;Codigo da Unimed;SUBSTR(R06->R306,012,04);;2;;
;A1300A;R306;004;1;;ID_BENEF;13;;016;028;Codigo de Identificacao do Beneficiario, incluindo o digito verificador, sendo o;SUBSTR(R06->R306,016,13);;2;;
;A1300A;R306;005;1;;ID_BENEF_T;13;;029;041;Identificacao do titular na origem.;SUBSTR(R06->R306,029,13);;2;;
;A1300A;R306;006;1;;CD_DEPE;2;;042;043;Codigo da Dependencia do Beneficiario.;SUBSTR(R06->R306,042,02);;2;;
;A1300A;R306;007;1;;DT_INCL_UN;8;;044;051;Data de inclusao na Unimed.;SUBSTR(R06->R306,044,08);;2;;
;A1300A;R306;008;1;;DT_EXCL_UN;8;;052;059;Data de exclusao na Unimed.;SUBSTR(R06->R306,052,08);;2;;
;A1300A;R306;009;1;;ID_SIB;1;;060;060;Indica se beneficiario consta no SIB;SUBSTR(R06->R306,060,01);;2;;
;A1300A;R306;010;1;;NR_PLA_POR;20;;061;080;Numero do Codigo do Plano de Origem (portabilidade);SUBSTR(R06->R306,061,20);;2;;
;A1300A;R306;011;1;;ID_REMIDO;1;;081;081;Indica se o beneficiario e remido: usuario dependente de plano de saude com cont;SUBSTR(R06->R306,081,01);;2;;
;A1300A;R307;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R307');;2;;
;A1300A;R307;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'307';;2;;
;A1300A;R307;003;1;;CD_UNI_ORI;4;;012;015;Codigo da Unimed de Origem do Beneficiario;SUBSTR(R07->R307,012,04);;2;;
;A1300A;R307;004;1;;CD_UNI_DES;4;;016;019;Codigo da Unimed de Destino do Beneficiario;SUBSTR(R07->R307,016,04);;2;;
;A1300A;R307;005;1;;TP_REPASSE;1;;020;020;Tipo de Repasse;SUBSTR(R07->R307,020,01);;2;;
;A1300A;R307;006;1;;DT_INI_REP;8;;021;028;Data do inicio do repasse;SUBSTR(R07->R307,021,08);;2;;
;A1300A;R307;007;1;;DT_FIM_REP;8;;029;036;Data do fim do repasse;SUBSTR(R07->R307,029,08);;2;;
;A1300A;R308;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R308');;2;;
;A1300A;R308;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'308';;2;;
;A1300A;R308;003;1;;NM_CONTR;40;;012;051;Nome do Contratante;SUBSTR(R08->R308,012,40);;2;;
;A1300A;R308;004;1;;DT_INICIO_;8;;052;059;Data de inicio de vigencia;SUBSTR(R08->R308,052,08);;2;;
;A1300A;R308;005;1;;DT_FIM_VIG;8;;060;067;Data de fim de vigencia;SUBSTR(R08->R308,060,08);;2;;
;A1300A;R308;006;1;;RESERVADO;40;;068;107;Reservado para o futuro;SUBSTR(R08->R308,068,40);;2;;
;A1300A;R308;007;1;;TP_ABRANGE;1;;108;108;Abrangencia do plano.;SUBSTR(R08->R308,108,01);;2;;
;A1300A;R308;008;1;;TP_NATUREZ;1;;109;109;Natureza juridica da contratacao.;SUBSTR(R08->R308,109,01);;2;;
;A1300A;R308;009;1;;TP_ACOMODA;2;;110;111;Tipo de acomodacao.;SUBSTR(R08->R308,110,02);;2;;
;A1300A;R308;010;1;;ID_REG_PLA;1;;112;112;Indicador do Registro do Plano na ANS;SUBSTR(R08->R308,112,01);;2;;
;A1300A;R308;011;1;;REG_PLANO_;20;;113;132;Numero do Registro do Plano na ANS ou Codigo de Identificacao no Sistema de Cada;SUBSTR(R08->R308,113,20);;2;;
;A1300A;R308;012;1;;SEG_PRODUT;2;;133;134;Segmentacao do Produto;SUBSTR(R08->R308,133,02);;2;;
;A1300A;R308;013;1;;CD_REDE;4;;135;138;Codigo da rede referenciada;SUBSTR(R08->R308,135,04);;2;;
;A1300A;R308;014;1;;NM_REDE;40;;139;178;Descricao da Rede;SUBSTR(R08->R308,139,40);;2;;
;A1300A;R308;015;1;;VIA_CARTAO;2;;179;180;Via do Cartao;SUBSTR(R08->R308,179,02);;2;;
;A1300A;R308;016;1;;DT_VAL_CAR;8;;181;188;Data de validade da Carteira;SUBSTR(R08->R308,181,08);;2;;
;A1300A;R308;017;1;;CD_LCAT;4;;189;192;Codigo do Local de Atendimento;SUBSTR(R08->R308,189,04);;2;;
;A1300A;R308;018;1;;ID_CPT;1;;193;193;Indicacao de existencia de Cobertura Parcial Temporaria;SUBSTR(R08->R308,193,01);;2;;
;A1300A;R308;019;1;;DT_FIM_CPT;8;;194;201;Data Final da Cobertura Parcial Temporaria;SUBSTR(R08->R308,194,08);;2;;
;A1300A;R308;020;1;;TP_CONTRAT;1;;202;202;Tipo de Contrato;SUBSTR(R08->R308,202,01);;2;;
;A1300A;R308;021;1;;MOTIVO_EXC;2;;203;204;Motivo de exclusao;SUBSTR(R08->R308,203,02);;2;;
;A1300A;R309;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R309');;2;;
;A1300A;R309;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch..;'309';;2;;
;A1300A;R309;003;1;;CD_MUNIC;7;;012;018;Codigo do Municipio que faz parte do Grupo de Municipios, conforme codificacao d;SUBSTR(R09->R309,012,07);;2;;
;A1300A;R309;004;1;;CD_UF;2;;019;020;Codigo da Unidade Federativa;SUBSTR(R09->R309,019,02);;2;;
;A1300A;R310;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R310');;2;;
;A1300A;R310;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'310';;2;;
;A1300A;R310;003;1;;TP_COBERTU;3;;012;014;Tipo da Cobertura;SUBSTR(R10->R310,012,03);;2;;
;A1300A;R310;004;1;;DT_FIM_CAR;8;;015;022;Data final da carencia para a cobertura;SUBSTR(R10->R310,015,08);;2;;
;A1300A;R318;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R318');;2;;
;A1300A;R318;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'318';;2;;
;A1300A;R318;003;1;;ANO_REFERE;4;;012;015;Ano de referencia para buscar informacoes;cAno;;2;;
;A1300A;R318;004;1;;MES_REFERE;2;;016;017;Mes de referencia para buscar informacoes;cMes;;2;;
;A1300A;R318;005;1;;PF_CO_LOC;10;;018;027;Beneficiarios ativos Pessoa Fisica com contrato em Custo Operacional nao repassa;Strzero(nPF_CO_LOC,10);;2;;
;A1300A;R318;006;1;;PF_PP_LOC;10;;028;037;Beneficiarios ativos Pessoa Fisica com contrato em Pre Pagamento nao repassado;Strzero(nPF_PP_LOC,10);;2;;
;A1300A;R318;007;1;;PJ_CO_LOC;10;;038;047;Beneficiarios ativos Pessoa Juridica com contrato em Custo Operacional nao repas;Strzero(nPJ_CO_LOC,10);;2;;
;A1300A;R318;008;1;;PJ_PP_LOC;10;;048;057;Beneficiarios ativos Pessoa Juridica com contrato em Pre Pagamento nao repassado;Strzero(nPJ_PP_LOC,10);;2;;
;A1300A;R318;009;1;;PF_REP_CO;10;;058;067;Beneficiarios ativos Pessoa Fisica repassados para outra Unimed em Custo Operaci;Strzero(nPF_REP_CO,10);;2;;
;A1300A;R318;010;1;;PF_REP_PP;10;;068;077;Beneficiarios ativos Pessoa Fisica repassados para outra Unimed em Pre Pagamento;Strzero(nPF_REP_PP,10);;2;;
;A1300A;R318;011;1;;PJ_REP_CO;10;;078;087;Beneficiarios ativos Pessoa Juridica repassados para outra Unimed em Custo Opera;Strzero(nPJ_REP_CO,10);;2;;
;A1300A;R318;012;1;;PJ_REP_PP;10;;088;097;Beneficiarios ativos Pessoa Juridica repassados para outra Unimed em Pre Pagamen;Strzero(nPJ_REP_PP,10);;2;;
;A1300A;R318;013;1;;PF_REC_CO;10;;098;107;Beneficiarios ativos Pessoa Fisica recebidos de outra Unimed em Custo Operaciona;Strzero(nPF_REC_CO,10);;2;;
;A1300A;R318;014;1;;PF_REC_PP;10;;108;117;Beneficiarios ativos Pessoa Fisica recebidos de outra Unimed em Pre Pagamento;Strzero(nPF_REC_PP,10);;2;;
;A1300A;R318;015;1;;PJ_REC_CO;10;;118;127;Beneficiarios ativos Pessoa Juridica recebidos de outra Unimed em Custo Operacio;Strzero(nPJ_REC_CO,10);;2;;
;A1300A;R318;016;1;;PJ_REC_PP;10;;128;137;Beneficiarios ativos Pessoa Juridica recebidos de outra Unimed em Pre Pagamento;Strzero(nPJ_REC_PP,10);;2;;
;A1300A;R319;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R319');;2;;
;A1300A;R319;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch;'319';;2;;
;A1300A;R319;003;1;;TOT_R302;7;;012;018;Quantidade total de Registro R302;Strzero(nReg302,7);;2;;
;A1300A;R319;004;1;;TOT_R303;7;;019;025;Quantidade total de Registro R303;Strzero(nReg303,7);;2;;
;A1300A;R319;005;1;;TOT_R304;7;;026;032;Quantidade total de Registro R304;Strzero(nReg304,7);;2;;
;A1300A;R319;006;1;;TOT_R305;7;;033;039;Quantidade total de Registro R305;Strzero(nReg305,7);;2;;
;A1300A;R319;007;1;;TOT_R306;7;;040;046;Quantidade total de Registro R306;Strzero(nReg306,7);;2;;
;A1300A;R319;008;1;;TOT_R307;7;;047;053;Quantidade total de Registro R307;Strzero(nReg307,7);;2;;
;A1300A;R319;009;1;;TOT_R308;7;;054;060;Quantidade total de Registro R308;Strzero(nReg308,7);;2;;
;A1300A;R319;010;1;;TOT_R309;7;;061;067;Quantidade total de Registro R309;Strzero(nReg309,7);;2;;
;A1300A;R319;011;1;;TOT_R310;7;;068;074;Quantidade total de Registro R310;Strzero(nReg310,7);;2;;
;A1300A;R302;024;1;;NM_FAN_EMP;40;;324;363;Nome fantasia da Empresa;SUBSTR(R02->R302,324,40);;2;;
;A1300A;R308;022;1;;NM_ADM_BEN;40;;205;244;Nome fantasia da administradora de benef¦cio;SUBSTR(R08->R308,205,40);;;;
;A1300A;R308;023;1;;NM_PRODUTO;60;;245;304;Nome do Produto (Plano);SUBSTR(R08->R308,245,60);;;;
;A1300A;R308;024;1;;RA_SO_AD_B;40;;305;344;RazÊo social da administradora de beneficios;SUBSTR(R08->R308,305,40);;;;
;A1300A;R308;025;1;;NR_CONTRAT;15;;345;359;NÀmero do contrato/ap¥lice;SUBSTR(R08->R308,345,15);;;;
;A1300A;R308;026;1;;DT_CONT_PL;8;;360;367;Data da contrata?Êo do plano de saÀde;SUBSTR(R08->R308,360,8);;;;
;900050;00302;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00302';;2;;
;900050;00302;002;1;;TP_CLIENTE;15;;006;020;Tipo do cliente.;'UNIMED';;2;;
;900050;00302;003;1;;CD_UNI_ORI;4;;021;024;Codigo da Unimed Origem da transacao.;PLSINTPAD();;2;;
;900050;00302;004;1;;CD_UNI_DES;4;;025;028;Codigo da Unimed Destino da transacao.;'0000';;2;;
;900050;00302;005;1;;NR_IDENT_O;10;;029;038;Numero da transacao original na Unimed Origem.;'0000000000';;2;;
;900050;00302;006;1;;NR_IDENT_D;10;;039;048;Numero da transacao na Unimed Destino.;'0000000000';;2;;
;900050;00302;008;1;;CRLF;2;;052;053;CRLF;CHR(13)+CHR(10);;2;;
;900050;00302;009;1;;DS_MENS_LI;256;;054;309;Descricao da Mensagem Livre.;SPACE(256);;2;;
;900050;00302;010;1;;CRLF;2;;310;311;CRLF;CHR(13)+CHR(10);;2;;
;900050;00302;011;1;;CD_FIM;4;;312;313;Fim da Linha;'FIM$';;2;;
;900050;00309;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00309';;2;;
;900050;00309;002;1;;TP_CLIENTE;15;;006;020;Tipo do cliente.;'UNIMED';;2;;
;900050;00309;003;1;;CD_UNI_ORI;4;;021;024;Codigo da Unimed Origem da transacao.;PLSINTPAD();;2;;
;900050;00309;004;1;;CD_UNI_DES;4;;025;028;Codigo da Unimed Destino da transacao.;'0000';;2;;
;900050;00309;005;1;;NR_IDENT_O;10;;029;038;Numero da transacao original na Unimed Origem.;'0000000000';;2;;
;900050;00309;006;1;;NR_IDENT_D;10;;039;048;Numero da transacao na Unimed Destino.;'0000000000';;2;;
;900050;00309;007;1;;TP_IDENTIF;1;;049;049;Identifica se a transacao e um cancelamento ou uma confirmacao.;'0';;2;;
;900050;00309;009;1;;CRLF;2;;053;054;CRLF;CHR(13)+CHR(10);;2;;
;900050;00309;010;1;;CD_FIM;4;;054;057;Fim da Linha;'FIM$'+CHR(13)+CHR(10);;2;;
;900050;00310;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00310';;2;;
;900050;00310;002;1;;TP_CLIENTE;15;;006;020;Tipo do cliente.;'UNIMED';;2;;
;900050;00310;003;1;;CD_UNI_EXE;4;;021;024;Codigo da Unimed Prestadora.;PLSINTPAD();;2;;
;900050;00310;004;1;;CD_UNI_BEN;4;;025;028;Codigo da Unimed Origem do Beneficiario.;'0000';;2;;
;900050;00310;005;1;;NR_IDENT_E;10;;029;038;Numero da transacao na Unimed Prestadora.;'0000000000';;2;;
;900050;00310;006;1;;NR_IDENT_B;10;;039;048;Numero da transacao na Unimed Origem do Benef.;'0000000000';;2;;
;900050;00310;007;1;;CD_MENS_EX;4;;049;052;Codigo da Mensagem de excecao.;'0000';;2;;
;900050;00310;008;1;;CRLF;2;;053;054;CRLF;CHR(13)+CHR(10);;2;;
;900050;00310;009;1;;CD_FIM;4;;055;058;Fim da Linha;'FIM$'+CHR(13)+CHR(10);;2;;
;900050;00311;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00311';;2;;
;900050;00311;002;1;;TP_CLIENTE;15;;006;020;Tipo do cliente.;'UNIMED';;2;;
;900050;00311;003;1;;CD_UNI_ORI;4;;021;024;Codigo da Unimed Origem da transacao.;PLSINTPAD();;2;;
;900050;00311;004;1;;CD_UNI_DES;4;;025;028;Codigo da Unimed Destino da transacao.;'0000';;2;;
;900050;00311;005;1;;NR_IDENT_O;10;;029;038;Numero da transacao original na Unimed Origem.;'0000000000';;2;;
;900050;00311;006;1;;NR_IDENT_D;10;;039;048;Numero da transacao na Unimed Destino.;'0000000000';;2;;
;900050;00311;008;1;;CRLF;2;;052;053;CRLF;CHR(13)+CHR(10);;2;;
;900050;00311;011;1;;CD_FIM;4;;313;317;Fim da Linha;'FIM$';;2;;
;900050;00360;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00360';;2;;
;900050;00360;002;1;;TP_CLIENTE;15;;006;020;Tipo do Cliente.;'UNIMED';;2;;
;900050;00360;003;1;;CD_UNI_EXE;4;;021;024;Codigo da Unimed Prestadora.;PLSINTPAD();;2;;
;900050;00360;004;1;;CD_UNI_BEN;4;;025;028;Codigo da Unimed Origem do Beneficiario.;'0000';;2;;
;900050;00360;005;1;;NR_IDENT_E;10;;029;038;Numero da transacao na Unimed Prestadora.;'0000000000';;2;;
;900050;00360;007;1;;CRLF;2;;042;043;CRLF;CHR(13)+CHR(10);;2;;
;900050;00360;007;1;;CD_FIM;4;;044;048;Fim da Linha;'FIM$'+CHR(13)+CHR(10);;2;;
;900050;00361;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00361';;2;;
;900050;00361;002;1;;TP_CLIENTE;15;;006;020;Tipo do Cliente.;'UNIMED';;2;;
;900050;00361;003;1;;CD_UNI_EXE;4;;021;024;Codigo da Unimed Prestadora.;PLSINTPAD();;2;;
;900050;00361;004;1;;CD_UNI_BEN;4;;025;028;Codigo da Unimed Origem do Beneficiario.;'0000';;2;;
;900050;00361;005;1;;NR_IDENT_E;10;;029;038;Numero da transacao na Unimed Prestadora.;'0000000000';;2;;
;900050;00361;006;1;;NR_IDENT_B;10;;039;048;Numero da transacao na Unimed Origem do Benef.;'0000000000';;2;;
;900050;00361;007;1;;TP_IDENTIF;1;;049;049;Identifica se a transacao foi recebida e processada.;'0';;2;;
;900050;00361;008;1;;DT_VALIDAD;8;;050;057;Data de validade da autorizacao.;SPACE(8);;2;;
;900050;00361;012;1;;CRLF;2;;070;071;CRLF;CHR(13)+CHR(10);;2;;
;900050;00404;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00404';;2;;
;900050;00404;002;1;;TP_CLIENTE;15;;006;020;Tipo do cliente.;'UNIMED';;2;;
;900050;00404;003;1;;CD_UNI_ORI;4;;021;024;Codigo da Unimed Origem da transacao.;PLSINTPAD();;2;;
;900050;00404;004;1;;CD_UNI_DES;4;;025;028;Codigo da Unimed Destino da transacao.;'0000';;2;;
;900050;00404;005;1;;NR_IDENT_O;10;;029;038;Numero da transacao original na Unimed Origem.;'0000000000';;2;;
;900050;00404;006;1;;NR_IDENT_D;10;;039;048;Numero da transacao na Unimed Destino.;'0000000000';;2;;
;900050;00404;007;1;;DT_VALIDAD;8;;049;056;Descricao da Mensagem Livre.;SPACE(8);;2;;
;900050;00404;008;1;;TP_AUTORIZ;1;;057;057;Tipo de Autorizacao;'0';;2;;
;900050;00404;010;1;;CRLF;2;;061;062;CRLF;CHR(13)+CHR(10);;2;;
;900050;00412;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao;'00412';;2;;
;900050;00412;002;1;;TP_CLIENTE;15;;006;020;Tipo do cliente.;'UNIMED';;2;;
;900050;00412;003;1;;CD_UNI_EXE;4;;021;024;Codigo da Unimed Prestadora.;PLSINTPAD();;2;;
;900050;00412;004;1;;CD_UNI_BEN;4;;025;028;Codigo da Unimed Origem do Beneficiario.;'0000';;2;;
;900050;00412;005;1;;NR_IDENT_E;10;;029;038;Numero da transacao na Unimed Prestadora.;'0000000000';;2;;
;900050;00412;006;1;;CD_UNI;4;;039;042;Codigo da Unimed;SPACE(4);;2;;
;900050;00412;007;1;;ID_BENEF;13;;043;055;Codigo de identificacao do Beneficiario, incluindo o digito verificador;SPACE(13);;2;;
;900050;00412;008;1;;DT_NASC;8;;056;063;Data de Nascimento do Beneficiario.;SPACE(8);;2;;
;900050;00412;009;1;;NM_BENEF;25;;064;088;Nome do Beneficiario.;SPACE(25);;2;;
;900050;00412;010;1;;SB_NM_BENE;10;;089;098;Ultimo Sobrenome do Beneficiario;SPACE(10);;2;;
;900050;00412;012;1;;CRLF;2;;101;103;CRLF;CHR(13)+CHR(10);;2;;
;900050;00412;013;1;;CD_FIM;4;;104;107;Fim da Linha;'FIM$'+CHR(13)+CHR(10);;2;;
;900050;00413;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00413';;2;;
;900050;00413;002;1;;TP_CLIENTE;15;;006;020;Tipo do cliente.;'UNIMED';;2;;
;900050;00413;003;1;;CD_UNI_EXE;4;;021;024;Codigo da Unimed Prestadora.;'0000';;2;;
;900050;00413;004;1;;CD_UNI_BEN;4;;025;028;Codigo da Unimed Origem do Beneficiario.;PLSINTPAD();;2;;
;900050;00413;005;1;;ID_CONFIRM;1;;029;029;Identifica que uma transacao solicitada foi confirmada.;'N';;2;;
;900050;00413;006;1;;CD_MENS_ER;4;;030;033;Codigo da Mensagem de erro;'0000';;2;;
;900050;00413;007;1;;NR_IDENT_E;10;;034;043;Numero da transacao na Unimed Prestadora.;'0000000000';;2;;
;900050;00413;008;1;;NR_IDENT_B;10;;044;053;Numero da transacao na Unimed Origem do Benef.;'0000000000';;2;;
;900050;00413;010;1;;CRLF;2;;057;058;CRLF;CHR(13)+CHR(10);;2;;
;900050;00418;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao;'00418';;2;;
;900050;00418;002;1;;TP_CLIENTE;15;;006;020;Tipo do cliente.;'UNIMED';;2;;
;900050;00418;003;1;;CD_UNI_EXE;4;;021;024;Codigo da Unimed Prestadora.;PLSINTPAD();;2;;
;900050;00418;004;1;;CD_UNI_BEN;4;;025;028;Codigo da Unimed Origem do Beneficiario.;'0000';;2;;
;900050;00418;005;1;;NR_IDENT_E;10;;029;038;Numero da transacao na Unimed Prestadora.;'0000000000';;2;;
;900050;00418;006;1;;NM_PREST;40;;039;078;Nome do Prestador.;SPACE(40);;2;;
;900050;00418;007;1;;CD_CGC_CPF;15;;079;093;CNPJ ou CPF do Prestador.;'000000000000000';;2;;
;900050;00418;008;1;;SG_CONS_PR;12;;094;105;Sigla do Conselho Profissional do prestador do servico.;SPACE(12);;2;;
;900050;00418;009;1;;NR_CONS_PR;15;;106;120;Numero do Conseho Profissional.;'000000000000000';;2;;
;900050;00418;010;1;;UF_CONS_PR;2;;121;122;Codigo da Unidade Federativa do conselho.;SPACE(2);;2;;
;900050;00418;012;1;;CRLF;2;;126;127;CRLF;CHR(13)+CHR(10);;2;;
;900050;00418;013;1;;CD_FIM;4;;128;131;Fim da Linha;'FIM$'+CHR(13)+CHR(10);;2;;
;900050;00419;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00419';;2;;
;900050;00419;002;1;;TP_CLIENTE;15;;006;020;Tipo do cliente.;'UNIMED';;2;;
;900050;00419;003;1;;CD_UNI_EXE;4;;021;024;Codigo da Unimed Prestadora.;PLSINTPAD();;2;;
;900050;00419;004;1;;CD_UNI_BEN;4;;025;028;Codigo da Unimed Origem do Beneficiario.;'0000';;2;;
;900050;00419;005;1;;NR_IDENT_E;10;;029;038;Numero da transacao da Unimed Prestadora.;'0000000000';;2;;
;900050;00419;006;1;;NR_IDENT_B;10;;039;048;Numero da transacao na Unimed Origem do Benef.;'0000000000';;2;;
;900050;00419;007;1;;ID_CONFIRM;1;;049;049;Identifica que uma transacao solicitada foi confirmada.;SPACE(1);;2;;
;900050;00419;008;1;;CD_MENS_ER;4;;050;053;Codigo da Mensagem de erro;'0000';;2;;
;900050;00419;010;1;;CRLF;2;;057;058;CRLF;CHR(13)+CHR(10);;2;;
;900050;00430;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00430';;2;;
;900050;00430;002;1;;TP_CLIENTE;15;;006;020;Tipo do Cliente.;'UNIMED';;2;;
;900050;00430;003;1;;CD_UNI_REQ;4;;021;024;Codigo da Unimed Requisitante.;'0000';;2;;
;900050;00430;004;1;;CD_UNI_DES;4;;025;028;Codigo da Unimed de Destino.;'0000';;2;;
;900050;00430;005;1;;ANO_REFERE;4;;029;032;Ano de referencia para buscar informacoes;'0000';;2;;
;900050;00430;006;1;;MES_REFERE;2;;033;034;Mes de referencia para buscar informacoes;'00';;2;;
;900050;00430;008;1;;CRLF;2;;038;039;CRLF;CHR(13)+CHR(10);;2;;
;900050;00430;009;1;;CD_FIM;4;;040;043;Fim da Linha;'FIM$'+CHR(13)+CHR(10);;2;;
;900050;00431;001;1;;CD_TRANS;5;;001;005;Codigo de identificacao da transacao.;'00431';;2;;
;900050;00431;002;1;;TP_CLIENTE;15;;006;020;Tipo do Cliente.;'UNIMED';;2;;
