DE1_FILIAL,C,2,0;DE1_CODLAY,C,6,0;DE1_CODREG,C,6,0;DE1_SEQUEN,C,3,0;DE1_TIPO,C,1,0;DE1_ALIAS,C,3,0;DE1_CAMPO,C,10,0;DE1_LAYTAM,N,3,0;DE1_LAYDEC,N,2,0;DE1_POSINI,C,3,0;DE1_POSFIM,C,3,0;DE1_OBSERV,C,80,0;DE1_REGRA,C,254,0;DE1_VALID,C,128,0;DE1_POSICI,C,1,0;DE1_POSORD,C,1,0;DE1_POSCHV,C,160,0
;A100;R107;008;1;BA1;NR_DDD_7;4;;122;125;NUMERO DO DDD;BA1->BA1_DDD;;2;;
;A100;R107;009;1;BA1;NR_FONE_7;8;;126;133;NUEMRO DO TELEFONE;BA1->BA1_TELEFO;;2;;
;A100;R107;010;1;BA1;NR_RAMAL;4;;134;137;NUMERO DO RAMAL;;;2;;
;A100;R107;011;1;;;;;138;142;ACUMULA VALORES REGISTRO A107;ACUMULAA109('107');;2;;
;A100;R108;001;1;;NR_SEQ;8;;001;008;NUMERO SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA;PTULN('R108');;2;;
;A100;R108;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'108';;2;;
;A100;R108;003;1;;CD_CODIGO;8;;012;015;CODIGO DA PREEXISTENCIA;If(Empty(CCC->CCC_CODIGO),Replicate('0',8),CCC->CCC_CODIGO);;2;;
;A100;R108;004;1;;DT_FIM_CAR;8;;016;023;DATA FINAL DA CARENCIA PARA COBERTURA;CCC->CCC_DATA;;2;;
;A100;R109;001;1;;NR_SEQ;8;;001;008;NUMERO SEQUENCIAL;PTULN('IA109');;2;;
;A100;R109;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO;'109';;2;;
;A100;R109;003;1;;QT_TOTR102;4;;012;015;TOTAL DE REGISTRO R102;STRZERO(NTOT102,4);;2;;
;A100;R109;004;1;;QT_TOTR103;4;;016;019;TOTAL DE REGISTRO R103;STRZERO(NTOT103,4);;2;;
;A100;R109;005;1;;QT_TOTR104;7;;020;026;TOTAL DE REGISTRO R104;STRZERO(NTOT104,7);;2;;
;A100;R109;006;1;;QT_TOT_INC;7;;027;033;TOTAL DE INCLUSOES DE BENEFICIARIOS;'0000000';;2;;
;A100;R109;007;1;;QT_TOT_EXC;7;;034;040;TOTAL DE EXCLUSOES DE BENEFICIARIOS;'0000000';;2;;
;A100;R109;008;1;;QT_TOT_ALT;7;;041;047;TOTAL DE ALTERACOES DE BENEFICIARIOS;'0000000';;2;;
;A100;R109;009;1;;QT_TOT_PLA;7;;048;054;TOTAL DE TRANSFERENCIAS DE PLANOS;'0000000';;2;;
;A100;R109;010;1;;QT_TOTR105;7;;055;061;TOTAL DE REGISTRO R105;STRZERO(NTOT105,7);;2;;
;A100;R109;011;1;;QT_TOTR106;7;;062;068;TOTAL DE REGISTRO R106;'0000000';;2;;
;A100;R109;012;1;;QT_TOTR107;7;;069;075;TOTAL DE REGISTRO R107;STRZERO(NTOT107,7);;2;;
;A100;R109;013;1;;QT_TOTR108;7;;076;082;TOTAL DE REGISTRO R108;'0000000';;2;;
;A1100;R1101;001;1;;NR_SEQ;8;;001;008;NUMERO SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA;PTULN('IA101');;2;;
;A1100;R1101;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'101';;2;;
;A1100;R1101;003;1;;CD_UNI;4;;012;015;CODIGO DA UNIMED;CUNIDES;;2;;
;A1100;R1101;004;1;;DT_MOV_INI;8;;016;023;DATA DO INICIO DO PERIODO DA MOVIMENTACAO;DTOS(MV_PAR01);;2;;
;A1100;R1101;005;1;;DT_MOV_FIM;8;;024;031;DATA DE FIM DO PERIODO DA MOVIMENTACAO;DTOS(MV_PAR02);;2;;
;A1100;R1101;009;1;;NR_VER_TRA;2;;032;033;NUMERO DA VERSAO DA TRANSACAO;'04';;2;;
;A1100;R1102;001;1;;NR_SEQ;8;;001;008;NUMERO SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA;PTULN('IA102');;2;;
;A1100;R1102;002;1;;TP_REG;3;;009;011;TIPO DO REGISTRO PARA ARQUIVOS DE TROCA DE INFORMACOES BATCH;'102';;2;;
;A1100;R1102;003;1;;CD_UNI_EXE;4;;012;015;CODIGO DA UNIMED PRESTADORA;;;2;;
;A1100;R1102;004;1;;CD_UNI_BEN;4;;016;019;CODIGO DA UNIMED ORIGEM;'000';;2;;
;A1100;R1102;005;1;;NR_IDENT_E;10;;020;029;NUMERO DA TRANSACAO DA UNIMED PRESTADORA;SUBSTR((BG9->BG9_DESCRI+SPACE(40)),1,40);;2;;
;A1100;R1102;006;1;;NR_IDENT_B;10;;030;039;NUMERO DA TRANSACAO DA UNIMED ORIGEM DO BENEF.;SUBSTR((BG9->BG9_NREDUZ+SPACE(18)),1,18);;2;;
;A1100;R1102;007;1;;NR_TRANS_R;10;;040;049;NUMERO DA TRANSACAO ORIGINAL DA UNIMED PRESTADORA;IIF(BG9->BG9_TIPO=='1','2','1');;2;;
;A1100;R1102;008;1;;CD_UNI;4;;050;053;CODIGO DA UNIMED;'0001';;2;;
;A1100;R1102;009;1;;ID_BENEF;13;;054;066;CODIGO DE IDENTIFICAÃAO DO BENEFICIARIO;REPLICATE('0',13);;2;;
;A1100;R1102;010;1;;DT_SOLICIT;21;;067;087;DATA DE SOLICITACAO;REPLICATE('0',21);;2;;
;A1100;R1102;011;1;;DT_RESP_WS;21;;088;108;DATA DE RESPOSTA DO WSD;SPACE(21);;2;;
;A1100;R1103;001;1;;NR_SEQ;8;;001;008;NUMERO SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA;PTULN('IA103');;2;;
;A1100;R1103;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'103';;2;;
;A1100;R1103;003;1;;TP_TABELA;1;;012;012;IDENTIFICA O TIPO DE TABELA UTILIZADO NO SERVICO;'0';;2;;
;A1100;R1103;004;1;;CD_SERVICO;8;;013;020;CODIGO DO SERVIÃO;REPLICATE('0',8);;2;;
;A1100;R1103;005;1;;DS_SERVICO;80;;021;100;DESCRICAO DO SERVICO;SPACE(100);;2;;
;A1100;R1103;006;1;;QT_AUTORIZ;8;;101;108;QUANTIDADE DE UM PROCEDIMENTO AUTORIZADO;'0';;2;;
;A1100;R1103;007;1;;ID_RESP_WS;1;;109;109;INDICA O STATUS DA RESPOSTA DO WSD;'1';;2;;
;A1100;R1103;008;1;;CD_MENS_ER;4;;110;113;CODIGO DA MENSAGEM DE ERRO;REPLICATE('0',4);;2;;
;A1100;R1109;001;1;;NR_SEQ;8;;001;008;NUMERO SEQUENCIAL;PTULN('IA109');;2;;
;A1100;R1109;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO;'109';;2;;
;A1100;R1109;003;1;;QT_TOTR102;4;;012;016;TOTAL DE REGISTRO R102;STRZERO(NTOT102,4);;2;;
;A1100;R1109;004;1;;QT_TOTR103;4;;017;021;TOTAL DE REGISTRO R103;STRZERO(NTOT103,4);;2;;
;A200;R201;001;1;;NR_SEQ;8;;001;008;NUMERO SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA;;;2;;
;A200;R201;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;;;2;;
;A200;R201;003;1;;CD_UNI_DES;4;;012;015;CODIGO DA UNIMED DESTINO;;;2;;
;A200;R201;004;1;;CD_UNI_ORI;4;;016;019;CODIGO DA UNIMED ORIGEM;;;2;;
;A200;R201;005;1;;DT_GERACAO;8;;020;027;DATA DA GERACAO DO ARQUIVO;;;2;;
;A200;R201;006;1;;TP_MOV;1;;028;028;TIPO DA MOVIMENTACAO DE CADASTRO EM ARQUIVOS DE TRANSFERENCIA (VIDE TABELA);;;2;;
;A200;R201;007;1;;DT_MOV_INI;8;;029;036;DATA DO INICIO DO PERIODO DA MOVIMENTACAO DE CADASTRO;;;2;;
;A200;R201;008;1;;DT_MOV_FIM;8;;037;044;DATA DO FIM DO PERIODO DA MOVIMENTACAO DO CADASTRO;;;2;;
;A200;R201;009;1;;NR_VER_TRA;2;;045;046;NUMERO DA VERSAO DA TRANSACAO;;;2;;
;A200;R201;010;1;;TP_PRODUTO;2;;047;048;TIPO DE PRODUTO;;;2;;
;A200;R202;001;1;;NR_SEQ;8;;001;008;NUMERO SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA;PTULN('R202');;2;;
;A200;R202;002;1;;TP_REG;3;;009;011;TIPO DO REGISTRO PARA ARQUIVOS DE TROCA DE INFORMACOES BATCH;;;2;;
;A200;R202;003;1;;CD_UNI;4;;012;015;CODIGO UNIMED;;;2;;
;A200;R202;004;1;;RESERVADO;3;;016;018;RESERVADO;;;2;;
;A200;R202;005;1;;ID_BENEF;13;;019;031;CODIGO DE IDENTIFICACAO DO BENEFICIARIO, INCLUINDO O DIGITO VERIFICADOR, SENDO O;;;2;;
;A200;R202;006;1;;CD_MENS_ER;4;;032;035;CODIGO DE ERRO;ErroPtu();;2;;
;A200;R202;007;1;;CD_UNI_CAD;4;;036;039;COD UNIMED ATRIB AO CODIGO DO BENEFICIARIO NA TRANSFERENCIA;;;2;;
;A200;R202;008;1;;ID_BENEF_C;13;;040;052;COD BENEFIC. ATRIBUIDO NA TRANSFERENCIA;;;2;;
;A200;R202;009;1;;;;;053;053;ACUMULA VALORES R202;;;;;
;A200;R209;001;1;;NR_SEQ;8;;001;008;NUMERO SEQUENCIAL;;;2;;
;A200;R209;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO;;;2;;
;A200;R209;004;1;;QT_TOTR202;7;;012;018;TOTAL DE REGISTRO R202;;;2;;
;A200;R209;005;1;;QT_TOT_INC;7;;019;025;TOTAL DE INCLUSOES DE BENEFICIARIOS;;;2;;
;A200;R209;006;1;;QT_TOT_EXC;7;;026;032;TOTAL DE EXCLUSOES DE BENEFICIARIOS;;;2;;
;A200;R209;007;1;;QT_TOT_ALT;7;;033;039;TOTAL DE ALTERACOES DE BENEFICIARIOS;;;2;;
;A200;R209;008;1;;QT_TOT_PLA;7;;040;046;TOTAL DE TRANSFERENCIAS DE PLANOS;;;2;;
;A200;R209;009;1;;QT_TOT_REC;7;;047;053;TOTAL DE REGISTRO RECUSADO;;;2;;
;A300;R301;001;1;;NR_SEQ;8;;001;008;NUMERO SEQ. DE UM REG. EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R301');;2;;
;A300;R301;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'301';;2;;
;A300;R301;003;1;;CD_UNI_DES;4;;012;015;CODIGO DA UNIMED DESTINO PARA ENVIO DE ARQUIVO;CUNIDES;;2;;
;A300;R301;004;1;;CD_UNI_ORI;4;;016;019;CODIGO DA UNIMED ORIGEM DO ENVIO DE ARQUIVO;CUNIORI;;2;;
;A300;R301;005;1;;DT_GERACAO;8;;020;027;DATA DE GERACAO DO ARQUIVO DE ENVIO;DTOS(DDATABASE);;2;;
;A300;R301;006;1;;TP_MOV;1;;028;028;TIPO DE MOVIMENTACAO DE CADASTRO EM ARQUIVOS DE TRANSFERENCIA;CTIPENV;;2;;
;A300;R301;007;1;;DT_MOV_INI;8;;029;036;DATA DO INICIO DO PERIODO DA MOVIMENTACAO DE CADASTRO;DTOS(DDATINI);;2;;
;A300;R301;008;1;;DT_MOV_FIM;8;;037;044;DATA DE FIM DO PERIODO DA MOVIMENTACAO DE CADASTRO;DTOS(DDATFIN);;2;;
;A300;R301;009;1;;TP_PRODUTO;2;;045;046;TIPO DO PRODUTO;CTIPSEG;;2;;
;A300;R301;010;1;;NR_VER_TRA;2;;047;048;NUMERO DA VERSAO DA TRANSACAO;'06';;2;;
;A300;R302;001;1;;NR_SEQ;8;;001;008;N?mero sequencial de um registro em um arquivo de transferOncia.;PTULN('R302');;2;;
;A300;R302;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informatoes batch.;'302';;2;;
;A300;R302;003;1;;RESERVADO;4;;012;015;RESERVADO;SPACE(4);;2;;
;A300;R302;004;1;;CD_FILIAL;3;;016;018;C=digo da filial da empresa.;'000';;2;;
;A300;R302;005;1;;NM_EMPR_CO;40;;019;058;Nome completo da Empresa (Razao Social);BG9->BG9_DESCRI;;2;;
;A300;R302;006;1;;NM_EMPR_AB;18;;059;076;Nome da Empresa Abreviado.;BG9->BG9_NREDUZ;;2;;
;A300;R302;007;1;;TP_PES_CON;1;;077;077;Tipo de Pessoa Contratante;Iif(BG9->BG9_TIPO=='1','2','1');;2;;
;A300;R302;008;1;;CD_CGC_CPF;15;;078;092;C=digo do CGC, CPF ou CEI, conforme o TP_PESSOA_CON;Iif(BG9->BG9_TIPO=='1',BA1->BA1_CPFUSR+SPACE(4),cCnpjPC+SPACE(1));;2;;
;A300;R302;009;1;;CD_INSC_ES;20;;093;112;C=digo da inscritao estadual.;cInsEstPC;;2;;
;A300;R302;010;1;;DS_END_PRI;40;;113;152;Descritao do endereto principal.;cEndPriPC;;2;;
;A300;R302;011;1;;DS_END_CPL;20;;153;172;Descritao complementar do endereto.;SPACE(20);;2;;
;A300;R302;012;1;;DS_BAIRRO;30;;173;202;Descritao do bairro.;cBairroPC;;2;;
;A300;R302;013;1;;NR_CEP;8;;203;210;N?mero do CEP.;cCepPC;;2;;
;A300;R302;014;1;;DS_CIDADE;30;;211;240;Descritao da Cidade.;cCidadePC;;2;;
;A300;R302;015;1;;CD_UF;2;;241;242;C=digo da Unidade Federativa.;cUfPC;;2;;
;A300;R302;016;1;;NR_DDD;4;;243;246;N?mero do DDD.;cDddPC;;2;;
;A300;R302;017;1;;NR_FONE;8;;247;254;N?mero do telefone.;cTelPC;;2;;
;A300;R302;018;1;;NR_FAX;8;;255;262;N?mero do fac-sfmile.;cFaxPC;;2;;
;A300;R302;019;1;;DT_INCL_UN;8;;263;270;Data de inclusao na Unimed.;DTOS(BA1->BA1_DATINC);;2;;
;A300;R302;020;1;;DT_EXCL_UN;8;;271;278;Data de exclusao na Unimed.;cDatBlo;;2;;
;A300;R302;021;1;;CD_EMPR_OR;10;;279;288;C¾digo da empresa na origem;STRZERO( VAL(BA1->BA1_CODEMP),10);;2;;
;A300;R302;022;1;;TP_NATUREZ;1;;289;289;Natureza jurfdica da contratatao.;BI3->BI3_NATJCO;;2;;
;A300;R302;023;1;;;;;290;290;ACUMULA TOTALIZADORES DO REGISTRO 302;ACUMULAA309('302');;2;;
;A300;R304;001;1;;NR_SEQ;8;;001;008;NUM SEQ. DE UM REGISTRO EM UM ARQUIVO DE TRANSF. INICIALIZAR COM 1;PTULN('R304');;2;;
;A300;R304;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'304';;2;;
;A300;R304;003;1;;CD_UNI;4;;012;015;CODIGO DA UNIMED;BA1->BA1_CODINT;;2;;
;A300;R304;004;1;;RESERVADO;3;;016;018;CAMPO RESERVADO PARA O FUTURO;SPACE(3);;2;;
;A300;R304;005;1;;ID_BENEF;13;;019;031;COD. DE ID. DO BEN. INC. O DIGITO VER. SENDO O COD. DA UNIMED COL. EM CP A PARTE;BA1->(BA1_CODEMP+BA1_MATRIC+BA1_TIPREG+BA1_DIGITO);;2;;
;A300;R304;006;1;;RESERVADO;4;;032;035;RESERVADO;SPACE(4);;2;;
;A300;R304;007;1;;CD_FAMI;6;;036;041;CODIGO DA FAMILIA DO BENEFICIARIO;BA1->BA1_MATRIC;;2;;
;A300;R304;008;1;;NM_BENEF;25;;042;066;NOME DO BENEFICIARIO;SUBSTR((BA1->BA1_NOMUSR+SPACE(25)),1,25);;2;;
;A300;R304;009;1;;CD_PLANO_D;6;;067;072;COD DO PLANO DESTINO DO BENEFICIARIO. DEPENDE DO TP_PRODUTO;BI3->BI3_CODIGO+SPACE(2);;2;;
;A300;R304;010;1;;DT_NASC;8;;073;080;DATA DE NASCIMENTO DO BENEFICIARIO;DTOS(BA1->BA1_DATNAS);;2;;
;A300;R304;011;1;;TP_SEXO;1;;081;081;SEXO DO BENEFICIARIO;IIF(BA1->BA1_SEXO=='1','M','F');;2;;
;A300;R304;012;1;;CD_CGC_CPF;15;;082;096;COD DO CGC CPF OU CEI ( CAD ESP. INSS ) CONF O TP DE PESSOA CONT. TP_PESSOA_CON;IIF(VAL(BA1->BA1_CPFUSR)>0,STRZERO(VAL(BA1->BA1_CPFUSR),15),CCPFTIT);;2;;
;A300;R304;013;1;;CD_RG;15;;097;111;CODIGO DO RG;SPACE(15);;2;;
;A300;R304;014;1;;CD_UF_RG;2;;112;113;CODIGO DA UNIDADE FEDERATIVA DO RG;SPACE(2);;2;;
;A300;R304;015;1;;CD_ECIVIL;1;;114;114;CODIGO DO ESTADO CIVIL;A100ESTCIV(BA1->BA1_ESTCIV);;2;;
;A300;R304;016;1;;DT_INCL_UN;8;;115;122;DATA DE INCLUSAO NA UNIMED;DTOS(BA1->BA1_DATINC);;2;;
;A300;R304;017;1;;DT_EXCL_UN;8;;123;130;DATA DE EXCLUSAO UNIMED;VEUSOPBLOQ(BA1->(BA1_CODINT+BA1_CODEMP+BA1_MATRIC),BA1->BA1_TIPREG,DDATFIN,TMP->DtBlOp);;2;;
;A300;R304;018;1;;CD_DEPE;2;;131;132;CODIGO DA DEPENDENCIA DO BENEFICIARIO;A100CODDEP(BA1->BA1_TIPREG, BA1->BA1_GRAUPA);;2;;
;A300;R304;019;1;;DT_REPASSE;8;;133;140;DATA DE REPASSE DO BEN. A UM LCAT OU PRODUTO ( PEA, SEGURO, ETC.. );CINCPRO;;2;;
;A300;R304;020;1;;DT_BASE_CA;8;;141;148;DATA DE INICIO PARA CALCULO DE CARENCIAS;CINCPRO;;2;;
;A300;R304;021;1;;DT_INCL_PL;8;;149;156;DATA DE INCLUSAO NO PLANO DESTINO ( INTERCAMBIO );DTOS(BI3->BI3_DATINC);;2;;
;A300;R304;022;1;;DT_INCL_EM;8;;157;164;DATA DE INCLUSAO DA EMPRESA NA UNIMED;IIF(BG9->BG9_TIPO=='1',CDATINCTIT,A300DATINCEMP());;2;;
;A300;R304;023;1;;VL_MENSALI;14;2;165;178;VALOR DA MENSALIDADE;STRZERO(((VEVLRMENS(BA1->BA1_CODINT, BA1->BA1_CODEMP, BA1->BA1_MATRIC, BA1->BA1_TIPREG, BA1->BA1_CONEMP, BA1->BA1_VERCON, BA1->BA1_SUBCON, BA1->BA1_VERSUB, SUBSTR(DTOS(DDATFIN),1,4),SUBSTR(DTOS(DDATFIN),5,2)))*100),14);;2;;
;A300;R304;024;1;;CD_UNI_ANT;4;;179;182;CODIGO DA UNIMED ANTERIOR;IIF(VAL(SUBSTR(BA1->BA1_MATANT,1,4))>0,SUBSTR(BA1->BA1_MATANT,1,4),REPLICATE('0',4));;2;;
;A300;R304;025;1;;ID_BENEF_A;13;;183;195;COD DE ID. DO BEN. INC O DIG VER. SENDO O COD DA UNIMED COL EM CMP A PARTE;IIF(VAL(SUBSTR(BA1->BA1_MATANT,5,13))>0,SUBSTR(BA1->BA1_MATANT,5,13),REPLICATE('0',13));;2;;
;A300;R304;026;1;;ID_BENEF_T;13;;196;208;IDENTIFICACO DO TITULAR NA ORIGEM;CCODTIT;;2;;
;A300;R304;027;1;;NM_COMPL_B;120;;209;328;NOME COMPLETO DO BENEFICIARIO;SUBSTR((BA1->BA1_NOMUSR+SPACE(120)),1,120);;2;;
;A300;R304;028;1;;ID_FILHO;2;;329;330;IDENTIFICADOR DO FILHO;A300IDENTIFICADEP();;2;;
;A300;R304;029;1;;CD_EMPR_OR;10;;331;340;C¾digo da empresa na origem;STRZERO( VAL(BA1->BA1_CODEMP),10);;2;;
;A300;R304;030;1;;;;;341;341;ACUMULA TOTALIZADORES DO REGISTRO 309;ACUMULAA309('304');;2;;
;A300;R306;001;1;;NR_SEQ;8;;001;008;NUM SEQ. DE UM REG. EM UM ARQUIVO DE TRANSF. INICIALIZAR COM 1;PTULN('R306');;2;;
;A300;R306;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFS. BATCH;'306';;2;;
;A300;R306;003;1;;DS_END_PRI;40;;012;051;DESCRICAO DO ENDERECO PRINCIPAL;IIF(SUBSTR(BA1->BA1_ENDERE + SPACE(40),1,40)==SPACE(40),CENDTIT,SUBSTR(BA1->BA1_ENDERE + SPACE(40),1,40));;2;;
;A300;R306;004;1;;DS_BAIRRO;30;;052;081;DESCRICAO DO BAIRRO;IIF(SUBSTR(BA1->BA1_BAIRRO + SPACE(30),1,30)==SPACE(30),CBAITIT,SUBSTR(BA1->BA1_BAIRRO + SPACE(30),1,30));;2;;
;A300;R306;005;1;;NR_CEP;8;;082;089;NUMERO DO CEP;IIF(STRZERO(VAL(BA1->BA1_CEPUSR),8)==REPLICATE('0',8),CCEPTIT,STRZERO(VAL(BA1->BA1_CEPUSR),8));;2;;
;A300;R306;006;1;;DS_CIDADE;30;;090;119;DESCRICAO DA CIDADE;IIF(SUBSTR(BA1->BA1_MUNICI + SPACE(30),1,30)==SPACE(30),CMUNTIT,SUBSTR(BA1->BA1_MUNICI + SPACE(30),1,30));;2;;
;A300;R306;007;1;;CD_UF;2;;120;121;CODIGO DA UNIDADE FEDERATIVA;IIF(BA1->BA1_ESTADO==SPACE(2),CESTTIT,BA1->BA1_ESTADO);;2;;
;A300;R306;008;1;;NR_DDD;4;;122;125;NUMERO DO DDD;REPLICATE('0',4);;2;;
;A300;R306;009;1;;NR_FONE;8;;126;133;NUMERO DO TELEFONE;REPLICATE('0',8);;2;;
;A300;R306;010;1;;NR_RAMAL;4;;134;137;NUMERO DO RAMAL;REPLICATE('0',4);;2;;
;A300;R306;011;1;;;;;138;138;ACUMULA TOTALIZADORES REGISTRO 309;ACUMULAA309('306');;2;;
;A300;R309;001;1;;NR_SEQ;8;;001;008;NUM SEQ. DE UM REGISTRO EM UM ARQUIVO DE TRANSF. INICIALIZAR COM 1;PTULN('R309');;2;;
;A300;R309;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFS. BATCH;'309';;2;;
;A300;R309;003;1;;QT_TOTR304;7;;012;018;QUANTIDADE TOTAL DE REGISTRO R304;STRZERO(NTOT304,7);;2;;
;A300;R309;004;1;;QT_TOTR306;7;;019;025;QUANTIDADE TOTAL DE REGISTRO R306;STRZERO(NTOT306,7);;2;;
;A300;R309;005;1;;QT_TOT_INC;7;;026;032;QUANTIDADE TOTAL DE INCLUSOES DE BENEFICIARIOS;'0000000';;2;;
;A300;R309;006;1;;QT_TOT_EXC;7;;033;039;QUANTIDADE TOTAL DE EXCLUSOES DE BENEFICIARIOS;'0000000';;2;;
;A300;R309;007;1;;QT_TOT_ALT;7;;040;046;QUANTIDADE TOTAL DE ALTERACOES DE BENEFICIARIOS;'0000000';;2;;
;A300;R309;008;1;;QT_TOT_TPL;7;;047;053;QUANTIDADE TOTAL DE TRANSFERENCIAS DE PLANOS;'0000000';;2;;
;A300;R309;009;1;;QT_TOTR302;7;;054;060;QUANTIDADE TOTAL DE REGISTRO R302;STRZERO(NTOT302,7);;2;;
;A300A;R301;001;1;;NR_SEQ;8;;001;008;NUMERO SEQ. DE UM REG. EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R301');;2;;
;A300A;R301;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'301';;2;;
;A300A;R301;003;1;;CD_UNI_DES;4;;012;015;CODIGO DA UNIMED DESTINO PARA ENVIO DE ARQUIVO;CUNIDES;;2;;
;A300A;R301;004;1;;CD_UNI_ORI;4;;016;019;CODIGO DA UNIMED ORIGEM DO ENVIO DE ARQUIVO;CUNIORI;;2;;
;A300A;R301;005;1;;DT_GERACAO;8;;020;027;DATA DE GERACAO DO ARQUIVO DE ENVIO;DTOS(DDATABASE);;2;;
;A300A;R301;006;1;;TP_MOV;1;;028;028;TIPO DE MOVIMENTACAO DE CADASTRO EM ARQUIVOS DE TRANSFERENCIA;CTIPENV;;2;;
;A300A;R301;007;1;;DT_MOV_INI;8;;029;036;DATA DO INICIO DO PERIODO DA MOVIMENTACAO DE CADASTRO;DTOS(DDATINI);;2;;
;A300A;R301;008;1;;DT_MOV_FIM;8;;037;044;DATA DE FIM DO PERIODO DA MOVIMENTACAO DE CADASTRO;DTOS(DDATFIN);;2;;
;A300A;R301;009;1;;TP_PRODUTO;2;;045;046;TIPO DO PRODUTO;CTIPSEG;;2;;
;A300A;R301;010;1;;NR_VER_TRA;2;;047;048;NUMERO DA VERSAO DA TRANSACAO;'08';;2;;
;A300A;R302;001;1;;NR_SEQ;8;;001;008;N?mero sequencial de um registro em um arquivo de transferOncia.;PTULN('R302');;2;;
;A300A;R302;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informatoes batch.;'302';;2;;
;A300A;R302;003;1;;RESERVADO;4;;012;015;RESERVADO;SPACE(4);;2;;
;A300A;R302;004;1;;CD_FILIAL;3;;016;018;C=digo da filial da empresa.;'000';;2;;
;A300A;R302;005;1;;NM_EMPR_CO;40;;019;058;Nome completo da Empresa (Razao Social);BG9->BG9_DESCRI;;2;;
;A300A;R302;006;1;;NM_EMPR_AB;18;;059;076;Nome da Empresa Abreviado.;BG9->BG9_NREDUZ;;2;;
;A300A;R302;007;1;;TP_PES_CON;1;;077;077;Tipo de Pessoa Contratante;Iif(BG9->BG9_TIPO=='1','2','1');;2;;
;A300A;R302;008;1;;CD_CGC_CPF;15;;078;092;C=digo do CGC, CPF ou CEI, conforme o TP_PESSOA_CON;Iif(BG9->BG9_TIPO=='1',STRZERO(VAL(BA1->BA1_CPFUSR),15),cCnpjPC);;2;;
;A300A;R302;009;1;;CD_INSC_ES;20;;093;112;C=digo da inscritao estadual.;cInsEstPC;;2;;
;A300A;R302;010;1;;DS_END_PRI;40;;113;152;Descritao do endereto principal.;cEndPriPC;;2;;
;A300A;R302;011;1;;DS_END_CPL;20;;153;172;Descritao complementar do endereto.;SPACE(20);;2;;
;A300A;R302;012;1;;DS_BAIRRO;30;;173;202;Descritao do bairro.;cBairroPC;;2;;
;A300A;R302;013;1;;NR_CEP;8;;203;210;N?mero do CEP.;cCepPC;;2;;
;A300A;R302;014;1;;DS_CIDADE;30;;211;240;Descritao da Cidade.;cCidadePC;;2;;
;A300A;R302;015;1;;CD_UF;2;;241;242;C=digo da Unidade Federativa.;cUfPC;;2;;
;A300A;R302;016;1;;NR_DDD;4;;243;246;N?mero do DDD.;cDddPC;;2;;
;A300A;R302;017;1;;NR_FONE;8;;247;254;N?mero do telefone.;cTelPC;;2;;
;A300A;R302;018;1;;NR_FAX;8;;255;262;N?mero do fac-sfmile.;cFaxPC;;2;;
;A300A;R302;019;1;;DT_INCL_UN;8;;263;270;Data de inclusao na Unimed.;DTOS(BA1->BA1_DATINC);;2;;
;A300A;R302;020;1;;DT_EXCL_UN;8;;271;278;Data de exclusao na Unimed.;cDatBlo;;2;;
;A300A;R302;021;1;;CD_EMPR_OR;10;;279;288;C¾digo da empresa na origem;STRZERO( VAL(BA1->BA1_CODEMP),10);;2;;
;A300A;R302;022;1;;TP_NATUREZ;1;;289;289;Natureza jurfdica da contratatao.;BI3->BI3_NATJCO;;2;;
