B0H_TPBENE;B0H_TIPPRE;B0H_TPPRES;B0H_GRUOPE;B0H_TPPAG;B0H_CONTA
1;HOS;4;02;0;2111190310001
1;HOS;4;03;0;2111190310001
1;HOS;5;;0;2111190310001
1;HOS;5;01;0;2111190310001
1;HOS;5;02;0;2111190310001
1;HOS;5;03;0;2111190310001
1;HOS;6;;0;2111190310001
1;HOS;6;01;0;2111190310001
1;HOS;6;02;0;2111190310001
1;HOS;6;03;0;2111190310001
2;HOS;;;0;2111190310001
2;HOS;;01;0;2111190310001
2;HOS;;02;0;2111190310001
2;HOS;;03;0;2111190310001
2;HOS;0;;0;2111190310001
2;HOS;0;01;0;2111190310001
2;HOS;0;02;0;2111190310001
2;HOS;0;03;0;2111190310001
2;HOS;1;;0;2111190310001
2;HOS;1;01;0;2111190310001
2;HOS;1;02;0;2111190310001
2;HOS;1;03;0;2111190310001
2;HOS;2;;0;2111190310001
2;HOS;2;01;0;2111190310001
2;HOS;2;02;0;2111190310001
2;HOS;2;03;0;2111190310001
2;HOS;3;;0;2111190310001
2;HOS;3;01;0;2111190310001
2;HOS;3;02;0;2111190310001
2;HOS;3;03;0;2111190310001
2;HOS;4;;0;2111190310001
2;HOS;4;01;0;2111190310001
2;HOS;4;02;0;2111190310001
2;HOS;4;03;0;2111190310001
2;HOS;5;;0;2111190310001
2;HOS;5;01;0;2111190310001
2;HOS;5;02;0;2111190310001
2;HOS;5;03;0;2111190310001
2;HOS;6;;0;2111190310001
2;HOS;6;01;0;2111190310001
2;HOS;6;02;0;2111190310001
2;HOS;6;03;0;2111190310001
3;HOS;;;0;2111190310001
3;HOS;;01;0;2111190310001
3;HOS;;02;0;2111190310001
3;HOS;;03;0;2111190310001
3;HOS;0;;0;2111190310001
3;HOS;0;01;0;2111190310001
3;HOS;0;02;0;2111190310001
3;HOS;0;03;0;2111190310001
3;HOS;1;;0;2111190310001
3;HOS;1;01;0;2111190310001
3;HOS;1;02;0;2111190310001
3;HOS;1;03;0;2111190310001
3;HOS;2;;0;2111190310001
3;HOS;2;01;0;2111190310001
3;HOS;2;02;0;2111190310001
3;HOS;2;03;0;2111190310001
3;HOS;3;;0;2111190310001
3;HOS;3;01;0;2111190310001
3;HOS;3;02;0;2111190310001
3;HOS;3;03;0;2111190310001
3;HOS;4;;0;2111190310001
3;HOS;4;01;0;2111190310001
3;HOS;4;02;0;2111190310001
3;HOS;4;03;0;2111190310001
3;HOS;5;;0;2111190310001
3;HOS;5;01;0;2111190310001
3;HOS;5;02;0;2111190310001
3;HOS;5;03;0;2111190310001
3;HOS;6;;0;2111190310001
3;HOS;6;01;0;2111190310001
3;HOS;6;02;0;2111190310001
3;HOS;6;03;0;2111190310001
4;HOS;;;0;2111190310001
4;HOS;;01;0;2111190310001
4;HOS;;02;0;2111190310001
4;HOS;;03;0;2111190310001
4;HOS;0;;0;2111190310001
4;HOS;0;01;0;2111190310001
4;HOS;0;02;0;2111190310001
4;HOS;0;03;0;2111190310001
4;HOS;1;;0;2111190310001
4;HOS;1;01;0;2111190310001
4;HOS;1;02;0;2111190310001
4;HOS;1;03;0;2111190310001
4;HOS;2;;0;2111190310001
4;HOS;2;01;0;2111190310001
4;HOS;2;02;0;2111190310001
4;HOS;2;03;0;2111190310001
4;HOS;3;;0;2111190310001
4;HOS;3;01;0;2111190310001
4;HOS;3;02;0;2111190310001
4;HOS;3;03;0;2111190310001
4;HOS;4;;0;2111190310001
4;HOS;4;01;0;2111190310001
4;HOS;4;02;0;2111190310001
4;HOS;4;03;0;2111190310001
4;HOS;5;;0;2111190310001
4;HOS;5;01;0;2111190310001
4;HOS;5;02;0;2111190310001
4;HOS;5;03;0;2111190310001
4;HOS;6;;0;2111190310001
4;HOS;6;01;0;2111190310001
4;HOS;6;02;0;2111190310001
4;HOS;6;03;0;2111190310001
5;HOS;;;0;2111190310001
5;HOS;;01;0;2111190310001
5;HOS;;02;0;2111190310001
5;HOS;;03;0;2111190310001
5;HOS;0;;0;2111190310001
5;HOS;0;01;0;2111190310001
5;HOS;0;02;0;2111190310001
5;HOS;0;03;0;2111190310001
5;HOS;1;;0;2111190310001
5;HOS;1;01;0;2111190310001
5;HOS;1;02;0;2111190310001
5;HOS;1;03;0;2111190310001
5;HOS;2;;0;2111190310001
5;HOS;2;01;0;2111190310001
5;HOS;2;02;0;2111190310001
5;HOS;2;03;0;2111190310001
5;HOS;3;;0;2111190310001
5;HOS;3;01;0;2111190310001
5;HOS;3;02;0;2111190310001
5;HOS;3;03;0;2111190310001
5;HOS;4;;0;2111190310001
5;HOS;4;01;0;2111190310001
5;HOS;4;02;0;2111190310001
5;HOS;4;03;0;2111190310001
5;HOS;5;;0;2111190310001
5;HOS;5;01;0;2111190310001
5;HOS;5;02;0;2111190310001
5;HOS;5;03;0;2111190310001
5;HOS;6;;0;2111190310001
5;HOS;6;01;0;2111190310001
5;HOS;6;02;0;2111190310001
5;HOS;6;03;0;2111190310001
6;HOS;;;0;2111190310001
6;HOS;;01;0;2111190310001
6;HOS;;02;0;2111190310001
6;HOS;;03;0;2111190310001
6;HOS;0;;0;2111190310001
6;HOS;0;01;0;2111190310001
6;HOS;0;02;0;2111190310001
6;HOS;0;03;0;2111190310001
6;HOS;1;;0;2111190310001
6;HOS;1;01;0;2111190310001
6;HOS;1;02;0;2111190310001
6;HOS;1;03;0;2111190310001
6;HOS;2;;0;2111190310001
6;HOS;2;01;0;2111190310001
6;HOS;2;02;0;2111190310001
6;HOS;2;03;0;2111190310001
6;HOS;3;;0;2111190310001
6;HOS;3;01;0;2111190310001
6;HOS;3;02;0;2111190310001
6;HOS;3;03;0;2111190310001
6;HOS;4;;0;2111190310001
6;HOS;4;01;0;2111190310001
6;HOS;4;02;0;2111190310001
6;HOS;4;03;0;2111190310001
6;HOS;5;;0;2111190310001
6;HOS;5;01;0;2111190310001
6;HOS;5;02;0;2111190310001
6;HOS;5;03;0;2111190310001
6;HOS;6;;0;2111190310001
6;HOS;6;01;0;2111190310001
6;HOS;6;02;0;2111190310001
6;HOS;6;03;0;2111190310001
1;INT;;;0;2111190310001
1;INT;;01;0;2111190310001
1;INT;;02;0;2111190310001
1;INT;;03;0;2111190310001
1;INT;0;;0;2111190310001
1;INT;0;01;0;2111190310001
1;INT;0;02;0;2111190310001
1;INT;0;03;0;2111190310001
1;INT;1;;0;2111190310001
1;INT;1;01;0;2111190310001
1;INT;1;02;0;2111190310001
1;INT;1;03;0;2111190310001
1;INT;2;;0;2111190310001
1;INT;2;01;0;2111190310001
1;INT;2;02;0;2111190310001
1;INT;2;03;0;2111190310001
1;INT;3;;0;2111190310001
1;INT;3;01;0;2111190310001
1;INT;3;02;0;2111190310001
1;INT;3;03;0;2111190310001
1;INT;4;;0;2111190310001
1;INT;4;01;0;2111190310001
1;INT;4;02;0;2111190310001
1;INT;4;03;0;2111190310001
1;INT;5;;0;2111190310001
1;INT;5;01;0;2111190310001
1;INT;5;02;0;2111190310001
1;INT;5;03;0;2111190310001
1;INT;6;;0;2111190310001
1;INT;6;01;0;2111190310001
1;INT;6;02;0;2111190310001
1;INT;6;03;0;2111190310001
2;INT;;;0;2111190310001
2;INT;;01;0;2111190310001
2;INT;;02;0;2111190310001
2;INT;;03;0;2111190310001
2;INT;0;;0;2111190310001
2;INT;0;01;0;2111190310001
2;INT;0;02;0;2111190310001
2;INT;0;03;0;2111190310001
2;INT;1;;0;2111190310001
2;INT;1;01;0;2111190310001
2;INT;1;02;0;2111190310001
2;INT;1;03;0;2111190310001
2;INT;2;;0;2111190310001
2;INT;2;01;0;2111190310001
2;INT;2;02;0;2111190310001
2;INT;2;03;0;2111190310001
2;INT;3;;0;2111190310001
2;INT;3;01;0;2111190310001
2;INT;3;02;0;2111190310001
2;INT;3;03;0;2111190310001
2;INT;4;;0;2111190310001
2;INT;4;01;0;2111190310001
2;INT;4;02;0;2111190310001
2;INT;4;03;0;2111190310001
2;INT;5;;0;2111190310001
2;INT;5;01;0;2111190310001
2;INT;5;02;0;2111190310001
2;INT;5;03;0;2111190310001
2;INT;6;;0;2111190310001
2;INT;6;01;0;2111190310001
2;INT;6;02;0;2111190310001
2;INT;6;03;0;2111190310001
3;INT;;;0;2111190310001
3;INT;;01;0;2111190310001
3;INT;;02;0;2111190310001
3;INT;;03;0;2111190310001
3;INT;0;;0;2111190310001
3;INT;0;01;0;2111190310001
3;INT;0;02;0;2111190310001
3;INT;0;03;0;2111190310001
3;INT;1;;0;2111190310001
3;INT;1;01;0;2111190310001
3;INT;1;02;0;2111190310001
3;INT;1;03;0;2111190310001
3;INT;2;;0;2111190310001
3;INT;2;01;0;2111190310001
3;INT;2;02;0;2111190310001
3;INT;2;03;0;2111190310001
3;INT;3;;0;2111190310001
3;INT;3;01;0;2111190310001
3;INT;3;02;0;2111190310001
3;INT;3;03;0;2111190310001
3;INT;4;;0;2111190310001
3;INT;4;01;0;2111190310001
3;INT;4;02;0;2111190310001
3;INT;4;03;0;2111190310001
3;INT;5;;0;2111190310001
3;INT;5;01;0;2111190310001
3;INT;5;02;0;2111190310001
3;INT;5;03;0;2111190310001
3;INT;6;;0;2111190310001
3;INT;6;01;0;2111190310001
3;INT;6;02;0;2111190310001
3;INT;6;03;0;2111190310001
4;INT;;;0;2111190310001
4;INT;;01;0;2111190310001
4;INT;;02;0;2111190310001
4;INT;;03;0;2111190310001
4;INT;0;;0;2111190310001
4;INT;0;01;0;2111190310001
4;INT;0;02;0;2111190310001
4;INT;0;03;0;2111190310001
4;INT;1;;0;2111190310001
4;INT;1;01;0;2111190310001
4;INT;1;02;0;2111190310001
4;INT;1;03;0;2111190310001
4;INT;2;;0;2111190310001
4;INT;2;01;0;2111190310001
4;INT;2;02;0;2111190310001
4;INT;2;03;0;2111190310001
4;INT;3;;0;2111190310001
4;INT;3;01;0;2111190310001
4;INT;3;02;0;2111190310001
4;INT;3;03;0;2111190310001
4;INT;4;;0;2111190310001
4;INT;4;01;0;2111190310001
4;INT;4;02;0;2111190310001
4;INT;4;03;0;2111190310001
4;INT;5;;0;2111190310001
4;INT;5;01;0;2111190310001
4;INT;5;02;0;2111190310001
4;INT;5;03;0;2111190310001
4;INT;6;;0;2111190310001
4;INT;6;01;0;2111190310001
4;INT;6;02;0;2111190310001
4;INT;6;03;0;2111190310001
5;INT;;;0;2111190310001
5;INT;;01;0;2111190310001
5;INT;;02;0;2111190310001
5;INT;;03;0;2111190310001
5;INT;0;;0;2111190310001
5;INT;0;01;0;2111190310001
5;INT;0;02;0;2111190310001
5;INT;0;03;0;2111190310001
5;INT;1;;0;2111190310001
5;INT;1;01;0;2111190310001
5;INT;1;02;0;2111190310001
5;INT;1;03;0;2111190310001
5;INT;2;;0;2111190310001
5;INT;2;01;0;2111190310001
5;INT;2;02;0;2111190310001
5;INT;2;03;0;2111190310001
5;INT;3;;0;2111190310001
5;INT;3;01;0;2111190310001
5;INT;3;02;0;2111190310001
5;INT;3;03;0;2111190310001
5;INT;4;;0;2111190310001
5;INT;4;01;0;2111190310001
5;INT;4;02;0;2111190310001
5;INT;4;03;0;2111190310001
5;INT;5;;0;2111190310001
5;INT;5;01;0;2111190310001
5;INT;5;02;0;2111190310001
5;INT;5;03;0;2111190310001
5;INT;6;;0;2111190310001
5;INT;6;01;0;2111190310001
5;INT;6;02;0;2111190310001
5;INT;6;03;0;2111190310001
6;INT;;;0;2111190310001
6;INT;;01;0;2111190310001
6;INT;;02;0;2111190310001
6;INT;;03;0;2111190310001
6;INT;0;;0;2111190310001
6;INT;0;01;0;2111190310001
6;INT;0;02;0;2111190310001
6;INT;0;03;0;2111190310001
6;INT;1;;0;2111190310001
6;INT;1;01;0;2111190310001
6;INT;1;02;0;2111190310001
6;INT;1;03;0;2111190310001
6;INT;2;;0;2111190310001
6;INT;2;01;0;2111190310001
6;INT;2;02;0;2111190310001
6;INT;2;03;0;2111190310001
6;INT;3;;0;2111190310001
6;INT;3;01;0;2111190310001
6;INT;3;02;0;2111190310001
6;INT;3;03;0;2111190310001
6;INT;4;;0;2111190310001
6;INT;4;01;0;2111190310001
6;INT;4;02;0;2111190310001
6;INT;4;03;0;2111190310001
6;INT;5;;0;2111190310001
6;INT;5;01;0;2111190310001
6;INT;5;02;0;2111190310001
6;INT;5;03;0;2111190310001
6;INT;6;;0;2111190310001
6;INT;6;01;0;2111190310001
6;INT;6;02;0;2111190310001
6;INT;6;03;0;2111190310001
1;LAB;;;0;2111190310001
1;LAB;;01;0;2111190310001
1;LAB;;02;0;2111190310001
1;LAB;;03;0;2111190310001
1;LAB;0;;0;2111190310001
1;LAB;0;01;0;2111190310001
1;LAB;0;02;0;2111190310001
1;LAB;0;03;0;2111190310001
1;LAB;1;;0;2111190310001
1;LAB;1;01;0;2111190310001
1;LAB;1;02;0;2111190310001
1;LAB;1;03;0;2111190310001
1;LAB;2;;0;2111190310001
1;LAB;2;01;0;2111190310001
1;LAB;2;02;0;2111190310001
1;LAB;2;03;0;2111190310001
1;LAB;3;;0;2111190310001
1;LAB;3;01;0;2111190310001
1;LAB;3;02;0;2111190310001
1;LAB;3;03;0;2111190310001
1;LAB;4;;0;2111190310001
1;LAB;4;01;0;2111190310001
1;LAB;4;02;0;2111190310001
1;LAB;4;03;0;2111190310001
1;LAB;5;;0;2111190310001
1;LAB;5;01;0;2111190310001
1;LAB;5;02;0;2111190310001
1;LAB;5;03;0;2111190310001
1;LAB;6;;0;2111190310001
1;LAB;6;01;0;2111190310001
1;LAB;6;02;0;2111190310001
1;LAB;6;03;0;2111190310001
2;LAB;;;0;2111190310001
2;LAB;;01;0;2111190310001
2;LAB;;02;0;2111190310001
2;LAB;;03;0;2111190310001
2;LAB;0;;0;2111190310001
2;LAB;0;01;0;2111190310001
2;LAB;0;02;0;2111190310001
2;LAB;0;03;0;2111190310001
2;LAB;1;;0;2111190310001
2;LAB;1;01;0;2111190310001
2;LAB;1;02;0;2111190310001
2;LAB;1;03;0;2111190310001
2;LAB;2;;0;2111190310001
2;LAB;2;01;0;2111190310001
2;LAB;2;02;0;2111190310001
2;LAB;2;03;0;2111190310001
2;LAB;3;;0;2111190310001
2;LAB;3;01;0;2111190310001
2;LAB;3;02;0;2111190310001
2;LAB;3;03;0;2111190310001
2;LAB;4;;0;2111190310001
2;LAB;4;01;0;2111190310001
2;LAB;4;02;0;2111190310001
2;LAB;4;03;0;2111190310001
2;LAB;5;;0;2111190310001
2;LAB;5;01;0;2111190310001
2;LAB;5;02;0;2111190310001
2;LAB;5;03;0;2111190310001
2;LAB;6;;0;2111190310001
2;LAB;6;01;0;2111190310001
2;LAB;6;02;0;2111190310001
2;LAB;6;03;0;2111190310001
3;LAB;;;0;2111190310001
3;LAB;;01;0;2111190310001
3;LAB;;02;0;2111190310001
3;LAB;;03;0;2111190310001
3;LAB;0;;0;2111190310001
3;LAB;0;01;0;2111190310001
3;LAB;0;02;0;2111190310001
3;LAB;0;03;0;2111190310001
3;LAB;1;;0;2111190310001
3;LAB;1;01;0;2111190310001
3;LAB;1;02;0;2111190310001
3;LAB;1;03;0;2111190310001
3;LAB;2;;0;2111190310001
3;LAB;2;01;0;2111190310001
3;LAB;2;02;0;2111190310001
3;LAB;2;03;0;2111190310001
3;LAB;3;;0;2111190310001
3;LAB;3;01;0;2111190310001
3;LAB;3;02;0;2111190310001
3;LAB;3;03;0;2111190310001
3;LAB;4;;0;2111190310001
3;LAB;4;01;0;2111190310001
3;LAB;4;02;0;2111190310001
3;LAB;4;03;0;2111190310001
3;LAB;5;;0;2111190310001
3;LAB;5;01;0;2111190310001
3;LAB;5;02;0;2111190310001
3;LAB;5;03;0;2111190310001
3;LAB;6;;0;2111190310001
3;LAB;6;01;0;2111190310001
3;LAB;6;02;0;2111190310001
3;LAB;6;03;0;2111190310001
4;LAB;;;0;2111190310001
4;LAB;;01;0;2111190310001
4;LAB;;02;0;2111190310001
4;LAB;;03;0;2111190310001
4;LAB;0;;0;2111190310001
4;LAB;0;01;0;2111190310001
4;LAB;0;02;0;2111190310001
4;LAB;0;03;0;2111190310001
4;LAB;1;;0;2111190310001
4;LAB;1;01;0;2111190310001
4;LAB;1;02;0;2111190310001
4;LAB;1;03;0;2111190310001
4;LAB;2;;0;2111190310001
4;LAB;2;01;0;2111190310001
4;LAB;2;02;0;2111190310001
4;LAB;2;03;0;2111190310001
4;LAB;3;;0;2111190310001
4;LAB;3;01;0;2111190310001
4;LAB;3;02;0;2111190310001
4;LAB;3;03;0;2111190310001
4;LAB;4;;0;2111190310001
4;LAB;4;01;0;2111190310001
4;LAB;4;02;0;2111190310001
4;LAB;4;03;0;2111190310001
4;LAB;5;;0;2111190310001
4;LAB;5;01;0;2111190310001
4;LAB;5;02;0;2111190310001
4;LAB;5;03;0;2111190310001
4;LAB;6;;0;2111190310001
4;LAB;6;01;0;2111190310001
4;LAB;6;02;0;2111190310001
4;LAB;6;03;0;2111190310001
5;LAB;;;0;2111190310001
5;LAB;;01;0;2111190310001
5;LAB;;02;0;2111190310001
5;LAB;;03;0;2111190310001
5;LAB;0;;0;2111190310001
5;LAB;0;01;0;2111190310001
5;LAB;0;02;0;2111190310001
5;LAB;0;03;0;2111190310001
5;LAB;1;;0;2111190310001
5;LAB;1;01;0;2111190310001
5;LAB;1;02;0;2111190310001
5;LAB;1;03;0;2111190310001
5;LAB;2;;0;2111190310001
5;LAB;2;01;0;2111190310001
5;LAB;2;02;0;2111190310001
5;LAB;2;03;0;2111190310001
5;LAB;3;;0;2111190310001
5;LAB;3;01;0;2111190310001
5;LAB;3;02;0;2111190310001
5;LAB;3;03;0;2111190310001
5;LAB;4;;0;2111190310001
5;LAB;4;01;0;2111190310001
5;LAB;4;02;0;2111190310001
5;LAB;4;03;0;2111190310001
5;LAB;5;;0;2111190310001
5;LAB;5;01;0;2111190310001
5;LAB;5;02;0;2111190310001
5;LAB;5;03;0;2111190310001
5;LAB;6;;0;2111190310001
5;LAB;6;01;0;2111190310001
5;LAB;6;02;0;2111190310001
5;LAB;6;03;0;2111190310001
6;LAB;;;0;2111190310001
6;LAB;;01;0;2111190310001
6;LAB;;02;0;2111190310001
6;LAB;;03;0;2111190310001
6;LAB;0;;0;2111190310001
6;LAB;0;01;0;2111190310001
6;LAB;0;02;0;2111190310001
6;LAB;0;03;0;2111190310001
6;LAB;1;;0;2111190310001
6;LAB;1;01;0;2111190310001
6;LAB;1;02;0;2111190310001
6;LAB;1;03;0;2111190310001
6;LAB;2;;0;2111190310001
6;LAB;2;01;0;2111190310001
6;LAB;2;02;0;2111190310001
6;LAB;2;03;0;2111190310001
6;LAB;3;;0;2111190310001
6;LAB;3;01;0;2111190310001
6;LAB;3;02;0;2111190310001
6;LAB;3;03;0;2111190310001
6;LAB;4;;0;2111190310001
6;LAB;4;01;0;2111190310001
6;LAB;4;02;0;2111190310001
6;LAB;4;03;0;2111190310001
6;LAB;5;;0;2111190310001
6;LAB;5;01;0;2111190310001
6;LAB;5;02;0;2111190310001
6;LAB;5;03;0;2111190310001
6;LAB;6;;0;2111190310001
6;LAB;6;01;0;2111190310001
6;LAB;6;02;0;2111190310001
6;LAB;6;03;0;2111190310001
1;MED;;;0;2111190310001
1;MED;;01;0;2111190310001
1;MED;;02;0;2111190310001
1;MED;;03;0;2111190310001
1;MED;0;;0;2111190310001
1;MED;0;01;0;2111190310001
1;MED;0;02;0;2111190310001
1;MED;0;03;0;2111190310001
1;MED;1;;0;2111190310001
1;MED;1;01;0;2111190310001
1;MED;1;02;0;2111190310001
1;MED;1;03;0;2111190310001
1;MED;2;;0;2111190310001
1;MED;2;01;0;2111190310001
1;MED;2;02;0;2111190310001
1;MED;2;03;0;2111190310001
1;MED;3;;0;2111190310001
1;MED;3;01;0;2111190310001
1;MED;3;02;0;2111190310001
1;MED;3;03;0;2111190310001
1;MED;4;;0;2111190310001
1;MED;4;01;0;2111190310001
1;MED;4;02;0;2111190310001
1;MED;4;03;0;2111190310001
1;MED;5;;0;2111190310001
1;MED;5;01;0;2111190310001
1;MED;5;02;0;2111190310001
1;MED;5;03;0;2111190310001
1;MED;6;;0;2111190310001
1;MED;6;01;0;2111190310001
1;MED;6;02;0;2111190310001
1;MED;6;03;0;2111190310001
2;MED;;;0;2111190310001
2;MED;;01;0;2111190310001
2;MED;;02;0;2111190310001
2;MED;;03;0;2111190310001
2;MED;0;;0;2111190310001
2;MED;0;01;0;2111190310001
2;MED;0;02;0;2111190310001
2;MED;0;03;0;2111190310001
2;MED;1;;0;2111190310001
2;MED;1;01;0;2111190310001
2;MED;1;02;0;2111190310001
2;MED;1;03;0;2111190310001
2;MED;2;;0;2111190310001
2;MED;2;01;0;2111190310001
2;MED;2;02;0;2111190310001
2;MED;2;03;0;2111190310001
2;MED;3;;0;2111190310001
2;MED;3;01;0;2111190310001
2;MED;3;02;0;2111190310001
2;MED;3;03;0;2111190310001
2;MED;4;;0;2111190310001
2;MED;4;01;0;2111190310001
2;MED;4;02;0;2111190310001
2;MED;4;03;0;2111190310001
2;MED;5;;0;2111190310001
2;MED;5;01;0;2111190310001
2;MED;5;02;0;2111190310001
2;MED;5;03;0;2111190310001
2;MED;6;;0;2111190310001
2;MED;6;01;0;2111190310001
2;MED;6;02;0;2111190310001
2;MED;6;03;0;2111190310001
3;MED;;;0;2111190310001
3;MED;;01;0;2111190310001
3;MED;;02;0;2111190310001
3;MED;;03;0;2111190310001
3;MED;0;;0;2111190310001
3;MED;0;01;0;2111190310001
3;MED;0;02;0;2111190310001
3;MED;0;03;0;2111190310001
3;MED;1;;0;2111190310001
3;MED;1;01;0;2111190310001
3;MED;1;02;0;2111190310001
3;MED;1;03;0;2111190310001
3;MED;2;;0;2111190310001
3;MED;2;01;0;2111190310001
3;MED;2;02;0;2111190310001
3;MED;2;03;0;2111190310001
3;MED;3;;0;2111190310001
3;MED;3;01;0;2111190310001
3;MED;3;02;0;2111190310001
3;MED;3;03;0;2111190310001
3;MED;4;;0;2111190310001
3;MED;4;01;0;2111190310001
3;MED;4;02;0;2111190310001
3;MED;4;03;0;2111190310001
3;MED;5;;0;2111190310001
3;MED;5;01;0;2111190310001
3;MED;5;02;0;2111190310001
3;MED;5;03;0;2111190310001
3;MED;6;;0;2111190310001
3;MED;6;01;0;2111190310001
3;MED;6;02;0;2111190310001
3;MED;6;03;0;2111190310001
4;MED;;;0;2111190310001
4;MED;;01;0;2111190310001
4;MED;;02;0;2111190310001
4;MED;;03;0;2111190310001
4;MED;0;;0;2111190310001
4;MED;0;01;0;2111190310001
4;MED;0;02;0;2111190310001
4;MED;0;03;0;2111190310001
4;MED;1;;0;2111190310001
4;MED;1;01;0;2111190310001
4;MED;1;02;0;2111190310001
4;MED;1;03;0;2111190310001
4;MED;2;;0;2111190310001
4;MED;2;01;0;2111190310001
4;MED;2;02;0;2111190310001
4;MED;2;03;0;2111190310001
4;MED;3;;0;2111190310001
4;MED;3;01;0;2111190310001
4;MED;3;02;0;2111190310001
4;MED;3;03;0;2111190310001
4;MED;4;;0;2111190310001
4;MED;4;01;0;2111190310001
4;MED;4;02;0;2111190310001
4;MED;4;03;0;2111190310001
4;MED;5;;0;2111190310001
4;MED;5;01;0;2111190310001
4;MED;5;02;0;2111190310001
4;MED;5;03;0;2111190310001
4;MED;6;;0;2111190310001
4;MED;6;01;0;2111190310001
4;MED;6;02;0;2111190310001
4;MED;6;03;0;2111190310001
5;MED;;;0;2111190310001
5;MED;;01;0;2111190310001
5;MED;;02;0;2111190310001
5;MED;;03;0;2111190310001
5;MED;0;;0;2111190310001
5;MED;0;01;0;2111190310001
5;MED;0;02;0;2111190310001
5;MED;0;03;0;2111190310001
5;MED;1;;0;2111190310001
5;MED;1;01;0;2111190310001
5;MED;1;02;0;2111190310001
5;MED;1;03;0;2111190310001
5;MED;2;;0;2111190310001
5;MED;2;01;0;2111190310001
5;MED;2;02;0;2111190310001
5;MED;2;03;0;2111190310001
5;MED;3;;0;2111190310001
5;MED;3;01;0;2111190310001
5;MED;3;02;0;2111190310001
5;MED;3;03;0;2111190310001
5;MED;4;;0;2111190310001
5;MED;4;01;0;2111190310001
5;MED;4;02;0;2111190310001
