DE0_FILIAL,C,2,0;DE0_CODLAY,C,6,0;DE0_CODREG,C,6,0;DE0_STATUS,C,1,0;DE0_TAMREG,N,4,0;DE0_IDTREG,C,3,0;DE0_CODRCP,C,6,0;DE0_OCOREG,N,3,0;DE0_ALIAS,C,3,0;DE0_POSICI,C,1,0;DE0_POSORD,C,1,0;DE0_POSCHV,C,100,0;DE0_COND,C,254,0;DE0_VALID,C,254,0;DE0_NOMARQ,C,121,0;DE0_CTRTAM,C,1,0;DE0_CODQRY,C,6,0;DE0_CODRC2,C,6,0;DE0_CODRC3,C,6,0;DE0_CODRC4,C,6,0;DE0_CODRC5,C,6,0;DE0_CODRC6,C,6,0
;A500G;R503;1;395;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
;A500H;R503;1;509;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
;A500I;R503;1;509;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
;A500J;R503;1;509;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
;A500;R504;1;387;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;;;;;;;
;A500A;R504;1;427;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;;;;;;;
;A500B;R504;1;427;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;;;;;;;
;A500C;R504;1;427;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;;;;;;;
;A500D;R504;1;450;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;;;;;;;
;A500E;R504;1;560;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;;;;;;;
;A500F;R504;1;675;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;;;;;;;
;A500G;R504;1;675;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;;;;;;;
;A500H;R504;1;689;1;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;2;;;;;;
;A500I;R504;1;759;1;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;2;;;;;;
;A500J;R504;1;870;1;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;2;;;;;;
;A500;R505;2;130;;R508;;;2;;;;;;;;;;;;
;A500A;R505;1;131;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500B;R505;1;131;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500C;R505;1;131;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500D;R505;1;131;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500E;R505;1;131;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500F;R505;1;151;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500G;R505;1;151;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500H;R505;1;151;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500I;R505;1;151;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500J;R505;1;151;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500J;R507;1;288;;;;R07;2;;;R07->(!EOF());;;;;;;;;
;A500;R508;2;43;;;;;2;;;;;;;;;;;;
;A500A;R508;2;43;;;;;2;;;;;;;;;;;;
;A500B;R508;2;43;;;;;2;;;;;;;;;;;;
;A500C;R508;2;43;;;;;2;;;;;;;;;;;;
;A500D;R508;2;43;;;;;2;;;;;;;;;;;;
;A500E;R508;2;43;;;;;2;;;;;;;;;;;;
;A500F;R508;2;43;;;;;2;;;;;;;;;;;;
;A500G;R508;2;43;;;;;2;;;;;;;;;;;;
;A500H;R508;2;43;;;;;2;;;;;;;;;;;;
;A500I;R508;2;43;;;;;2;;;;;;;;;;;;
;A500J;R508;2;43;;;;;2;;;;;;;;;;;;
;A500;R509;1;66;;;;;2;;;;;;;;;;;;
;A500A;R509;1;66;;;;;2;;;;;;;;;;;;
;A500B;R509;1;66;;;;;2;;;;;;;;;;;;
;A500C;R509;1;66;;;;;2;;;;;;;;;;;;
;A500D;R509;1;66;;;;;2;;;;;;;;;;;;
;A500E;R509;1;66;;;;;2;;;;;;;;;;;;
;A500F;R509;1;66;;;;;2;;;;;;;;;;;;
;A500G;R509;1;66;;;;;2;;;;;;;;;;;;
;A500H;R509;1;66;;;;;2;;;;;;;;;;;;
;A500I;R509;1;66;;;;;2;;;;;;;;;;;;
;A500J;R509;1;71;;;;;2;;;;;;;;;;;;
;A500A;R510;1;267;;;;R10;2;;;R10->(!EOF());;;;;;;;;
;A500B;R510;1;267;;;;R10;2;;;R10->(!EOF());;;;;;;;;
;A500C;R510;1;267;;;;R10;2;;;R10->(!EOF());;;;;;;;;
;A500D;R510;1;267;;;;R10;2;;;R10->(!EOF());;;;;;;;;
;A500E;R510;1;267;;;;R10;2;;;R10->(!EOF());;;;;;;;;
;A500F;R510;1;291;;;;R10;2;;;R10->(!EOF());;;;;;;;;
;A500G;R510;1;291;;;;R10;2;;;R10->(!EOF());;;;;;;;;
;A500A;R511;1;101;;;;R11;2;;;R11->(!EOF());ValR11();;;;;;;;
;A500B;R511;1;101;;;;R11;2;;;R11->(!EOF());ValR11();;;;;;;;
;A500C;R511;1;101;;;;R11;2;;;R11->(!EOF());ValR11();;;;;;;;
;A500D;R511;1;101;;;;R11;2;;;R11->(!EOF());ValR11();;;;;;;;
;A500E;R511;1;102;;;;R11;2;;;R11->(!EOF());ValR11();;;;;;;;
;A500F;R511;1;102;;;;R11;2;;;R11->(!EOF());ValR11();;;;;;;;
;A500G;R511;1;102;;;;R11;2;;;R11->(!EOF());ValR11();;;;;;;;
;A500D;R512;1;247;;R513;;R12;2;;;R12->(!EOF());;;;;R14;R15;;;
;A500E;R512;1;247;;R513;;R12;2;;;R12->(!EOF());;;;;R14;R15;;;
;A500F;R512;1;248;;R513;;R12;2;;;R12->(!EOF());;;;;R14;R15;;;
;A500G;R512;1;248;;R513;;R12;2;;;R12->(!EOF());;;;;R14;R15;;;
;A500D;R513;1;71;;;;R13;2;;;R13->(!EOF());;;;;;;;;
;A500E;R513;1;71;;;;R13;2;;;R13->(!EOF());;;;;;;;;
;A500F;R513;1;71;;;;R13;2;;;R13->(!EOF());;;;;;;;;
;A500G;R513;1;71;;;;R13;2;;;R13->(!EOF());;;;;;;;;
;A500D;R514;1;71;;;;R14;2;;;R14->(!EOF());;;;;;;;;
;A500E;R514;1;71;;;;R14;2;;;R14->(!EOF());;;;;;;;;
;A500F;R514;1;71;;;;R14;2;;;R14->(!EOF());;;;;;;;;
;A500G;R514;1;71;;;;R14;2;;;R14->(!EOF());;;;;;;;;
;A500D;R515;1;115;;;;R15;2;;;R15->(!EOF());;;;;;;;;
;A500E;R515;1;115;;;;R15;2;;;R15->(!EOF());;;;;;;;;
;A500F;R515;1;115;;;;R15;2;;;R15->(!EOF());;;;;;;;;
;A500G;R515;1;115;;;;R15;2;;;R15->(!EOF());;;;;;;;;
;A550;R551;1;140;;;;R51;2;;;R51->(!EOF());;;;;;;;;
;A550A;R551;1;221;;;;R51;2;;;R51->(!EOF());;;;;;;;;
;A550B;R551;1;221;;;;R51;2;;;R51->(!EOF());;;;;;;;;
;A550C;R551;1;221;;;;R51;2;;;R51->(!EOF());;;;;;;;;
;A550D;R551;1;221;;;;R51;2;;;R51->(!EOF());;;;;;;;;
;A550E;R551;1;261;;;;R51;2;;;R51->(!EOF());;;;;;;;;
;A550F;R551;1;261;;;;R51;2;;;R51->(!EOF());;;;;;;;;
;A550;R552;1;596;;R553;;R52;2;;;R52->(!EOF());;;;;;;;;
;A550A;R552;1;621;;R553;;R52;2;;;R52->(!EOF());;;2;;;;;;
;A550B;R552;1;632;;R553;;R52;2;;;R52->(!EOF());;;2;;;;;;
;A550C;R552;1;652;;R553;;R52;2;;;R52->(!EOF());;;2;;;;;;
;A550D;R552;1;652;;R553;;R52;2;;;R52->(!EOF());;;2;;;;;;
;A550E;R552;1;652;;R553;;R52;2;;;R52->(!EOF());;;2;;;;;;
;A550F;R552;1;652;;R553;;R52;2;;;R52->(!EOF());;;2;;;;;;
;A550;R553;1;515;;;;R53;2;;;R53->(CHAVE)=R52->(CHAVE);;;;;;;;;
;A550A;R553;1;515;;;;R53;2;;;R53->(CHAVE)=R52->(CHAVE);;;;;;;;;
;A550B;R553;1;515;;;;R53;2;;;R53->(CHAVE)=R52->(CHAVE);;;;;;;;;
;A550C;R553;1;515;;;;R53;2;;;R53->(CHAVE)=R52->(CHAVE);;;;;;;;;
;A550D;R553;1;515;;;;R53;2;;;R53->(CHAVE)=R52->(CHAVE);;;;;;;;;
;A550E;R553;1;515;;;;R53;2;;;R53->(CHAVE)=R52->(CHAVE);;;;;;;;;
;A550F;R553;1;515;;;;R53;2;;;R53->(CHAVE)=R52->(CHAVE);;;;;;;;;
;A550F;R553A;1;515;;R557;;R5R;2;;;R5R->(!EOF());;;;;;;;;
;A550F;R557;1;338;;;;R57;2;;;R5R->(CHAVE)=R57->(CHAVE);;;;;;;;;
;A550;R559;1;58;;;;R59;2;;;R59->(!EOF());;;;;;;;;
;A550A;R559;1;72;;;;R59;2;;;R59->(!EOF());;;;;;;;;
;A550B;R559;1;72;;;;R59;2;;;R59->(!EOF());;;;;;;;;
;A550C;R559;1;72;;;;R59;2;;;R59->(!EOF());;;;;;;;;
;A550D;R559;1;72;;;;R59;2;;;R59->(!EOF());;;;;;;;;
;A550E;R559;1;72;;;;R59;2;;;R59->(!EOF());;;;;;;;;
;A550F;R559;1;77;;;;R59;2;;;R59->(!EOF());;;;;;;;;
;A560;R561;1;71;;;;R61;2;;;R61->(!EOF());;;;;;;;;
;A560A;R561;1;72;;;;R61;2;;;R61->(!EOF());;;;;;;;;
;A560B;R561;1;72;;;;R61;2;;;R61->(!EOF());;;;;;;;;
;A560C;R561;1;72;;;;R61;2;;;R61->(!EOF());;;;;;;;;
;A560D;R561;1;112;;;;R61;2;;;R61->(!EOF());;;;;;;;;
;A560;R562;1;31;;;;R62;2;;;R62->(!EOF());;;;;;;;;
;A560A;R562;1;31;;;;R62;2;;;R62->(!EOF());;;;;;;;;
;A560B;R562;1;31;;;;R62;2;;;R62->(!EOF());;;;;;;;;
;A560C;R562;1;31;;;;R62;2;;;R62->(!EOF());;;;;;;;;
;A560D;R562;1;31;;;;R62;2;;;R62->(!EOF());;;;;;;;;
;A560B;R567;1;244;;;;R67;2;;;R67->(!EOF());;;;;;;;;
;A560C;R567;1;244;;;;R67;2;;;R67->(!EOF());;;;;;;;;
;A560D;R567;1;244;;;;R67;2;;;R67->(!EOF());;;;;;;;;
;A560B;R568;1;118;;;;R68;2;;;R68->(!EOF());;;;;;;;;
;A560C;R568;1;118;;;;R68;2;;;R68->(!EOF());;;;;;;;;
;A560D;R568;1;118;;;;R68;2;;;R68->(!EOF());;;;;;;;;
;A560B;R569;1;77;;;;R69;2;;;R69->(!EOF());;;;;;;;;
;A560C;R569;1;77;;;;R69;2;;;R69->(!EOF());;;;;;;;;
;A560D;R569;1;117;;;;R69;2;;;R69->(!EOF());;;;;;;;;
;A60000;R60001;1;29;;R60002;;;2;;;;;;;;;;;;
;A60000;R60002;1;229;;;;TMP;2;;;TMP->(!Eof());A60000V('60002');;;;;;;;
;A60000;R60009;1;39;;;;;2;;;;;;;;;;;;
;A600;R601;1;38;;;;;2;;;;;;;;;;;;
;A600;R602;1;45;;;;QRY;2;;;QRY->(!EOF());;;;;;;;;
;A600;R609;1;51;;;;;2;;;;;;;;;;;;
;A700;R701;1;49;;;;;2;;;;;;;;;;;;
;A700D;R701;1;49;;R702;;;2;;;;;;;;;;;;
;A700E;R701;1;49;;R702;;;2;;;;;;;;;;;;
;A700;R702;1;136;;R703;;R02;2;;;R02->(!EOF());;;;;R704;;;;
;A700D;R702;1;136;;R703;;R02;2;;;R02->(!EOF());;;;;R704;R705;;;
;A700E;R702;1;136;;R703;;R02;2;;;R02->(!EOF());;;;;R704;R705;;;
;A700;R703;1;242;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'703';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='703' .and. R03->(!EOF());R03->R703<>Space(242);;;;;;;;
;A700D;R703;1;374;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'703';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='703' .and. R03->(!EOF());R03->R703<>Space(242);;;;;;;;
;A700E;R703;1;374;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'703';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='703' .and. R03->(!EOF());R03->R703<>Space(242);;;;;;;;
;A700;R704;1;434;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'704';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='704' .and. R04->(!EOF());;;;;;;;;
;A700D;R704;1;435;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'704';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='704' .and. R04->(!EOF());;;;;;;;;
;A700E;R704;1;435;;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'704';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='704' .and. R04->(!EOF());;;;;;;;;
;A700;R705;2;131;;;;;2;;;;;;;;;;;;
;A700D;R705;1;131;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'705';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='705' .and. R05->(!EOF());;;;;;;;;
;A700E;R705;1;131;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'705';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='705' .and. R05->(!EOF());;;;;;;;;
;A700D;R708;2;43;;;;;2;;;;;;;;;;;;
;A700E;R708;2;43;;;;;2;;;;;;;;;;;;
;A700;R709;1;66;;;;;2;;;;;;;;;;;;
;A700D;R709;1;66;;;;;2;;;;;;;;;;;;
;A700E;R709;1;94;;;;;2;;;;;;;;;;;;
;A800;R801;1;133;;;;;2;;;;IIF(nTipEnv=1,VeVlrTot800('N'),A800FValid());;;;;;;;
;A800A;R801;1;133;;;;;2;;;;IIF(nTipEnv=1,VeVlrTot800('N'),A800FValid());;;;;;;;
;A800;R802;1;148;;;;TMP;2;;;TMP->(!Eof());Val802(nTipEnv);;;;;;;;
;A800A;R802;1;158;;;;TMP;2;;;TMP->(!Eof());Val802(nTipEnv);;;;;;;;
;A800;R809;1;86;;;;;2;;;;;;;;;;;;
;A800A;R809;1;86;;;;;2;;;;;;;;;;;;
;A800A;R810;1;267;;;;R10;2;;;R10->(!Eof());;;;;;;;;
;A800A;R811;1;101;;;;R11;2;;;R11->(!Eof());;;;;;;;;
;A900;R901;1;26;;;;;2;;;;;;;;;;;;
;A900;R902;1;405;;R903;;R02;2;;;R02->(!EOF());;;;;R904;;;;
;A900;R905;1;183;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'903';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='903' .and. R03->(!EOF());R03->R903<>Space(127);;;;;;;;
;A900;R906;1;33;;;;;2;;;;;;;;;;;;
;A900;R909;1;27;;;;;2;;;;;;;;;;;;
;900050;RD600;1;293;;;;;2;;;LITEM .AND. CREGORI=='QM600' .And. lAnexo;;;;;;;;;
;900050;RD605;1;293;;;;;2;;;LITEM .AND. CREGORI=='QM605' .And. lAnexo;;;;;;;;;
;RPC;RPC-C1;1;90;;RPC-C2;;;2;;;;RPCC1Valida();;;;RPC-C9;;;;
;RPC;RPC-C2;1;166;;RPC-C3;;TMP;2;;;TMP->(!EOF());VALIDARPC();;;;RPC-C4;;;;
;RPC;RPC-C3;1;105;;;;RC3;2;;;RC3->(!EOF());;;;;;;;;
;RPC;RPC-C4;1;175;;;;RC4;2;;;RC4->(!EOF());;;;;;;;;
;RPC;RPC-C9;1;29;;;;;2;;;;;;;;;;;;
;11;USNSA;1;77;;;;PL1;2;;;PL1->( !EOF() );U_USM01(PL1->BD6_CODOPE, PL1->BD6_CODEMP, PL1->BD6_MATRIC, PL1->BD6_TIPREG);;;;;;;;
;A900A;R901;1;26;;;;;2;;;;;;;;;;;;
;A900A;R902;1;408;;R903;;R02;2;;;R02->(!EOF());;;;;R904;;;;
;A900A;R905;1;186;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'903';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='903' .and. R03->(!EOF());R03->R903<>Space(127);;;;;;;;
;A900A;R906;1;33;;;;;2;;;;;;;;;;;;
;A900A;R909;1;27;;;;;2;;;;;;;;;;;;
;A1200;R201;1;27;;;;;2;;;R01->(!EOF());;;;;;;;;
;A1200;R202;1;254;;R203;;R02;2;;SUBSTR(R02->CHAVE,1,8);R02->(!EOF());;;;;R204;;;;
;A1200;R203;1;20;;;;R03;2;;SUBSTR(R03->CHAVE,1,8);R03->(!EOF())  .AND. SUBSTR(R02->CHAVE,1,8)==SUBSTR(R03->CHAVE,1,8);;;;;;;;;
;A1200;R204;1;46;;;;R04;2;;SUBSTR(R04->CHAVE,1,8);R04->(!EOF())  .AND. SUBSTR(R02->CHAVE,1,8)==SUBSTR(R04->CHAVE,1,8);;;;;;;;;
;A1200;R210;1;79;;;;R10;2;;SUBSTR(R10->CHAVE,1,8);R10->(!EOF());;;;;;;;;
;A1200;R211;1;12;;;;R11;2;;SUBSTR(R11->CHAVE,1,8);R11->(!EOF());;;;;;;;;
;A1200;R215;1;36;;;;;2;;;;;;;;;;;;
;A500K;R501;1;240;;R502;;;2;;;;;;;;R507;;;;
;A500K;R502;1;488;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500K;R503;1;509;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
;A500K;R504;1;870;1;;;R04;1;1;SUBSTR(R02->CHAVE,1,19)+'504';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R04->CHAVE,1,19) .and. SUBSTR(R04->CHAVE,20,3)=='504' .and. R04->(!EOF());;;2;;;;;;
;A500K;R505;1;151;;;;R05;1;1;SUBSTR(R02->CHAVE,1,19)+'505';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R05->CHAVE,1,19) .and. SUBSTR(R05->CHAVE,20,3)=='505' .and. R05->(!EOF());;;;;;;;;
;A500K;R507;1;288;;;;R07;2;;;R07->(!EOF());;;;;;;;;
;A500K;R508;2;43;;;;;2;;;;;;;;;;;;
;A500K;R509;1;71;;;;;2;;;;;;;;;;;;
;A550G;R551;1;262;;;;R51;2;;;R51->(!EOF());;;;;;;;;
;A550G;R552;1;652;;R553;;R52;2;;;R52->(!EOF());;;2;;;;;;
;A550G;R553;1;515;;;;R53;2;;;R53->(CHAVE)=R52->(CHAVE);;;;;;;;;
;A550G;R553A;1;515;;R557;;R5R;2;;;R5R->(!EOF());;;;;;;;;
;A550G;R557;1;338;;;;R57;2;;;R5R->(CHAVE)=R57->(CHAVE);;;;;;;;;
;A550G;R559;1;77;;;;R59;2;;;R59->(!EOF());;;;;;;;;
;A560E;R561;1;113;;;;R61;2;;;R61->(!EOF());;;;;;;;;
;A560E;R562;1;31;;;;R62;2;;;R62->(!EOF());;;;;;;;;
;A560E;R567;1;244;;;;R67;2;;;R67->(!EOF());;;;;;;;;
;A560E;R568;1;118;;;;R68;2;;;R68->(!EOF());;;;;;;;;
;A560E;R569;1;117;;;;R69;2;;;R69->(!EOF());;;;;;;;;
;A1300B;R301;1;46;;;;;2;;;;;;;;;;;;
;A1300B;R302;1;363;;R303;;R02;2;;;R02->(!Eof());;;;;;;;;
;A1300B;R303;1;393;;R305;;R03;2;;R03->CHAVE;R02->CHAVE == SUBSTR(R03->CHAVE,1,len(R02->CHAVE))  .and. R03->(!EOF());;;;;;;;;
;A1300B;R305;1;223;;R306;;R05;2;;R03->CHAVE;R03->CHAVE == R05->CHAVE  .and. R05->(!EOF());;;;;;;;;
;A1300B;R306;1;81;;R307;;R06;2;;R03->CHAVE;R03->CHAVE == R06->CHAVE  .and. R06->(!EOF());;;;;R308;;;;
;A1300B;R307;1;53;;;;R07;2;;R03->CHAVE;R03->CHAVE == R07->CHAVE  .and.  R06->CHAVE == R07->CHAVE .and. R07->(!EOF());;;;;;;;;
;A1300B;R308;1;367;;R309;;R08;2;;R03->CHAVE;R03->CHAVE == R08->CHAVE  .and.  R06->CHAVE == R08->CHAVE .and. R08->(!EOF());;;;;R310;;;;
;A1300B;R309;1;20;;;;R09;2;;R03->CHAVE;R03->CHAVE == R09->CHAVE  .and.  R06->CHAVE == R09->CHAVE .and. R09->(!EOF());;;;;;;;;
;A1300B;R310;1;22;;;;R10;2;;R03->CHAVE;R03->CHAVE == R10->CHAVE  .and.  R06->CHAVE == R10->CHAVE .and. R10->(!EOF());;;;;;;;;
;A1300B;R317;1;147;;;;R17;2;;;R17->(!EOF());;;;;;;;;
;A1300B;R318;1;137;;;;R18;2;;;R18->(!EOF());;;;;;;;;
;A1300B;R319;1;81;;;;R19;2;;;R19->(!EOF());;;;;;;;;
;A200A;R201;1;48;201;R202;;;2;0;;;;;;;;;;;
;A200A;R202;1;52;202;;;;2;;;;ValidaR202();;;;;;;;
;A200A;R209;1;53;209;;;;2;;;;;;;;;;;;
;A400G;R401;1;36;;;;;2;;;;;;2;;;;;;
;A400G;R402;1;509;;R403;;TMP;2;;;TMP->(!Eof());A400Valid('402');;2;;R405;R406;R407;R408;R410
;A400G;R403;1;668;;R404;;TMP;2;;;TMP->CODIGO==cPresta .and. TMP->CODINT==cCodInt .and. TMP->(!Eof());A400Valid('403');;2;;;;;;
;A400G;R404;1;14;;;;R04;2;;;R04->CODPRE= TMP->CODIGO .AND. R04->ATELOC=TMP->CODLOC  .AND. R04->(!Eof());A400Valid('404');;2;;;;;;
;A400G;R405;1;56;;;;R05;2;;;R05->(!Eof());A400Valid('405');;2;;;;;;
;A400G;R406;1;73;;;;R06;2;;;R06->(!Eof());A400Valid('406');;2;;;;;;
;A400G;R407;1;18;;;;R07;2;;;R07->(!Eof());A400Valid('407');;2;;;;;;
;A400G;R408;1;34;;;;R08;2;;;lGera408 .AND. R08->(!Eof());;;2;;;;;;
;A400G;R410;1;999;;;;;2;;;TMP->CODIGO==cPresta .and. TMP->CODINT==cCodInt .and. lGera410;;;2;;;;;;
;A400G;R499;1;67;;;;;2;;;;;;2;;;;;;
;A450B;R451;1;29;;R452;;;2;;;;;;;;;;;;
