DE0_FILIAL,C,2,0;DE0_CODLAY,C,6,0;DE0_CODREG,C,6,0;DE0_STATUS,C,1,0;DE0_TAMREG,N,4,0;DE0_IDTREG,C,3,0;DE0_CODRCP,C,6,0;DE0_OCOREG,N,3,0;DE0_ALIAS,C,3,0;DE0_POSICI,C,1,0;DE0_POSORD,C,1,0;DE0_POSCHV,C,100,0;DE0_COND,C,254,0;DE0_VALID,C,254,0;DE0_NOMARQ,C,121,0;DE0_CTRTAM,C,1,0;DE0_CODQRY,C,6,0;DE0_CODRC2,C,6,0;DE0_CODRC3,C,6,0;DE0_CODRC4,C,6,0;DE0_CODRC5,C,6,0;DE0_CODRC6,C,6,0
;300;303;1;147;;00003E;;BAU;1;1;XFILIAL('BAU')+MV_PAR01;XFILIAL('BAU')==BAU->BAU_FILIAL .AND. BAU->BAU_CODIGO <= MV_PAR02 .AND. BAU->(!EOF());;;;;;;;;
;300;00033E;1;45;;;;BAX;1;1;XFILIAL('BAX')+BAU->BAU_CODIGO;XFILIAL('BAX')+BAU->BAU_CODIGO == BAX->(BAX_FILIAL+BAX_CODIGO) .and. BAX->(!Eof());;;;;;;;;
;900000;202;1;313;;;;;2;;;(Left(cLinTXT,5)  == '00202' .And. lEnvio .AND. !LINTERC) .Or. (PLSPTUGET('CD_TRANS') == '00202' .And. lRetorno .And. LINTERC);;;;;;;;;
;900000;209;1;55;;;;;2;;;(Left(cLinTXT,5) == '00209' .And. lEnvio .AND. !LINTERC) .Or. (PLSPTUGET('CD_TRANS') == '00209' .And. lRetorno) .Or. ( Left(cLinTXT,5)  == '00209' .And. LINTERC .And. lEnvio) .And. !LITEM;;;;;;;;;
;900000;210;1;58;;;;;2;;;((PlsPtuGet('CD_TRANS') == '00210') .Or. (Left(cLinTXT,5)  == '00210')) .And. lEnvio .And. LINTERC .And. !LITEM;;;;;;;;;
;900000;211;1;55;;;;;2;;;( PlsPtuGet('CD_TRANS') == '00211' .And. lRetorno .And. LINTERC )  .Or. ( Left(cLinTXT,5) == '00211' .And. !LINTERC .And. lEnvio );;;;;;;;;
;900040;302;1;313;;;;;2;;;(Left(cLinTXT,5)  == '00302' .And. lEnvio .AND. !LINTERC) .Or. (PLSPTUGET('CD_TRANS') == '00302' .And. lRetorno .And. LINTERC);;;;;;;;;
;900050;302;1;313;;;;;2;;;(Left(cLinTXT,5)  == '00302' .And. lEnvio .AND. !LINTERC) .Or. (PLSPTUGET('CD_TRANS') == '00302' .And. lRetorno .And. LINTERC);;;;;;;;;
;900000;304;1;317;;1304;;;2;;;( ( Left(cLinTXT,5) == '00304' .Or. Left(cLinTXT,5) == '00204' ) .And. lEnvio .And. !LINTERC) .Or. ( ( PlsPtuGet('CD_TRANS') == '00304' .Or. PlsPtuGet('CD_TRANS') == '00204' )  .And. lRetorno .And. LINTERC) .And. !LITEM;;;;;;;;;
;900040;309;1;55;;;;;2;;;((Left(cLinTXT,5) == '00309' .And. lEnvio .AND. !LINTERC) .Or. (PLSPTUGET('CD_TRANS') == '00309' .And. lRetorno) .Or. ( Left(cLinTXT,5)  == '00309' .And. LINTERC .And. lEnvio)) .And. !LITEM;;;;;;;;;
;900050;309;1;55;;;;;2;;;((Left(cLinTXT,5) == '00309' .And. lEnvio .AND. !LINTERC) .Or. (PLSPTUGET('CD_TRANS') == '00309' .And. lRetorno) .Or. ( Left(cLinTXT,5)  == '00309' .And. LINTERC .And. lEnvio)) .And. !LITEM;;;;;;;;;
;900040;310;1;58;;;;;2;;;((PlsPtuGet('CD_TRANS') == '00310') .Or. (Left(cLinTXT,5)  == '00310')) .And. lEnvio .And. LINTERC .And. !LITEM;;;;;;;;;
;900050;310;1;58;;;;;2;;;((PlsPtuGet('CD_TRANS') == '00310') .Or. (Left(cLinTXT,5)  == '00310')) .And. lEnvio .And. LINTERC .And. !LITEM;;;;;;;;;
;900040;311;1;55;;;;;2;;;( PlsPtuGet('CD_TRANS') == '00311' .And. lRetorno .And. LINTERC )  .Or. ( Left(cLinTXT,5) == '00311' .And. !LINTERC .And. lEnvio );;;;;;;;;
;900050;311;1;55;;;;;2;;;( PlsPtuGet('CD_TRANS') == '00311' .And. lRetorno .And. LINTERC )  .Or. ( Left(cLinTXT,5) == '00311' .And. !LINTERC .And. lEnvio );;;;;;;;;
;900000;312;1;100;;;;;2;;;(Left(cLinTXT,5)  == '00312' .And. lEnvio .AND. !LINTERC) .Or. (PLSPTUGET('CD_TRANS') == '00312' .And. lRetorno .And. LINTERC);;;;;;;;;
;900000;313;1;56;;1313;;;2;;;( PlsPtuGet('CD_TRANS') == '00313' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00313' .And. LINTERC .And. lEnvio)  .And. !LITEM;;;;;;;;;
;900000;318;1;128;;;;;2;;;(Left(cLinTXT,5) == '00318' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00318' .And. lRetorno .And. LINTERC) .And. !LITEM;;;;;;;;;
;900000;319;1;55;;1319;;;2;;;( PlsPtuGet('CD_TRANS') == '00319' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00319' .And. LINTERC .And. lEnvio)  .And. !LITEM;;;;;;;;;
;900040;360;1;44;;;;;2;;;((Left(cLinTXT,5) == '00360' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00360' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900050;360;1;44;;;;;2;;;((Left(cLinTXT,5) == '00360' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00360' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900040;361;1;60;;1361;;;2;;;(( PlsPtuGet('CD_TRANS') == '00361' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00361' .And. LINTERC .And. lEnvio))  .And. !LITEM;;;;;;;;;
;900050;361;1;72;;1361;;;2;;;(( PlsPtuGet('CD_TRANS') == '00361' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00361' .And. LINTERC .And. lEnvio))  .And. !LITEM;;;;;;;;;
;900000;401;1;359;;1401;;;2;;;( ( PlsPtuGet('CD_TRANS') == '00500' .Or. PlsPtuGet('CD_TRANS') == '00505') .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00401' .And. LINTERC .And. lEnvio)  .And. !LITEM;;;;;;;;;
;900040;404;1;60;;1404;;;2;;;((( Left(cLinTXT,5) == '00404' ) .And. lEnvio .And. !LINTERC) .Or. ( ( PlsPtuGet('CD_TRANS') == '00404'  )  .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900050;404;1;63;;1404;;;2;;;((( Left(cLinTXT,5) == '00404' ) .And. lEnvio .And. !LINTERC) .Or. ( ( PlsPtuGet('CD_TRANS') == '00404'  )  .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900000;405;1;471;;1405;;;2;;;(Left(cLinTXT,5) == '00405' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00405' .And. lRetorno .And. LINTERC) .And. !LITEM;;;;;;;;;
;900040;412;1;100;;;;;2;;;(Left(cLinTXT,5)  == '00412' .And. lEnvio .AND. !LINTERC) .Or. (PLSPTUGET('CD_TRANS') == '00412' .And. lRetorno .And. LINTERC);;;;;;;;;
;900050;412;1;100;;;;;2;;;(Left(cLinTXT,5)  == '00412' .And. lEnvio .AND. !LINTERC) .Or. (PLSPTUGET('CD_TRANS') == '00412' .And. lRetorno .And. LINTERC);;;;;;;;;
;900040;413;1;56;;IT413;;;2;;;(( PlsPtuGet('CD_TRANS') == '00413' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00413' .And. LINTERC .And. lEnvio))  .And. !LITEM;;;;;;;;;
;900050;413;1;59;;IT413;;;2;;;(( PlsPtuGet('CD_TRANS') == '00413' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00413' .And. LINTERC .And. lEnvio))  .And. !LITEM;;;;;;;;;
;900040;418;1;128;;;;;2;;;((Left(cLinTXT,5) == '00418' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00418' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900050;418;1;128;;;;;2;;;((Left(cLinTXT,5) == '00418' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00418' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900040;419;1;56;;IT419;;;2;;;(( PlsPtuGet('CD_TRANS') == '00419' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00419' .And. LINTERC .And. lEnvio))  .And. !LITEM;;;;;;;;;
;900050;419;1;59;;IT419;;;2;;;(( PlsPtuGet('CD_TRANS') == '00419' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00419' .And. LINTERC .And. lEnvio))  .And. !LITEM;;;;;;;;;
;900040;430;1;40;;;;;2;;;((Left(cLinTXT,5) == '00430' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00430' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900050;430;1;40;;;;;2;;;((Left(cLinTXT,5) == '00430' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00430' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900040;431;1;155;;;;;2;;;PlsPtuGet('CD_TRANS') == '00431' .And.  lRetorno .And. !LINTERC .And. !LITEM;;;;;;;;;
;900050;431;1;155;;;;;2;;;PlsPtuGet('CD_TRANS') == '00431' .And.  lRetorno .And. !LINTERC .And. !LITEM;;;;;;;;;
;900000;500;1;904;;1500;;;2;;;(Left(cLinTXT,5) == '00500' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00500' .And. lRetorno .And. LINTERC) .And. !LITEM;;;;;;;;;
;900040;501;1;104;;1501;;;2;;;(((PlsPtuGet('CD_TRANS') == '00600' .Or. PlsPtuGet('CD_TRANS') == '00605') .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00501' .And. LINTERC .And. lEnvio)) .And. !LITEM;;;;;;;;;
;900050;501;1;116;;1501;;;2;;;(((PlsPtuGet('CD_TRANS') == '00600' .Or. PlsPtuGet('CD_TRANS') == '00605') .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00501' .And. LINTERC .And. lEnvio)) .And. !LITEM;;;;;;;;;
;900000;505;1;610;;1505;;;2;;;(Left(cLinTXT,5) == '00505' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00505' .And. lRetorno .And. LINTERC) .And. !LITEM;;;;;;;;;
;900000;506;1;648;;1506;;;2;;;(Left(cLinTXT,5) == '00506' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00506' .And. lRetorno .And. LINTERC) .And. !LITEM;;;;;;;;;
;900000;507;1;351;;1507;;;2;;;( PlsPtuGet('CD_TRANS') == '00507' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00507' .And. LINTERC .And. lEnvio)  .And. !LITEM;;;;;;;;;
;900040;600;1;133;;1600;;;2;;;((Left(cLinTXT,5) == '00600' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00600' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900050;600;1;312;;1600;;;2;;;((Left(cLinTXT,5) == '00600' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00600' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900040;605;1;94;;1605;;;2;;;((Left(cLinTXT,5) == '00605' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00605' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900050;605;1;243;;1605;;;2;;;((Left(cLinTXT,5) == '00605' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00605' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900040;606;1;215;;1606;;;2;;;((Left(cLinTXT,5) == '00606' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00606' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900040;607;1;93;;1607;;;2;;;(( PlsPtuGet('CD_TRANS') == '00607' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00607' .And. LINTERC .And. lEnvio)) .And. !LITEM;;;;;;;;;
;900050;700;1;42;;;;;2;;;(Left(cLinTXT,5)  == '00700' .And. lEnvio .AND. !LINTERC) .Or. (PLSPTUGET('CD_TRANS') == '00700' .And. lRetorno .And. LINTERC);;;;;;;;;
;900050;804;1;76;;1804;;;2;;;((( Left(cLinTXT,5) == '00804' ) .And. lEnvio .And. !LINTERC) .Or. ( ( PlsPtuGet('CD_TRANS') == '00804'  )  .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900050;806;1;218;;1806;;;2;;;((Left(cLinTXT,5) == '00806' .And. lEnvio .And. !LINTERC) .Or. (PLSPTUGET('CD_TRANS')=='00806' .And. lRetorno .And. LINTERC)) .And. !LITEM;;;;;;;;;
;900050;807;1;100;;1807;;;2;;;(( PlsPtuGet('CD_TRANS') == '00807' .And.  lRetorno .And. !LINTERC) .Or. ( Left(cLinTXT,5)  == '00807' .And. LINTERC .And. lEnvio)) .And. !LITEM;;;;;;;;;
;900000;1304;1;120;;;;;2;;;LITEM .AND. CREGORI=='00304';;;;;;;;;
;900000;1313;1;262;;;;;2;;;LITEM .AND. CREGORI=='00313';;;;;;;;;
;900000;1319;1;57;;;;;2;;;LITEM .AND. CREGORI=='00319';;;;;;;;;
;900040;1361;1;999;;IT361;;;2;;;LITEM .AND. CREGORI=='00361';;;;;;;;;
;900050;1361;1;999;;IT361;;;2;;;LITEM .AND. CREGORI=='00361';;;;;;;;;
;900000;1401;1;120;;;;;2;;;LITEM .AND. CREGORI=='00401';;;;;;;;;
;900040;1404;1;999;;IT404;;;2;;;LITEM .AND. CREGORI=='00404';;;;;;;;;
;900050;1404;1;999;;IT404;;;2;;;LITEM .AND. CREGORI=='00404';;;;;;;;;
;900000;1405;1;113;;;;;2;;;LITEM .AND. CREGORI=='00405';;;;;;;;;
;900000;1500;1;113;;;;;2;;;LITEM .AND. CREGORI=='00500';;;;;;;;;
;900040;1501;1;999;;IT501;;;2;;;LITEM .AND. CREGORI=='00501';;;;;;;;;
;900050;1501;1;999;;IT501;;;2;;;LITEM .AND. CREGORI=='00501';;;;;;;;;
;900000;1505;1;113;;;;;2;;;LITEM .AND. CREGORI=='00505';;;;;;;;;
;900000;1506;1;99;;;;;2;;;LITEM .AND. CREGORI=='00506';;;;;;;;;
;900000;1507;1;40;;;;;2;;;LITEM .AND. CREGORI=='00507';;;;;;;;;
;900040;1600;1;999;;2600;;;2;;;LITEM .AND. CREGORI=='00600';;;;;;;;;
;900050;1600;1;999;;2600;;;2;;;LITEM .AND. CREGORI=='00600';;;;;;;;;
;900040;1605;1;999;;2605;;;2;;;LITEM .AND. CREGORI=='00605';;;;;;;;;
;900050;1605;1;999;;2605;;;2;;;LITEM .AND. CREGORI=='00605';;;;;;;;;
;900040;1606;1;999;;2606;;;2;;;LITEM .AND. CREGORI=='00606';;;;;;;;;
;900040;1607;1;999;;IT607;;;2;;;LITEM .AND. CREGORI=='00607';;;;;;;;;
;900050;1804;1;999;;IT804;;;2;;;LITEM .AND. CREGORI=='00804';;;;;;;;;
;900050;1806;1;999;;2806;;;2;;;LITEM .AND. CREGORI=='00806';;;;;;;;;
;900050;1807;1;999;;IT807;;;2;;;LITEM .AND. CREGORI=='00807';;;;;;;;;
;900000;2313;1;59;;;;;2;;;PlsPtuGet('CD_TRANS') == '02313' .And. !lEnvio .And. lRetorno;;;;;;;;;
;900000;2319;1;56;;;;;2;;;PlsPtuGet('CD_TRANS') == '02319' .And. !lEnvio .And. lRetorno;;;;;;;;;
;900040;2361;1;63;;;;;2;;;PlsPtuGet('CD_TRANS') == '02361' .And. !lEnvio .And. lRetorno;;;;;;;;;
;900040;2413;1;59;;;;;2;;;PlsPtuGet('CD_TRANS') == '02413' .And. !lEnvio .And. lRetorno;;;;;;;;;
;900050;2413;1;62;;;;;2;;;PlsPtuGet('CD_TRANS') == '02413' .And. !lEnvio .And. lRetorno;;;;;;;;;
;900040;2419;1;59;;;;;2;;;PlsPtuGet('CD_TRANS') == '02419' .And. !lEnvio .And. lRetorno;;;;;;;;;
;900050;2419;1;62;;;;;2;;;PlsPtuGet('CD_TRANS') == '02419' .And. !lEnvio .And. lRetorno;;;;;;;;;
;900040;2600;1;999;;3600;;;2;;;LITEM .AND. CREGORI=='01600';;;;;;;;;
;900050;2600;1;999;;3600;;;2;;;LITEM .AND. CREGORI=='01600';;;;;;;;;
;900040;2605;1;999;;IT605;;;2;;;LITEM .AND. CREGORI=='01605';;;;;;;;;
;900050;2605;1;999;;3605;;;2;;;LITEM .AND. CREGORI=='01605';;;;;;;;;
;900040;2606;1;999;;IT606;;;2;;;LITEM .AND. CREGORI=='01606';;;;;;;;;
;900050;2806;1;999;;IT806;;;2;;;LITEM .AND. CREGORI=='01806';;;;;;;;;
;900040;3600;1;999;;IT600;;;2;;;LITEM .AND. CREGORI=='02600';;;;;;;;;
;900050;3600;1;999;;IT600;;;2;;;LITEM .AND. CREGORI=='02600';;;;;;;;;
;900050;3605;1;999;;IT605;;;2;;;LITEM .AND. CREGORI=='02605';;;;;;;;;
;900050;4600;1;999;;5600;;;2;;;LITEM .AND. CREGORI=='IT600' .And. lAnexo;;;;;;;;;
;900050;4605;1;999;;5605;;;2;;;LITEM .AND. CREGORI=='IT605' .And. lAnexo;;;;;;;;;
;900050;5600;1;999;;6600;;;2;;;LITEM .AND. CREGORI=='04600' .And. lAnexo;;;;;;;;;
;900050;5605;1;999;;6605;;;2;;;LITEM .AND. CREGORI=='04605' .And. lAnexo;;;;;;;;;
;900050;6600;1;999;;7600;;;2;;;LITEM .AND. CREGORI=='05600' .And. lAnexo;;;;;;;;;
;900050;6605;1;999;;7605;;;2;;;LITEM .AND. CREGORI=='05605' .And. lAnexo;;;;;;;;;
;900050;7600;1;999;;8600;;;2;;;LITEM .AND. CREGORI=='06600' .And. lAnexo;;;;;;;;;
;900050;7605;1;999;;8605;;;2;;;LITEM .AND. CREGORI=='06605' .And. lAnexo;;;;;;;;;
;900050;8600;1;999;;9600;;;2;;;LITEM .AND. CREGORI=='07600' .And. lAnexo;;;;;;;;;
;900050;8605;1;999;;9605;;;2;;;LITEM .AND. CREGORI=='07605' .And. lAnexo;;;;;;;;;
;900050;9600;1;999;;10600;;;2;;;LITEM .AND. CREGORI=='08600' .And. lAnexo;;;;;;;;;
;900050;9605;1;999;;10605;;;2;;;LITEM .AND. CREGORI=='08605' .And. lAnexo;;;;;;;;;
;900050;10600;1;999;;11600;;;2;;;LITEM .AND. CREGORI=='09600' .And. lAnexo;;;;;;;;;
;900050;10605;1;999;;11605;;;2;;;LITEM .AND. CREGORI=='09605' .And. lAnexo;;;;;;;;;
;900050;11600;1;999;;12600;;;2;;;LITEM .AND. CREGORI=='10600' .And. lAnexo;;;;;;;;;
;900050;11605;1;999;;12605;;;2;;;LITEM .AND. CREGORI=='10605' .And. lAnexo;;;;;;;;;
;900050;12600;1;999;;13600;;;2;;;LITEM .AND. CREGORI=='11600' .And. lAnexo;;;;;;;;;
;900050;12605;1;999;;13605;;;2;;;LITEM .AND. CREGORI=='11605' .And. lAnexo;;;;;;;;;
;900050;13600;1;999;;QM600;;;2;;;LITEM .AND. CREGORI=='12600' .And. lAnexo;;;;;;;;;
;900050;13605;1;999;;QM605;;;2;;;LITEM .AND. CREGORI=='12605' .And. lAnexo;;;;;;;;;
;6;ABRA01;1;150;;;;;2;;;;;;;;;;;;
;6;ABRA02;1;150;;ABRA03;;PL1;2;;;PL1->( !EOF() );U_ABR07('BD5', PL1->R_E_C_N_O_);;;;ABRA04;;;;
;6;ABRA03;1;150;;;;BD7;1;1;XFILIAL('BD7')+BD5->BD5_CODOPE+BD5->BD5_CODLDP+BD5->BD5_CODPEG+BD5->BD5_NUMERO+BD5->BD5_ORIMOV;BD7->BD7_FILIAL==XFILIAL('BD7').AND.BD7->BD7_CODOPE==BD5->BD5_CODOPE.AND.BD7->BD7_CODLDP==BD5->BD5_CODLDP.AND.BD7->BD7_CODPEG==BD5->BD5_CODPEG.AND.BD7->BD7_NUMERO==BD5->BD5_NUMERO.AND.BD7->BD7_ORIMOV==BD5->BD5_ORIMOV;U_ABR03('BD6', 1, XFILIAL('BD6')+BD7->BD7_CODOPE+BD7->BD7_CODLDP+BD7->BD7_CODPEG+BD7->BD7_NUMERO+BD7->BD7_ORIMOV+BD7->BD7_SEQUEN);;;;;;;;
;6;ABRA04;1;150;;;;;2;;;;;;;;;;;;
;6;ABRA05;1;150;;ABRA06;;PL2;2;;;PL2->( !EOF() );U_ABR07('BE4', PL2->R_E_C_N_O_);;;;ABRA07;;;;
;6;ABRA06;1;150;;;;BD7;1;1;XFILIAL('BD7')+BE4->BE4_CODOPE+BE4->BE4_CODLDP+BE4->BE4_CODPEG+BE4->BE4_NUMERO+BE4->BE4_ORIMOV;BD7->BD7_FILIAL==XFILIAL('BD7').AND.BD7->BD7_CODOPE==BE4->BE4_CODOPE.AND.BD7->BD7_CODLDP==BE4->BE4_CODLDP.AND.BD7->BD7_CODPEG==BE4->BE4_CODPEG.AND.BD7->BD7_NUMERO==BE4->BE4_NUMERO.AND.BD7->BD7_ORIMOV==BE4->BE4_ORIMOV;U_ABR03('BD6', 1, XFILIAL('BD6')+BD7->BD7_CODOPE+BD7->BD7_CODLDP+BD7->BD7_CODPEG+BD7->BD7_NUMERO+BD7->BD7_ORIMOV+BD7->BD7_SEQUEN);;;;;;;;
;6;ABRA07;1;150;;;;;2;;;;;;;;;;;;
;6;ABRA08;1;150;;;;;2;;;;;;;;;;;;
;6;ABRA09;1;150;;;;;2;;;;;;;;;;;;
;800001;BOTU;1;206;;;;;2;;;substr(cLinTXT,11,3) == 'UNI';;;;;;;;;
;800001;BOTUR1;1;;;;;;2;;;PlsPosGet('CODRES')=='00';;"PlsPosGet(""""""""ARQUIV"""""""")";;;;;;;
;800001;BOTUR2;1;;;;;;2;;;PlsPosGet('CODRES')=='01';;"PlsPosGet(""""""""ARQUIV"""""""")";;;;;;;
;800002;CADR10;1;;;CADSR1;;;2;;;(PlsPosGet('CODRES' )$'00_90') .and. lRetorno .and. !lItem;;"PlsPosGet(""""""""ARQUIV"""""""")";;;;;;;
;800002;CADR20;1;;;CADSR2;;;2;;;PlsPosGet('CODRES' )=='01' .and. lRetorno .and. !lItem;;"PlsPosGet(""""""""ARQUIV"""""""")";;;;;;;
;800002;CADRF2;1;;;;;;2;;;(PlsPosGet('CODRES' )=='90') .and. lRetorno .and. !lItem;;;;;;;;;
;800002;CADRFI;1;;;;;;2;;;(PlsPosGet('CODRES' )$'01_00') .and. lRetorno .and. !lItem;;;;;;;;;
;800002;CADS0;1;10;;CADS1;;;2;;;Upper(SubStr(cLinTxt,1,10))=='RETORNO.TX' .and. lEnvio;;;;;;;;;
;800002;CADS1;1;202;;;;;2;;;substr(cLinTXT,01,3) == 'UNI' .and. lEnvio;;;;;;;;;
;800002;CADSR1;1;;;;;;2;;;PlsPosGet('CODRES')=='00' .and. lRetorno .and. LITEM;;;;;;;;;
;800002;CADSR2;1;;;;;;2;;;PlsPosGet('CODRES')=='01' .and. lRetorno .and. LITEM;;;;;;;;;
;9;CON001;1;98;;;;BD6;1;9;XFILIAL('BD6')+MV_PAR01+MV_PAR02+MV_PAR03+MV_PAR04;BD6->BD6_FILIAL==XFILIAL('BD6') .AND. BD6->BD6_OPEUSR==MV_PAR01 .AND. BD6->BD6_CODEMP==MV_PAR02 .AND. BD6->BD6_ANOPAG==MV_PAR03 .AND. BD6->BD6_MESPAG==MV_PAR04;BD6->BD6_FASE==STR(MV_PAR05,1) .AND. BD6->BD6_SITUAC==STR(MV_PAR06,1) .AND.  SUBSTR(BD6->BD6_CODPRO,1,LEN(ALLTRIM(MV_PAR07)))>=ALLTRIM(MV_PAR07) .AND.  SUBSTR(BD6->BD6_CODPRO,1,LEN(ALLTRIM(MV_PAR08)))<=ALLTRIM(MV_PAR08);;;;;;;;
;4;DSC02;1;128;1;;;PL1;2;;;PL1->( !EOF() );U_CESP01(PL1->R_E_C_N_O_);;;;;;;;
;4;DSC03;1;128;2;;;;2;;;;;;;;;;;;
;3;DSI01;1;128;1;;;PL1;2;;;PL1->( !EOF() );U_CESP02(PL1->R_E_C_N_O_);;;;;;;;
;3;DSI02;1;128;2;;;;2;;;;;;;;;;;;
;5;DSP01;1;128;1;;;PL1;2;;;PL1->( !EOF() );U_CESP01(PL1->R_E_C_N_O_);;;;;;;;
;5;DSP02;1;128;2;;;;2;;;;;;;;;;;;
;2;EMP020;1;326;;;;PL1;2;;;PL1->( !EOF() );U_ASU02(PL1->R_E_C_N_O_);;;;;;;;
;10;IDUSU1;1;220;1;;;BA1;1;2;BA1_FILIAL + BA1_CODINT + BA1_CODEMP + BA1_MATRIC + BA1_TIPREG + BA1_DIGITO;;;;;;;;;;
;900040;IT361;1;120;;;;;2;;;LITEM .AND. CREGORI=='01361';;;;;;;;;
;900050;IT361;1;620;;;;;2;;;LITEM .AND. CREGORI=='01361';;;;;;;;;
;900040;IT404;1;120;;;;;2;;;LITEM .AND. CREGORI=='01404';;;;;;;;;
;900050;IT404;1;620;;;;;2;;;LITEM .AND. CREGORI=='01404';;;;;;;;;
;900040;IT413;1;262;;;;;2;;;LITEM .AND. CREGORI=='00413';;;;;;;;;
;900050;IT413;1;267;;;;;2;;;LITEM .AND. CREGORI=='00413';;;;;;;;;
;900040;IT419;1;57;;;;;2;;;LITEM .AND. CREGORI=='00419';;;;;;;;;
;900050;IT419;1;57;;;;;2;;;LITEM .AND. CREGORI=='00419';;;;;;;;;
;900040;IT501;1;120;;;;;2;;;LITEM .AND. CREGORI=='01501';;;;;;;;;
;900050;IT501;1;620;;;;;2;;;LITEM .AND. CREGORI=='01501';;;;;;;;;
;900040;IT600;1;113;;;;;2;;;LITEM .AND. CREGORI=='03600';;;;;;;;;
;900050;IT600;1;217;;4600;;;2;;;LITEM .AND. CREGORI=='03600';;;;;;;;;
;900040;IT605;1;113;;;;;2;;;LITEM .AND. CREGORI=='02605';;;;;;;;;
;900050;IT605;1;217;;4605;;;2;;;LITEM .AND. CREGORI=='03605';;;;;;;;;
;900040;IT606;1;99;;;;;2;;;LITEM .AND. CREGORI=='02606';;;;;;;;;
;900040;IT607;1;40;;;;;2;;;LITEM .AND. CREGORI=='01607';;;;;;;;;
;900050;IT804;1;620;;;;;2;;;LITEM .AND. CREGORI=='01804';;;;;;;;;
;900050;IT806;1;99;;;;;2;;;LITEM .AND. CREGORI=='02806';;;;;;;;;
;900050;IT807;1;540;;;;;2;;;LITEM .AND. CREGORI=='01807';;;;;;;;;
;7;PAMS01;1;80;;;;;2;;;;;;;;;;;;
;7;PAMS02;1;80;;PAMS03;;BD5;2;;;BD5->( !EOF() );;;;;;;;;
