FJN_COD;FJN_NOME;FJN_AGENCI;FJN_NOMAGE;FJN_END;FJN_MUN;FJN_PROV;FJN_POSTAL;FJN_BLOCK
7;BANCO DE GALICIA;346;TIERRA DEL FUEGO;SAN MARTIN 1506;TIERRA DEL FUEGO;TF;9410;1
7;BANCO DE GALICIA;347;TIERRA DEL FUEGO;AV. JOSE DE SAN MARTIN 158;TIERRA DEL FUEGO;TF;9420;1
8;BANESTO BANCO SHAW S.A.;21;ROSARIO;;;SF;2000;1
10;LLOYDS BANK S.A.;14;SUC.PANAMERICANA;;;BA;1000;1
10;LLOYDS BANK S.A.;29;AV. ROLON 233 - BOULOGNE;;;BA;1000;1
10;LLOYDS BANK S.A.;0;CAPITAL FEDERAL;;;CF;1000;1
10;LLOYDS BANK S.A.;11;SUC. ALMAGRO;;;CF;1000;1
10;LLOYDS BANK S.A.;12;AV. CALLAO 273 (CAPITAL FEDERAL);;;CF;1000;1
10;LLOYDS BANK S.A.;15;BARRACAS;;;CF;1000;1
10;LLOYDS BANK S.A.;17;SUCURSAL CALLE TUCUMAN;;;CF;1000;1
10;LLOYDS BANK S.A.;23;BARRIO NORTE (C.F.);;;CF;1000;1
10;LLOYDS BANK S.A.;24;CALLE FLORIDA;;;CF;1000;1
10;LLOYDS BANK S.A.;37;FLORES;;;CF;1000;1
10;LLOYDS BANK S.A.;42;BUENOS AIRES;;;CF;1000;1
10;LLOYDS BANK S.A.;18;OLLEROS 1712 - CAP. FED.;;;CF;1086;1
10;LLOYDS BANK S.A.;21;BUENOS AIRES;;;CF;1086;1
10;LLOYDS BANK S.A.;22;AV.CABILDO 1002-CAP.FED. SUC.PALPA;;;CF;1408;1
10;LLOYDS BANK S.A.;26;SAN ISIDRO;;;BA;1642;1
10;LLOYDS BANK S.A.;32;SUC. SAN MARTIN;;;BA;1650;1
10;LLOYDS BANK S.A.;33;SUC. RAMOS MEJIA;;;BA;1704;1
10;LLOYDS BANK S.A.;30;L. ZAMORA;;;BA;1832;1
10;LLOYDS BANK S.A.;45;SUC.ADROGUE;;;BA;1846;1
10;LLOYDS BANK S.A.;25;LAVALLE Y HUMBERTO 1 (QUILMES);;;BA;1878;1
10;LLOYDS BANK S.A.;31;QUILMES;;;BA;1878;1
10;LLOYDS BANK S.A.;39;SUC.LA PLATA;;;BA;1900;1
10;LLOYDS BANK S.A.;54;ROSARIO;;;SF;2000;1
10;LLOYDS BANK S.A.;60;ROSARIO;;;SF;2000;1
10;LLOYDS BANK S.A.;59;SAN FRANCISCO;;;SF;2400;1
10;LLOYDS BANK S.A.;61;SANTA FE;;;SF;3000;1
10;LLOYDS BANK S.A.;63;TUCUMAN;;;TU;4000;1
10;LLOYDS BANK S.A.;58;SALTA;;;SA;4400;1
10;LLOYDS BANK S.A.;50;CORDOBA;;;CO;5000;1
10;LLOYDS BANK S.A.;55;CORDODA;;;CO;5000;1
10;LLOYDS BANK S.A.;64;SAN JUAN;;;SJ;5400;1
10;LLOYDS BANK S.A.;52;MENDOZA;;;ME;5500;1
10;LLOYDS BANK S.A.;49;SUCURSAL RIO CUARTO;;;CO;5800;1
10;LLOYDS BANK S.A.;66;VILLA MARIA;;;CO;5900;1
10;LLOYDS BANK S.A.;57;SUC.TRES ARROYOS;;;BA;7500;1
10;LLOYDS BANK S.A.;51;MAR DEL PLATA;;;BA;7600;1
10;LLOYDS BANK S.A.;46;BAHIA BLANCA;;;BA;8000;1
10;LLOYDS BANK S.A.;111;PIGUE;;;BA;8170;1
10;LLOYDS BANK S.A.;47;C. RIVADAVIA;;;SC;9000;1
10;LLOYDS BANK S.A.;56;AGENCIA FONTANA TRELEW;;;CB;9100;1
10;LLOYDS BANK S.A.;53;SUC. RIO GALLEGOS;;;SC;9400;1
11;BANCO NACION ARGENTINA;51;VILLA BALLESTER;;;BA;1000;1
11;BANCO NACION ARGENTINA;95;NUEVA POMPEYA;LUPPI 1086;CAP FEDERAL;CF;1000;1
11;BANCO NACION ARGENTINA;387;BCO. NACION;AV.SANTAMARINA 402;ORIENTE;BA;1000;1
11;BANCO NACION ARGENTINA;654;BANCO NACION;AVDA.SANTA FE 927;CAPITAL FEDERAL;CF;1000;1
11;BANCO NACION ARGENTINA;1;AV.CORRIENTES 3302 - CAP.FED. - BS.AS.;;;CF;1000;1
11;BANCO NACION ARGENTINA;4;BUENOS AIRES;;;CF;1000;1
11;BANCO NACION ARGENTINA;5;CAPITAL FEDERAL;;;CF;1000;1
11;BANCO NACION ARGENTINA;5;BUENOIS AIRES;AV M OCA 1599;BUENOS AIRES;CF;1000;1
11;BANCO NACION ARGENTINA;7;BOCA DEL RIACHUELO;AV. ALTE. BROWN 1101;CAPITAL FEDERAL;CF;1000;1
11;BANCO NACION ARGENTINA;8;AV. INDEPENDENCIA 3599 (CAPITAL FEDERAL);;;CF;1000;1
11;BANCO NACION ARGENTINA;9;SUC. CABALLITO;;;CF;1000;1
11;BANCO NACION ARGENTINA;10;SUC.CARLOS CALVO;;;CF;1000;1
11;BANCO NACION ARGENTINA;11;BUENOS AIRES;;;CF;1000;1
11;BANCO NACION ARGENTINA;12;CALLAO 101 (CAPITAL FEDERAL);;;CF;1000;1
11;BANCO NACION ARGENTINA;13;AV. RIVADAVIA 7000 - CAP. FED.;;;CF;1000;1
11;BANCO NACION ARGENTINA;14;AV.RIVADAVIA 8699 - CAP.FED.;;;CF;1000;1
11;BANCO NACION ARGENTINA;15;BUENOS AIRES;;;CF;1000;1
11;BANCO NACION ARGENTINA;18;AV. SANTA FE 4162;;;CF;1000;1
11;BANCO NACION ARGENTINA;21;BUENOS AIRES;;;CF;1000;1
11;BANCO NACION ARGENTINA;22;SUC. SAAVEDRA;;;CF;1000;1
11;BANCO NACION ARGENTINA;23;SUC.VILLA CRESPO;;;CF;1000;1
11;BANCO NACION ARGENTINA;24;BUENOS AIRES;;;CF;1000;1
11;BANCO NACION ARGENTINA;25;SUC.TRIBUNALES;;;CF;1000;1
11;BANCO NACION ARGENTINA;26;BUENOS AIRES;;;CF;1000;1
11;BANCO NACION ARGENTINA;47;SUC.LINIERS;;;CF;1000;1
11;BANCO NACION ARGENTINA;48;BUENOS AIRES;;;CF;1000;1
11;BANCO NACION ARGENTINA;62;SUC.AV. GAONA;;;CF;1000;1
11;BANCO NACION ARGENTINA;80;AV. LA PLATA;;;CF;1000;1
11;BANCO NACION ARGENTINA;101;BUENOS AIRES;;;CF;1000;1
11;BANCO NACION ARGENTINA;581;BUENOS AIRES;;;CF;1000;1
11;BANCO NACION ARGENTINA;619;SUC WARNES;;;CF;1000;1
11;BANCO NACION ARGENTINA;627;BUENOS AIRES;;;CF;1000;1
11;BANCO NACION ARGENTINA;655;CHARLONE 1798 1 C (CAPITAL FEDERAL);;;CF;1000;1
11;BANCO NACION ARGENTINA;691;AV. LOPE DE VEGA 1677 - CAPITAL FEDERAL;;;CF;1000;1
11;BANCO NACION ARGENTINA;158;BELEN;BELGRANO Y LAVALLE;BELEN;LP;1000;1
11;BANCO NACION ARGENTINA;3;TINOGASTA;;;LR;1000;1
11;BANCO NACION ARGENTINA;554;VILLA CA•AS;;;SF;1000;1
11;BANCO NACION ARGENTINA;617;SUC.CUENCA;;;CF;1000;1
11;BANCO NACION ARGENTINA;623;AV. MARTIN GARCIA 878;;;CF;1000;1
11;BANCO NACION ARGENTINA;599;SUC.PLAZA DE MAYO;;CAPITAL FEDERAL;CF;1036;1
11;BANCO NACION ARGENTINA;237;DAIREAUX;AV ROCA 199;DAIREAUX;BA;1086;1
11;BANCO NACION ARGENTINA;377;N OLIVERA;22 ESQ 29;N. OLIVERA;BA;1086;1
11;BANCO NACION ARGENTINA;714;LA PLATA;CALLE 57 N.831;LA PLATA;BA;1086;1
11;BANCO NACION ARGENTINA;16;BUENOS AIRES;;;CF;1086;1
11;BANCO NACION ARGENTINA;19;BUENOS AIRES;AV. CASEROS 2902;CAPITAL FEDERAL;CF;1086;1
11;BANCO NACION ARGENTINA;20;CAPITAL FEDERAL;AV. SAN MARTIN 2402;CAPITAL FEDRAL;CF;1086;1
11;BANCO NACION ARGENTINA;624;CAPITAL FEDERAL;AV. RIVADAVIA 10249;CAPITAL FEDERAL;CF;1086;1
11;BANCO NACION ARGENTINA;639;MONROE 3640;;;CF;1086;1
11;BANCO NACION ARGENTINA;652;CAP. FED.;;;CF;1086;1
11;BANCO NACION ARGENTINA;662;CAPITAL FEDERAL;;;CF;1086;1
11;BANCO NACION ARGENTINA;669;CAPITAL FEDERAL;AV. LA PLATA 1455;CAPITAL FEDERAL;CF;1086;1
11;BANCO NACION ARGENTINA;2;SUC.ARSENAL;;CAPITAL FEDERAL;CF;1133;1
11;BANCO NACION ARGENTINA;98;BUENOS AIRES;;;CF;1416;1
11;BANCO NACION ARGENTINA;69;NACION ARGENTINA;LUIS M. CAMPOS 813;BUENOS AIRES;CF;1426;1
11;BANCO NACION ARGENTINA;577;BUENOS AIRES;;;CF;1426;1
11;BANCO NACION ARGENTINA;93;BUENOS AIRES;;CAPITAL FEDERAL;CF;1431;1
11;BANCO NACION ARGENTINA;17;NUEVA CHICAGO;;;CF;1440;1
11;BANCO NACION ARGENTINA;723;ADROGUE;E. ADROGUE 1052/58;ADROGUE;BA;1603;1
11;BANCO NACION ARGENTINA;97;MUNRO;;;BA;1605;1
11;BANCO NACION ARGENTINA;696;CARAPACHAY;;;BA;1605;1
11;BANCO NACION ARGENTINA;79;BOULOGNE;;;BA;1609;1
11;BANCO NACION ARGENTINA;620;VIRREYES;;;BA;1609;1
11;BANCO NACION ARGENTINA;621;GRAND BOURG;;;BA;1615;1
11;BANCO NACION ARGENTINA;615;BOULOGNE SUR MER 135 - GRAL.PACHECO;;;BA;1617;1
11;BANCO NACION ARGENTINA;613;MITRE 638 - BELEN DE ESCOBAR - BS. AS.;;;BA;1625;1
11;BANCO NACION ARGENTINA;83;PILAR;;;BA;1629;1
11;BANCO NACION ARGENTINA;36;AV. MAIPU 2499 (OLIVOS - BS.AS.);;;BA;1636;1
11;BANCO NACION ARGENTINA;727;VICENTE LOPEZ;;;BA;1638;1
11;BANCO NACION ARGENTINA;67;MARTINEZ;;;BA;1640;1
11;BANCO NACION ARGENTINA;77;BELGRANO 385 (SAN ISIDRO - BS AS);;;BA;1642;1
11;BANCO NACION ARGENTINA;39;SAN FERNANDO;;;BA;1646;1
11;BANCO NACION ARGENTINA;42;TIGRE;;;BA;1648;1
11;BANCO NACION ARGENTINA;40;CALLE 54 NRO.3920 - SAN MARTIN - BS. AS.;;;BA;1650;1
11;BANCO NACION ARGENTINA;44;J.L. SUAREZ;;;BA;1655;1
11;BANCO NACION ARGENTINA;143;V.LOMA HERMOSA;;;BA;1657;1
11;BANCO NACION ARGENTINA;699;SUC.BELLA VISTA;;BELLA VISTA;BA;1661;1
11;BANCO NACION ARGENTINA;41;SAN MIGUEL;;;BA;1663;1
11;BANCO NACION ARGENTINA;92;SUC. JOSE C. PAZ;;;BA;1665;1
11;BANCO NACION ARGENTINA;53;SANTOS LUGARES;;;BA;1676;1
11;BANCO NACION ARGENTINA;56;SANTOS LUGARES;;;BA;1676;1
11;BANCO NACION ARGENTINA;55;CASEROS;;;BA;1678;1
11;BANCO NACION ARGENTINA;72;MARTIN CORONADO;;;BA;1682;1
11;BANCO NACION ARGENTINA;724;HURLINGHAM;;;BA;1686;1
11;BANCO NACION ARGENTINA;35;MORON;;;BA;1708;1
11;BANCO NACION ARGENTINA;50;SUC. MERLO;;;BA;1722;1
11;BANCO NACION ARGENTINA;673;SARMIENTO 2068 Y 25 DE MAYO (MARCOS PAZ);;;BA;1727;1
11;BANCO NACION ARGENTINA;638;MORENO;;;BA;1744;1
11;BANCO NACION ARGENTINA;90;SAN JUSTO;;;BA;1754;1
11;BANCO NACION ARGENTINA;701;PTDO.DE LA MATANZA;RUTA P.21 Y MONS.LOPEZ MAY.;PTDO.DE LA MATANZA;BA;1757;1
11;BANCO NACION ARGENTINA;713;DOCTOR EQUIZA 4482 (GONZALEZ CATAN);;;BA;1759;1
11;BANCO NACION ARGENTINA;622;ROMA 3271 (CASANOVA);;;BA;1765;1
11;BANCO NACION ARGENTINA;73;VILLA MADERO;;;BA;1768;1
11;BANCO NACION ARGENTINA;46;SUC. AEROPUERTO EZEIZA;;;BA;1802;1
11;BANCO NACION ARGENTINA;661;SUC.TRISTAN SUAREZ;;;BA;1806;1
11;BANCO NACION ARGENTINA;180;AV. LIBERTAD 698 (CANUELAS);;;BA;1814;1
11;BANCO NACION ARGENTINA;89;VALENTIN ALSINA;;;BA;1822;1
11;BANCO NACION ARGENTINA;29;LANUS OESTE;;;BA;1824;1
11;BANCO NACION ARGENTINA;61;SUC. LANUES ESTE;;;BA;1824;1
11;BANCO NACION ARGENTINA;94;REM.DE ESCALADA;;;BA;1826;1
11;BANCO NACION ARGENTINA;96;BANFIELD;;;BA;1828;1
11;BANCO NACION ARGENTINA;31;LOMAS DE ZAMORA;;;BA;1832;1
11;BANCO NACION ARGENTINA;695;ANTARTIDA ARGENTINA 1712 (LAVALLOL);;;BA;1836;1
11;BANCO NACION ARGENTINA;34;MONTE GRANDE;;;BA;1842;1
11;BANCO NACION ARGENTINA;614;FENERAL ROCA 869 (BURZACO);;;BA;1852;1
11;BANCO NACION ARGENTINA;27;AV. MITRE 399 (AVELLANEDA);;;BA;1870;1
11;BANCO NACION ARGENTINA;692;AV. MITRE 2727 (AVELLANEDA - BS.AS.);;;BA;1872;1
11;BANCO NACION ARGENTINA;0;SUC.WILDE;;;BA;1875;1
11;BANCO NACION ARGENTINA;52;WILDE;;;BA;1875;1
11;BANCO NACION ARGENTINA;54;R. LOPEZ 596 (QUILMES OESTE);;;BA;1876;1
11;BANCO NACION ARGENTINA;37;SUC.QUILMES ESTE;;;BA;1878;1
11;BANCO NACION ARGENTINA;625;BERAZATEGUI;;;BA;1884;1
11;BANCO NACION ARGENTINA;91;FLORENCIO VARELA;;;BA;1888;1
11;BANCO NACION ARGENTINA;30;LA PLATA;;;BA;1900;1
11;BANCO NACION ARGENTINA;575;LA PLATA;;;BA;1900;1
11;BANCO NACION ARGENTINA;715;AVDA.60-LA PLATA;;;BA;1900;1
11;BANCO NACION ARGENTINA;716;LA PLATA;CALLE 4 N 168.;LA PLATA;BA;1900;1
11;BANCO NACION ARGENTINA;717;TOLOSA;AV. 7 Y 523.;TOLOSA;BA;1900;1
11;BANCO NACION ARGENTINA;542;SUCURSAL VERONICA;;;BA;1917;1
11;BANCO NACION ARGENTINA;28;ENSENADA;;;BA;1925;1
11;BANCO NACION ARGENTINA;60;CNEL. BRANDNSEN;;;BA;1980;1
11;BANCO NACION ARGENTINA;493;SANTA MARIA - CATAMARCA;BME MITRE 489;SANTA MARIA;CA;2000;1
11;BANCO NACION ARGENTINA;453;SUC SALTA;BME MITRE 151;SALTA;SA;2000;1
11;BANCO NACION ARGENTINA;122;ROSARIO;;;SF;2000;1
11;BANCO NACION ARGENTINA;140;ROSARIO;;;SF;2000;1
11;BANCO NACION ARGENTINA;144;ROSARIO;;;SF;2000;1
11;BANCO NACION ARGENTINA;175;ROSARIO;;;SF;2000;1
11;BANCO NACION ARGENTINA;444;ROSARIO;;;SF;2000;1
11;BANCO NACION ARGENTINA;448;ROSARIO;;;SF;2000;1
11;BANCO NACION ARGENTINA;497;STA TERESA;;;SF;2111;1
11;BANCO NACION ARGENTINA;106;ALCORTA;;;SF;2117;1
11;BANCO NACION ARGENTINA;588;V.G. GALVEZ;;;SF;2124;1
11;BANCO NACION ARGENTINA;121;ARROYO SECO;;;SF;2128;1
11;BANCO NACION ARGENTINA;442;ROLDAN;;;SF;2134;1
11;BANCO NACION ARGENTINA;183;CARCARANA;;;SF;2138;1
11;BANCO NACION ARGENTINA;455;SALTO GRANDE;;;SF;2142;1
11;BANCO NACION ARGENTINA;523;TOTORAS;;;SF;2144;1
11;BANCO NACION ARGENTINA;468;CLASON;;;SF;2146;1
11;BANCO NACION ARGENTINA;190;CASILDA;;;SF;2170;1
11;BANCO NACION ARGENTINA;473;SAN JOSE DE LA ESQUINA;;;SF;2185;1
11;BANCO NACION ARGENTINA;477;SAN LORENZO;;;SF;2200;1
11;BANCO NACION ARGENTINA;660;PUERTO GENERAL SAN MARTIN;;;SF;2202;1
11;BANCO NACION ARGENTINA;214;CORONDA;SAN MARTIN YESPA$A;CORONDA;SF;2240;1
11;BANCO NACION ARGENTINA;214;CORONDA;;;SF;2240;1
11;BANCO NACION ARGENTINA;264;GALVEZ;;;SF;2252;1
11;BANCO NACION ARGENTINA;423;RAFAELA;;;SF;2300;1
11;BANCO NACION ARGENTINA;547;VILA;;;SF;2301;1
11;BANCO NACION ARGENTINA;294;HUMBERTO PRIMERO;;;SF;2309;1
11;BANCO NACION ARGENTINA;365;MOISES VILLE;;;SF;2313;1
11;BANCO NACION ARGENTINA;509;SUNCHALES;;;SF;2322;1
11;BANCO NACION ARGENTINA;195;CERES;;;SF;2340;1
11;BANCO NACION ARGENTINA;571;V.TRINIDAD;;;SF;2345;1
11;BANCO NACION ARGENTINA;508;SUARDI;;;SF;2349;1
11;BANCO NACION ARGENTINA;467;SAN FRANCISCO;;;SF;2400;1
11;BANCO NACION ARGENTINA;168;BRINKMANN;;;SF;2419;1
11;BANCO NACION ARGENTINA;373;MORTEROS;;;SF;2421;1
11;BANCO NACION ARGENTINA;250;EL TIO;;;SF;2432;1
11;BANCO NACION ARGENTINA;120;ARROYITO;;;SF;2434;1
11;BANCO NACION ARGENTINA;504;SASTRE;;;SF;2440;1
11;BANCO NACION ARGENTINA;502;SAN VICENTE;;;SF;2447;1
11;BANCO NACION ARGENTINA;733;SAN JORGE;;;SF;2452;1
11;BANCO NACION ARGENTINA;186;ALTE. BROWN 800 (C. PELLEGRINI-SANTA FE);;;SF;2453;1
11;BANCO NACION ARGENTINA;76;C. DE GOMEZ;;;SF;2500;1
11;BANCO NACION ARGENTINA;179;CANADA GOMEZ;;;SF;2500;1
11;BANCO NACION ARGENTINA;671;ARMSTRONG;;;SF;2508;1
11;BANCO NACION ARGENTINA;331;LAS ROSAS;;;SF;2520;1
11;BANCO NACION ARGENTINA;251;EL TREBOL;;;SF;2535;1
11;BANCO NACION ARGENTINA;160;BELL VILLE;;;SF;2550;1
11;BANCO NACION ARGENTINA;385;ORDONEZ;;;SF;2555;1
11;BANCO NACION ARGENTINA;460;CINTRA;;;SF;2559;1
11;BANCO NACION ARGENTINA;378;NOETINGER;;;SF;2563;1
11;BANCO NACION ARGENTINA;349;MARCOS JUAREZ;;;SF;2580;1
11;BANCO NACION ARGENTINA;340;LOS SURGENTES;;;SF;2581;1
11;BANCO NACION ARGENTINA;368;MONTE BUEY;;;SF;2589;1
11;BANCO NACION ARGENTINA;335;LEONES;;;SF;2594;1
11;BANCO NACION ARGENTINA;540;VENADO TUERTO;;;SF;2600;1
11;BANCO NACION ARGENTINA;551;V. CANAS;;;SF;2607;1
11;BANCO NACION ARGENTINA;353;MARIA TERESA;;;SF;2609;1
11;BANCO NACION ARGENTINA;489;SANTI SPIRITU;;;SF;2617;1
11;BANCO NACION ARGENTINA;118;ARIAS;;;SF;2624;1
11;BANCO NACION ARGENTINA;261;FIRMAT;;;SF;2630;1
11;BANCO NACION ARGENTINA;229;CH. LADEADO - CAFERATA;;;SF;2643;1
11;BANCO NACION ARGENTINA;220;C. DE BUSTOS;;;SF;2645;1
11;BANCO NACION ARGENTINA;178;CANALS;;;SF;2650;1
11;BANCO NACION ARGENTINA;301;ISLA VERDE;;;SF;2661;1
11;BANCO NACION ARGENTINA;313;LA CARLOTA;;;SF;2670;1
11;BANCO NACION ARGENTINA;532;UCACHA;;;SF;2677;1
11;BANCO NACION ARGENTINA;391;PASCANAS;;;SF;2679;1
11;BANCO NACION ARGENTINA;107;ALEJANDRO;;;SF;2686;1
11;BANCO NACION ARGENTINA;138;PERGAMINO;;;BA;2700;1
11;BANCO NACION ARGENTINA;397;PERGAMINO;;;BA;2700;1
11;BANCO NACION ARGENTINA;397;PERGAMINO;PICO 534;PERGAMINO3;BA;2700;1
11;BANCO NACION ARGENTINA;441;ROJAS;;;BA;2705;1
11;BANCO NACION ARGENTINA;200;COLON;;;BA;2720;1
11;BANCO NACION ARGENTINA;355;MELINCUE;;;BA;2728;1
11;BANCO NACION ARGENTINA;119;ARRECIFE;;;BA;2740;1
11;BANCO NACION ARGENTINA;454;SALTO;;;BA;2741;1
11;BANCO NACION ARGENTINA;182;RIVADIA 653 (CAPITAN SARMIENTO);;;BA;2752;1
11;BANCO NACION ARGENTINA;459;SAN ANTINIO DE ARECO;;;BA;2760;1
11;BANCO NACION ARGENTINA;43;ZARATE;;;BA;2800;1
11;BANCO NACION ARGENTINA;84;CAMPANA;;;BA;2804;1
11;BANCO NACION ARGENTINA;86;LIMA (BS);;;BA;2806;1
11;BANCO NACION ARGENTINA;698;URCELAY 529 - CAPILLA DEL SENOR - BS.AS.;;;BA;2812;1
11;BANCO NACION ARGENTINA;288;GUALEGUAYCHU;;;ER;2820;1
11;BANCO NACION ARGENTINA;534;URDINARRAIN  A.S.ANTONIO;;;ER;2826;1
11;BANCO NACION ARGENTINA;287;GUALEGUAY;;;ER;2840;1
11;BANCO NACION ARGENTINA;482;SAN NICOLAS;;;BA;2900;1
11;BANCO NACION ARGENTINA;568;VILLA RAMALLO;;;BA;2914;1
11;BANCO NACION ARGENTINA;553;V. CONSTITUCION;;;BA;2919;1
11;BANCO NACION ARGENTINA;483;SAN PEDRO;;;BA;2930;1
11;BANCO NACION ARGENTINA;396;PEREZ MILLAN;;PEREZ MILLAN;BA;2933;1
11;BANCO NACION ARGENTINA;135;BARADERO;;;BA;2942;1
11;BANCO NACION ARGENTINA;491;SANTA FE;;;SF;3000;1
11;BANCO NACION ARGENTINA;651;AVDA A DEL VALLE;A DEL VALLE 6988;SANTA FE;SF;3000;1
11;BANCO NACION ARGENTINA;470;SANJAVIER;;;SF;3005;1
11;BANCO NACION ARGENTINA;462;S.C. CENTRO;;;SF;3013;1
11;BANCO NACION ARGENTINA;501;SANTO TOME;;;SF;3016;1
11;BANCO NACION ARGENTINA;410;PROGRESO;;;SF;3023;1
11;BANCO NACION ARGENTINA;476;SAN JUSTO;;;SF;3040;1
11;BANCO NACION ARGENTINA;283;GOBERNADOR CRESPO;;;ER;3044;1
11;BANCO NACION ARGENTINA;170;CALCHAQUI;;;SF;3050;1
11;BANCO NACION ARGENTINA;522;TOSTADO;;;SF;3060;1
11;BANCO NACION ARGENTINA;134;BANDERA;;;SF;3064;1
11;BANCO NACION ARGENTINA;465;SAN CRISTOBAL;;;SF;3070;1
11;BANCO NACION ARGENTINA;252;ESPERANZA;;;SF;3080;1
11;BANCO NACION ARGENTINA;402;PILAR;;;SF;3085;1
11;BANCO NACION ARGENTINA;390;PARANA;;;ER;3100;1
11;BANCO NACION ARGENTINA;241;DIAMANTE;;;ER;3105;1
11;BANCO NACION ARGENTINA;223;CRESPO;;;ER;3116;1
11;BANCO NACION ARGENTINA;561;V.HERNANDARIAS;;;ER;3127;1
11;BANCO NACION ARGENTINA;351;MARIA GRANDE;;;ER;3133;1
11;BANCO NACION ARGENTINA;165;BOVRIL;;;ER;3142;1
11;BANCO NACION ARGENTINA;379;NOGOYA;;;ER;3150;1
11;BANCO NACION ARGENTINA;544;VICTORIA;;;ER;3153;1
11;BANCO NACION ARGENTINA;341;LUCAS GONZALES;;;ER;3158;1
11;BANCO NACION ARGENTINA;424;RAMIREZ;;;ER;3164;1
11;BANCO NACION ARGENTINA;155;BASAVILBASO;;;ER;3170;1
11;BANCO NACION ARGENTINA;447;ROSARIO DEL TALA;;;ER;3174;1
11;BANCO NACION ARGENTINA;259;FEDERAL;;;ER;3180;1
11;BANCO NACION ARGENTINA;472;SUC.SSAN J. DE FELICIANO;;;ER;3187;1
11;BANCO NACION ARGENTINA;320;LA PAZ;;;ER;3190;1
11;BANCO NACION ARGENTINA;254;ESQUINA;;;ER;3196;1
11;BANCO NACION ARGENTINA;212;SUC.CONCORDIA;;;ER;3200;1
11;BANCO NACION ARGENTINA;258;FEDERACION;;;ER;3206;1
11;BANCO NACION ARGENTINA;487;SAN SALVADOR;;;ER;3218;1
11;BANCO NACION ARGENTINA;370;MTE .CASEROS;;;ER;3220;1
11;BANCO NACION ARGENTINA;228;CHAJARI;;CHAJARI;ER;3228;1
11;BANCO NACION ARGENTINA;392;PASO DE LOS LIBRES;;;ER;3230;1
11;BANCO NACION ARGENTINA;560;VILLAGUAY;;;ER;3240;1
11;BANCO NACION ARGENTINA;211;CONCP. URUGUAY;;;ER;3260;1
11;BANCO NACION ARGENTINA;201;COLON (ENTRE RIOS);;;ER;3280;1
11;BANCO NACION ARGENTINA;407;POSADAS;;;MI;3300;1
11;BANCO NACION ARGENTINA;334;ALEM;;;MI;3315;1
11;BANCO NACION ARGENTINA;284;GDOR. ROCA;;;MI;3324;1
11;BANCO NACION ARGENTINA;730;JARDIN AMERICA;;;MI;3328;1
11;BANCO NACION ARGENTINA;417;P. RICO;;;MI;3334;1
11;BANCO NACION ARGENTINA;500;SANTO TOME;;;MI;3340;1
11;BANCO NACION ARGENTINA;789;SUC VIRASORO;JUAN LAVALLE;CORRIENTES;CR;4342;1
11;BANCO NACION ARGENTINA;112;GRAL. ALVEAR;;;CR;4342;1
11;BANCO NACION ARGENTINA;117;APOSTOLES;;;MI;3350;1
11;BANCO NACION ARGENTINA;764;SAN VICENTE;JUAN D. PERON 910;SAN VICENTE;MI;3356;1
11;BANCO NACION ARGENTINA;469;SUC.SAN JAVIER (MISIONES);;;MI;3357;1
11;BANCO NACION ARGENTINA;382;OBERA;;;MI;3360;1
11;BANCO NACION ARGENTINA;415;IGUAZU;;;MI;3370;1
11;BANCO NACION ARGENTINA;413;P. ESPERANZA;;;MI;3378;1
11;BANCO NACION ARGENTINA;248;EL DORADO;;;MI;3380;1
11;BANCO NACION ARGENTINA;369;MONTECARLO;;;MI;3384;1
11;BANCO NACION ARGENTINA;221;CORRIENTES;;;CR;3400;1
11;BANCO NACION ARGENTINA;479;S.L.DEL PALMAR;;;CR;3403;1
11;BANCO NACION ARGENTINA;276;GENERAL PAZ;;GENERAL PAZ;CR;3407;1
11;BANCO NACION ARGENTINA;451;SALADAS;25 DE MAYO 901;SALADAS;CR;3420;1
11;BANCO NACION ARGENTINA;451;SALADAS;;;CR;3420;1
11;BANCO NACION ARGENTINA;159;BELLA VISTA;;;CR;3432;1
11;BANCO NACION ARGENTINA;492;SANTA LUCIA;;;CR;3440;1
11;BANCO NACION ARGENTINA;286;GOYA;;;CR;3450;1
11;BANCO NACION ARGENTINA;225;CURUZU CUATIA;;;CR;3460;1
11;BANCO NACION ARGENTINA;505;SAUCE;;;CR;3463;1
11;BANCO NACION ARGENTINA;361;MERCEDES;;;CR;3470;1
11;BANCO NACION ARGENTINA;739;SUC AV 25 DE MAYO;AV 25 DE MAYO 1298;RESISTENCIA;CH;3500;1
11;BANCO NACION ARGENTINA;429;RESISTENCIA  25 MAYO  9 DE JU;;;CH;3500;1
11;BANCO NACION ARGENTINA;136;BARRANQUERA;;;CH;3503;1
11;BANCO NACION ARGENTINA;272;GRAL.J. S. MARTIN;;;CH;3509;1
11;BANCO NACION ARGENTINA;329;LA LEONESA;;;CH;3518;1
11;BANCO NACION ARGENTINA;422;QUITILIPI;;;CH;3530;1
11;BANCO NACION ARGENTINA;345;SUC.MACHAGAI;;;CH;3534;1
11;BANCO NACION ARGENTINA;408;PCIA.D.L.PLAZA;;;CH;3536;1
11;BANCO NACION ARGENTINA;548;VILLA ANGELA;;;CH;3540;1
11;BANCO NACION ARGENTINA;496;SANTA SILVINA;;;CH;3541;1
11;BANCO NACION ARGENTINA;550;VILLA BERTHET;;;CH;3545;1
