FJN_COD;FJN_NOME;FJN_AGENCI;FJN_NOMAGE;FJN_END;FJN_MUN;FJN_PROV;FJN_POSTAL;FJN_BLOCK
14;PCIA. BUENOS AIRES;125;SAN MARTIN;;;BA;1650;1
14;PCIA. BUENOS AIRES;51;VA.BALLESTERO;;;BA;1653;1
14;PCIA. BUENOS AIRES;66;JOSE LEON SUAREZ;;;BA;1655;1
14;PCIA. BUENOS AIRES;143;V. L. HERMOSA;;;BA;1657;1
14;PCIA. BUENOS AIRES;65;BELLA VISTA;;;BA;1661;1
14;PCIA. BUENOS AIRES;29;SAN MIGUEL;;;BA;1663;1
14;PCIA. BUENOS AIRES;73;J.C.PAZ;;;BA;1665;1
14;PCIA. BUENOS AIRES;137;TORTUGUITAS;;;BA;1667;1
14;PCIA. BUENOS AIRES;137;TORTUGUITAS;DRAGO 1700;TORTUGUITAS;BA;1667;1
14;PCIA. BUENOS AIRES;175;DEL VISO;;;BA;1667;1
14;PCIA. BUENOS AIRES;74;SUC.VILLA LYNCH;;;BA;1672;1
14;PCIA. BUENOS AIRES;95;SANTOS LUGARES;;;BA;1676;1
14;PCIA. BUENOS AIRES;60;CASEROS;;;BA;1678;1
14;PCIA. BUENOS AIRES;141;VILLA BOSCH;;;BA;1682;1
14;PCIA. BUENOS AIRES;76;EL PALOMAR;;;BA;1684;1
14;PCIA. BUENOS AIRES;77;HURLINGHAM;;;BA;1686;1
14;PCIA. BUENOS AIRES;139;SANTOS TESEI;;;BA;1688;1
14;PCIA. BUENOS AIRES;86;RIVADAVIA 12802 (CIUDADELA);;;BA;1702;1
14;PCIA. BUENOS AIRES;89;JOSE INGENIEROS;;;BA;1702;1
14;PCIA. BUENOS AIRES;43;RAMOS MEJIA;;;BA;1704;1
14;PCIA. BUENOS AIRES;98;HAEDO;;;BA;1706;1
14;PCIA. BUENOS AIRES;99;HAEDO;;;BA;1706;1
14;PCIA. BUENOS AIRES;30;MORON;;;BA;1708;1
14;PCIA. BUENOS AIRES;85;CASTELAR;;;BA;1712;1
14;PCIA. BUENOS AIRES;87;ITUZAINGO;;;BA;1714;1
14;PCIA. BUENOS AIRES;117;LIBERTAD;;;BA;1716;1
14;PCIA. BUENOS AIRES;59;SAN FERNANDO;;;BA;1718;1
14;PCIA. BUENOS AIRES;40;MERLO;;;BA;1722;1
14;PCIA. BUENOS AIRES;148;MERLO;;;BA;1722;1
14;PCIA. BUENOS AIRES;159;DEL.MARIANO ACOSTA;;;BA;1724;1
14;PCIA. BUENOS AIRES;57;MARCOS PAZ;;;BA;1727;1
14;PCIA. BUENOS AIRES;372;LOCALIDAD NO CARGADA;;;BA;1741;1
14;PCIA. BUENOS AIRES;88;PASO DEL REY;;;BA;1742;1
14;PCIA. BUENOS AIRES;44;MORENO;;;BA;1744;1
14;PCIA. BUENOS AIRES;55;SUC.GRAL RODRIGUEZ;;;BA;1748;1
14;PCIA. BUENOS AIRES;94;L.DEL MIRADOR;;;BA;1752;1
14;PCIA. BUENOS AIRES;42;SAN JUSTO;;;BA;1754;1
14;PCIA. BUENOS AIRES;133;LAFERRERE;;;BA;1757;1
14;PCIA. BUENOS AIRES;164;J.M. DE ROSAS 21533 (VIRREY DEL PINO);;;BA;1763;1
14;PCIA. BUENOS AIRES;71;ISD. CASANOVA;;;BA;1765;1
14;PCIA. BUENOS AIRES;52;V. MADERO;;;BA;1768;1
14;PCIA. BUENOS AIRES;67;ALDO BONZI;;;BA;1770;1
14;PCIA. BUENOS AIRES;106;SUCURSAL TAPIALES;;;BA;1770;1
14;PCIA. BUENOS AIRES;64;V. CELINA;;;BA;1772;1
14;PCIA. BUENOS AIRES;151;VILLA CELINA;;;BA;1772;1
14;PCIA. BUENOS AIRES;151;DELEGACION MCDO CTRAL BS AS;AV B SUR MER Y RICHIERI;VILLA CELINA;BA;1772;1
14;PCIA. BUENOS AIRES;113;DELEGACION GRAL.M.M.DE GUEMES;;;BA;1778;1
14;PCIA. BUENOS AIRES;90;EZEIZA;;;BA;1804;1
14;PCIA. BUENOS AIRES;389;CANUELAS;;;BA;1814;1
14;PCIA. BUENOS AIRES;63;VALENTIN ALSINA;;;BA;1822;1
14;PCIA. BUENOS AIRES;119;VILLA DIAMANTE;;;BA;1822;1
14;PCIA. BUENOS AIRES;35;LANUS;;;BA;1824;1
14;PCIA. BUENOS AIRES;130;LANUS;;;BA;1824;1
14;PCIA. BUENOS AIRES;156;LANUS;AV. H. YRIGOYEN 4282;LANUS;BA;1824;1
14;PCIA. BUENOS AIRES;131;MONTE CHINGOLO;;;BA;1825;1
14;PCIA. BUENOS AIRES;50;RDIOS. ESCALADA;;;BA;1826;1
14;PCIA. BUENOS AIRES;97;SUC.BANFIELD;;;BA;1828;1
14;PCIA. BUENOS AIRES;23;L. ZAMORA;;;BA;1832;1
14;PCIA. BUENOS AIRES;61;TEMPERLEY;;;BA;1834;1
14;PCIA. BUENOS AIRES;128;DELEGACION BARRIO SAN JOSE;;;BA;1834;1
14;PCIA. BUENOS AIRES;145;LLAVALLOL;;;BA;1836;1
14;PCIA. BUENOS AIRES;180;LUIS GUILLON;;;BA;1838;1
14;PCIA. BUENOS AIRES;58;MONTE GRANDE;;;BA;1842;1
14;PCIA. BUENOS AIRES;33;ADROGUE;;;BA;1846;1
14;PCIA. BUENOS AIRES;115;RAFAEL CALZADA;;;BA;1847;1
14;PCIA. BUENOS AIRES;82;BURZACO;;;BA;1852;1
14;PCIA. BUENOS AIRES;116;GLEW;;;BA;1856;1
14;PCIA. BUENOS AIRES;152;GUERNICA;;;BA;1862;1
14;PCIA. BUENOS AIRES;93;ALEJANDRO KORN;;;BA;1864;1
14;PCIA. BUENOS AIRES;41;SAN VICENTE;;;BA;1865;1
14;PCIA. BUENOS AIRES;24;AVELLANEDA;;;BA;1870;1
14;PCIA. BUENOS AIRES;70;SUC.PI•EYRO;;;BA;1870;1
14;PCIA. BUENOS AIRES;150;AV. MITRE 2567 (SARANDI);;;BA;1870;1
14;PCIA. BUENOS AIRES;80;DOCK SUD;;;BA;1871;1
14;PCIA. BUENOS AIRES;56;WILDE;;;BA;1875;1
14;PCIA. BUENOS AIRES;45;SUC. BERNAL;;;BA;1876;1
14;PCIA. BUENOS AIRES;27;QUILMES;;;BA;1878;1
14;PCIA. BUENOS AIRES;69;QUILMES;;;BA;1879;1
14;PCIA. BUENOS AIRES;140;QUILMES OESTE;;;BA;1879;1
14;PCIA. BUENOS AIRES;132;S,F, SOLANO;;;BA;1881;1
14;PCIA. BUENOS AIRES;81;BARRIO CENTENARIO  BERAZATEGU;;;BA;1884;1
14;PCIA. BUENOS AIRES;182;DELEGACION HUDSON;;;BA;1885;1
14;PCIA. BUENOS AIRES;39;FLORENCIO VARELA;;;BA;1888;1
14;PCIA. BUENOS AIRES;105;FLORENCIO VARELA;;;BA;1888;1
14;PCIA. BUENOS AIRES;157;DELEGACION VILLA ELISA;;;BA;1894;1
14;PCIA. BUENOS AIRES;168;BERAZATEGUI;;;BA;1894;1
14;PCIA. BUENOS AIRES;195;PCIA BA;;;BA;1894;1
14;PCIA. BUENOS AIRES;212;SUCURSAL VILLA ELISA;;;BA;1894;1
14;PCIA. BUENOS AIRES;84;CITY BELL;;;BA;1896;1
14;PCIA. BUENOS AIRES;68;LA PLATA;;;BA;1900;1
14;PCIA. BUENOS AIRES;79;LA PLATA;;;BA;1900;1
14;PCIA. BUENOS AIRES;129;DELEGACION ZONA ESTE;;;BA;1900;1
14;PCIA. BUENOS AIRES;135;LA PLATA;;;BA;1900;1
14;PCIA. BUENOS AIRES;184;TOLOSA;CALLE 520;TOLOSA;BA;1900;1
14;PCIA. BUENOS AIRES;185;LA PLATA;CALLE 520;LA PLATA;BA;1900;1
14;PCIA. BUENOS AIRES;186;LOS HORNOS;;;BA;1900;1
14;PCIA. BUENOS AIRES;188;FILIAL PLAZA SAN MARTIN;AVENIDA 7 Y CALLE 54;LA PLATA;BA;1900;1
14;PCIA. BUENOS AIRES;189;FILIAL PLAZA BELGRANO;13 N* 421;LA PLATA;BA;1900;1
14;PCIA. BUENOS AIRES;190;BCO. PCIA. BA;17 Y 70;LA PLATA;BA;1900;1
14;PCIA. BUENOS AIRES;191;LA PLATA;;;BA;1900;1
14;PCIA. BUENOS AIRES;200;LA PLATA;;;BA;1900;1
14;PCIA. BUENOS AIRES;201;TOLOSA;;;BA;1900;1
14;PCIA. BUENOS AIRES;202;LA PLATA;;;BA;1900;1
14;PCIA. BUENOS AIRES;203;LOS HORNOS;;;BA;1900;1
14;PCIA. BUENOS AIRES;207;ZONA SUR;;;BA;1900;1
14;PCIA. BUENOS AIRES;208;ZONA ESTE;;;BA;1900;1
14;PCIA. BUENOS AIRES;999;LA PLATA;;LA PLATA;BA;1900;1
14;PCIA. BUENOS AIRES;193;SUC. LISANDRO OLMOS;AV. 44 ESQ. 197;LISANDRO OLMOS;BA;1901;1
14;PCIA. BUENOS AIRES;83;MAGDALENA;;;BA;1913;1
14;PCIA. BUENOS AIRES;484;BME. BAVIO;MONTEVIDEO ESQ. SAN JUAN;BUENOS AIRES;BA;1913;1
14;PCIA. BUENOS AIRES;121;VERONICA;;;BA;1917;1
14;PCIA. BUENOS AIRES;32;BERISSO;;;BA;1923;1
14;PCIA. BUENOS AIRES;75;ENSENADA;;;BA;1925;1
14;PCIA. BUENOS AIRES;92;CNEL. BRANDNSEN;;;BA;1980;1
14;PCIA. BUENOS AIRES;346;RANCHOS;;;BA;1987;1
14;PCIA. BUENOS AIRES;303;DOLORES;BELGRANO 235;DOLORES;BA;2000;1
14;PCIA. BUENOS AIRES;300;SUCURSAL PERGAMINO;;;BA;2700;1
14;PCIA. BUENOS AIRES;483;SUC.PERGAMINO;AV.JUAN B.JUSTO 1797;PERGAMINO;BA;2700;1
14;PCIA. BUENOS AIRES;418;EL CRUCE;;;BA;2700;1
14;PCIA. BUENOS AIRES;431;EST.CARABELAS;;;BA;2703;1
14;PCIA. BUENOS AIRES;360;SUCURSAL ROJAS;;;BA;2705;1
14;PCIA. BUENOS AIRES;419;EL SOCCORRO;;;BA;2715;1
14;PCIA. BUENOS AIRES;318;COLON;;;BA;2720;1
14;PCIA. BUENOS AIRES;321;ARRECIFES;;;BA;2740;1
14;PCIA. BUENOS AIRES;302;SALTO;;;BA;2741;1
14;PCIA. BUENOS AIRES;390;CAP. SARMIENTO;;;BA;2752;1
14;PCIA. BUENOS AIRES;316;SAN A. ARECO;;;BA;2760;1
14;PCIA. BUENOS AIRES;36;SUCURSAL ZARATE;;;BA;2800;1
14;PCIA. BUENOS AIRES;25;AV. ING. A. ROCA 98 (CAMPANA);;;BA;2804;1
14;PCIA. BUENOS AIRES;53;CAP. DEL SENOR;;;BA;2812;1
14;PCIA. BUENOS AIRES;158;SAN MARTIN 10 (LOS CARDONALES);;;BA;2814;1
14;PCIA. BUENOS AIRES;304;SAN NICOLAS;;;BA;2900;1
14;PCIA. BUENOS AIRES;434;SAN NICOLAS;;;BA;2900;1
14;PCIA. BUENOS AIRES;444;CONESA;;;BA;2907;1
14;PCIA. BUENOS AIRES;394;RAMALLO;;;BA;2915;1
14;PCIA. BUENOS AIRES;363;SUC. SAN PEDRO;;;BA;2930;1
14;PCIA. BUENOS AIRES;405;DR. EDUARDO DOYLE 498 (SANTA LUCIA);;;BA;2935;1
14;PCIA. BUENOS AIRES;315;BARADERO;;;BA;2942;1
14;PCIA. BUENOS AIRES;522;TOSTADO;;;SF;3060;1
14;PCIA. BUENOS AIRES;743;RESISTENCIA  25 MAYO  9 DE JU;;;CH;3500;1
14;PCIA. BUENOS AIRES;747;RESISTENCIA  25 MAYO  9 DE JU;;;CH;3500;1
14;PCIA. BUENOS AIRES;481;TUCUMAN;;;TU;4000;1
14;PCIA. BUENOS AIRES;301;JUNIN Y VILLA GRAL BELGRANO;;;BA;6000;1
14;PCIA. BUENOS AIRES;464;JUNIN Y VILLA GRAL BELGRANO;;;BA;6000;1
14;PCIA. BUENOS AIRES;432;ASCENCION;;;BA;6003;1
14;PCIA. BUENOS AIRES;379;GRAL ARENALES;;;BA;6005;1
14;PCIA. BUENOS AIRES;312;GRAL. VIAMONTE;;;BA;6015;1
14;PCIA. BUENOS AIRES;368;VEDIA;;;BA;6030;1
14;PCIA. BUENOS AIRES;311;GRAL PINTO;;;BA;6050;1
14;PCIA. BUENOS AIRES;311;GRAL PINTO;AV MITRE 601;GRAL PINTO;BA;6050;1
14;PCIA. BUENOS AIRES;392;AMEGHINO;;;BA;6064;1
14;PCIA. BUENOS AIRES;435;BLAQUIER;;;BA;6065;1
14;PCIA. BUENOS AIRES;319;LINCOLN;;;BA;6070;1
14;PCIA. BUENOS AIRES;450;PASTEUR;;;BA;6077;1
14;PCIA. BUENOS AIRES;452;CORONEL CHARLONE;;;LP;6223;1
14;PCIA. BUENOS AIRES;355;GRAL. VILLEGAS;;;LP;6230;1
14;PCIA. BUENOS AIRES;395;TRES ALGARROBOS.;;;LP;6231;1
14;PCIA. BUENOS AIRES;365;AMERICA;;;LP;6237;1
14;PCIA. BUENOS AIRES;411;E.M.BUNGE;;;LP;6241;1
14;PCIA. BUENOS AIRES;474;BANDERALO;;;LP;6244;1
14;PCIA. BUENOS AIRES;373;SUC.SALLIQUELO;;;LP;6339;1
14;PCIA. BUENOS AIRES;335;PELLEGRINI;;;LP;6346;1
14;PCIA. BUENOS AIRES;356;TRENQUE LAUQUEN;;;BA;6400;1
14;PCIA. BUENOS AIRES;377;30 DE AGOSTO.;;;BA;6405;1
14;PCIA. BUENOS AIRES;451;TRES LOMAS;;;BA;6409;1
14;PCIA. BUENOS AIRES;454;CASBAS;;;BA;6417;1
14;PCIA. BUENOS AIRES;309;CARHUE;;;BA;6430;1
14;PCIA. BUENOS AIRES;309;CARHUE;SAN MARTIN 899;CARHUE;BA;6430;1
14;PCIA. BUENOS AIRES;314;GUAMINI;;;BA;6435;1
14;PCIA. BUENOS AIRES;461;LAGUNA ALSINA;;;BA;6439;1
14;PCIA. BUENOS AIRES;403;RIVERA;;;BA;6441;1
14;PCIA. BUENOS AIRES;324;PEHUAJO;;;BA;6450;1
14;PCIA. BUENOS AIRES;345;HENDERSOM;;;BA;6455;1
14;PCIA. BUENOS AIRES;357;HENDERSON;;;BA;6465;1
14;PCIA. BUENOS AIRES;424;SALAZAR;;;BA;6471;1
14;PCIA. BUENOS AIRES;426;426;;;BA;6472;1
14;PCIA. BUENOS AIRES;404;SUC.JUAN JOSE PASSO;;;BA;6474;1
14;PCIA. BUENOS AIRES;338;9 DE JULIO;;;BA;6500;1
14;PCIA. BUENOS AIRES;396;SUC.DUDIGNAC;;;BA;6505;1
14;PCIA. BUENOS AIRES;308;CARLOS TEJEDOR;;;BA;6530;1
14;PCIA. BUENOS AIRES;436;SUC.MARTINEZ DE HOZ;;;BA;6533;1
14;PCIA. BUENOS AIRES;327;BOLIVAR;;;BA;6550;1
14;PCIA. BUENOS AIRES;391;PIROVANO;;;BA;6551;1
14;PCIA. BUENOS AIRES;370;DAIREAUX;;;BA;6555;1
14;PCIA. BUENOS AIRES;22;MERCEDES;;;BA;6600;1
14;PCIA. BUENOS AIRES;402;NAVARRO;;;BA;6605;1
14;PCIA. BUENOS AIRES;347;SUIPACHA;;;BA;6612;1
14;PCIA. BUENOS AIRES;347;SUIPACHA;RIVADAVIA 250;SUIPACHA;BA;6612;1
14;PCIA. BUENOS AIRES;306;CHIVILCOY;;;BA;6620;1
14;PCIA. BUENOS AIRES;407;MOQUEHUA;;;BA;6625;1
14;PCIA. BUENOS AIRES;333;ALBERTI;;;BA;6634;1
14;PCIA. BUENOS AIRES;317;BRAGADO;;;BA;6640;1
14;PCIA. BUENOS AIRES;406;GRAL. O'BRIEN;;;BA;6646;1
14;PCIA. BUENOS AIRES;326;25 DE MAYO;;;BA;6660;1
14;PCIA. BUENOS AIRES;429;SUC.NORBERTO DE LA RIESTRA;;;BA;6663;1
14;PCIA. BUENOS AIRES;480;PEDERNALES;;;BA;6665;1
14;PCIA. BUENOS AIRES;34;LUJAN;;;BA;6700;1
14;PCIA. BUENOS AIRES;142;DELEG. VILLA FLANDRIA;;;BA;6706;1
14;PCIA. BUENOS AIRES;320;SAN ANDRES DE GILES;;;BA;6720;1
14;PCIA. BUENOS AIRES;328;CARMEN DE ARECO;;;BA;6725;1
14;PCIA. BUENOS AIRES;376;RAWSON;;;BA;6734;1
14;PCIA. BUENOS AIRES;330;CHACABUCO;;;BA;6740;1
14;PCIA. BUENOS AIRES;330;SUC CHACABUCO;AV ALSINA Y RIVADAVIA;CHACABUCO;BA;6740;1
14;PCIA. BUENOS AIRES;440;O'HIGGINS;;;BA;6748;1
14;PCIA. BUENOS AIRES;339;TANDIL  BACKER;;;BA;7000;1
14;PCIA. BUENOS AIRES;417;TANDIL  BACKER;;;BA;7000;1
14;PCIA. BUENOS AIRES;473;BARKER;ORDAZ 550;BARKER;BA;7005;1
14;PCIA. BUENOS AIRES;161;BENITO JUAREZ;AV.S.E.ZABALZA 1;BENITO JUAREZ;BA;7020;1
14;PCIA. BUENOS AIRES;322;JUAREZ;;;BA;7020;1
14;PCIA. BUENOS AIRES;303;DOLORES;;;BA;7100;1
14;PCIA. BUENOS AIRES;445;GRAL. CONESA;;;BA;7101;1
14;PCIA. BUENOS AIRES;449;GRAL LAVALLE;;;BA;7103;1
14;PCIA. BUENOS AIRES;344;SAN CLEMENTE TUYU;;;BA;7105;1
14;PCIA. BUENOS AIRES;420;SANTA TERESITA;;;BA;7107;1
14;PCIA. BUENOS AIRES;420;SANTA TERESITA;CALLE 2 NRO 1006;SANTA TERESITA;BA;7107;1
14;PCIA. BUENOS AIRES;325;MAR DE AJO;;;BA;7109;1
14;PCIA. BUENOS AIRES;477;SAN BERNARDO;;;BA;7111;1
14;PCIA. BUENOS AIRES;367;SUC.CASTELLI;;;BA;7114;1
14;PCIA. BUENOS AIRES;447;PILA;;;BA;7116;1
14;PCIA. BUENOS AIRES;387;MANUEL J. COBO;;;BA;7116;1
14;PCIA. BUENOS AIRES;378;BELGRANO S/N (GRAL. GUIDO - BS. AS.);;;BA;7118;1
14;PCIA. BUENOS AIRES;331;CHASCOMUS;;;BA;7130;1
14;PCIA. BUENOS AIRES;350;AYACUCHO;;;BA;7150;1
14;PCIA. BUENOS AIRES;313;MAIPU;;;BA;7160;1
14;PCIA. BUENOS AIRES;349;GRAL. MADARIAGA;;;BA;7163;1
14;PCIA. BUENOS AIRES;400;V. GESELL;;;BA;7165;1
14;PCIA. BUENOS AIRES;430;PINAMAR;;;BA;7167;1
14;PCIA. BUENOS AIRES;364;CNEL. VIDAL;;;BA;7174;1
14;PCIA. BUENOS AIRES;332;LAS FLORES;;;BA;7200;1
14;PCIA. BUENOS AIRES;307;RAUCH;;;BA;7203;1
14;PCIA. BUENOS AIRES;399;CACHARI;;;BA;7214;1
14;PCIA. BUENOS AIRES;371;MONTE;;;BA;7220;1
14;PCIA. BUENOS AIRES;380;GRAL BELGRANO;;;BA;7223;1
14;PCIA. BUENOS AIRES;359;LOBOS;;;BA;7240;1
14;PCIA. BUENOS AIRES;409;SUC. ROQUE PEREZ;;;BA;7245;1
14;PCIA. BUENOS AIRES;329;SALADILLO;;;BA;7260;1
14;PCIA. BUENOS AIRES;329;SALADILLO;20275305333;SALADILLO;BA;7260;1
14;PCIA. BUENOS AIRES;343;GRAL. ALVEAR;;;BA;7263;1
14;PCIA. BUENOS AIRES;343;GENERAL ALVEAR;SAN MARTIN 802;GENERAL ALVEAR;BA;7263;1
14;PCIA. BUENOS AIRES;310;BANCO PCIA. BS. AS.;;;BA;7300;1
14;PCIA. BUENOS AIRES;369;TAPALQUE;;;BA;7303;1
14;PCIA. BUENOS AIRES;408;CHUILLAR;CORTAZA 1100;CHILLAR;BA;7311;1
14;PCIA. BUENOS AIRES;408;CHILLAR;;;BA;7311;1
14;PCIA. BUENOS AIRES;382;HINOJO;;;BA;7318;1
14;PCIA. BUENOS AIRES;337;OLAVARRIA;;;BA;7400;1
14;PCIA. BUENOS AIRES;443;OLAVARRIA;;;BA;7400;1
14;PCIA. BUENOS AIRES;425;SIERRA BAYAS;;;BA;7403;1
14;PCIA. BUENOS AIRES;336;GRAL. LAMADRID;;;BA;7406;1
14;PCIA. BUENOS AIRES;374;LAPRIDA;;;BA;7414;1
14;PCIA. BUENOS AIRES;334;TRES ARROYOS;;;BA;7500;1
14;PCIA. BUENOS AIRES;381;ORENSE;;;BA;7503;1
14;PCIA. BUENOS AIRES;439;SUC.COPETONAS;;;BA;7511;1
14;PCIA. BUENOS AIRES;361;GONZALES CHAVES;;;BA;7513;1
14;PCIA. BUENOS AIRES;398;DE LA GARMA;;;BA;7515;1
14;PCIA. BUENOS AIRES;351;CORONEL PRINGLES;;;BA;7530;1
14;PCIA. BUENOS AIRES;352;CORONEL SUAREZ;;;BA;7540;1
14;PCIA. BUENOS AIRES;412;HUANGUELEN;;;BA;7545;1
14;PCIA. BUENOS AIRES;323;MAR DEL PLATA;;;BA;7600;1
14;PCIA. BUENOS AIRES;388;MAR DEL PLATA;;;BA;7600;1
14;PCIA. BUENOS AIRES;401;MAR DEL PLATA;;;BA;7600;1
14;PCIA. BUENOS AIRES;415;MAR DEL PLATA;;;BA;7600;1
14;PCIA. BUENOS AIRES;421;TERMINAL-MAR DEL PLATA;;;BA;7600;1
14;PCIA. BUENOS AIRES;423;MAR DEL PLATA;;;BA;7600;1
14;PCIA. BUENOS AIRES;442;AV. LURO 6107 (MAR DEL PLATA);;;BA;7600;1
14;PCIA. BUENOS AIRES;465;MAR DEL PLATA;;;BA;7600;1
14;PCIA. BUENOS AIRES;466;MAR DEL PLATA;;;BA;7600;1
14;PCIA. BUENOS AIRES;466;MAR DEL PLATRA;AV PERALTA RAMOS 1890;MART DEL PLATA;BA;7600;1
14;PCIA. BUENOS AIRES;472;MAR DEL PLATA;;;BA;7600;1
14;PCIA. BUENOS AIRES;478;MAR DEL PLATA;;;BA;7600;1
14;PCIA. BUENOS AIRES;397;SUC.COMANDANTE NICANOR OTAMENDI;;;BA;7603;1
14;PCIA. BUENOS AIRES;438;MECHONGUE;;;BA;7605;1
14;PCIA. BUENOS AIRES;366;MIRAMAR;;;BA;7607;1
14;PCIA. BUENOS AIRES;353;BALCARCE;;;BA;7620;1
14;PCIA. BUENOS AIRES;354;NECOCHEA;;;BA;7630;1
14;PCIA. BUENOS AIRES;340;LOBERIA;;;BA;7635;1
14;PCIA. BUENOS AIRES;386;NOCANOR OLIVERA;;;BA;7637;1
14;PCIA. BUENOS AIRES;3;SUC. BAHIA BLANCA;;;BA;8000;1
14;PCIA. BUENOS AIRES;305;BAHIA BLANCA;;;BA;8000;1
14;PCIA. BUENOS AIRES;413;BAHIA BLANCA;;;BA;8000;1
14;PCIA. BUENOS AIRES;416;BAHIA BLANCA;;;BA;8000;1
14;PCIA. BUENOS AIRES;479;BAHIA BLANCA;;;BA;8000;1
14;PCIA. BUENOS AIRES;488;CHICLANA Y UNDIANO (BAHIA BLANCA);;;BA;8000;1
14;PCIA. BUENOS AIRES;460;BARRIO UNIVERSITARIO;;;BA;8000;1
14;PCIA. BUENOS AIRES;469;ING.WHITE;;;BA;8103;1
14;PCIA. BUENOS AIRES;414;PUNTA ALTA;;;BA;8109;1
14;PCIA. BUENOS AIRES;385;CABILDO;;;BA;8118;1
14;PCIA. BUENOS AIRES;358;MEDANO;;;BA;8132;1
14;PCIA. BUENOS AIRES;383;SARMIENTO ESQ. BME. MITRE;;;BA;8146;1
14;PCIA. BUENOS AIRES;476;DELEG.PEDRO LURO;;;BA;8148;1
14;PCIA. BUENOS AIRES;341;SUC.CNEL.DORREGO;;;BA;8150;1
14;PCIA. BUENOS AIRES;428;MONTE HERMOSO;;;BA;8153;1
14;PCIA. BUENOS AIRES;393;TORNQUIST;;;BA;8160;1
14;PCIA. BUENOS AIRES;410;PIGUE;;;BA;8170;1
14;PCIA. BUENOS AIRES;342;SAAVEDRA;;;BA;8174;1
14;PCIA. BUENOS AIRES;362;PUAN;;;BA;8180;1
14;PCIA. BUENOS AIRES;427;DARREGUEIRA;;;BA;8183;1
14;PCIA. BUENOS AIRES;348;PATAGONES;;;BA;8504;1
14;PCIA. BUENOS AIRES;384;SUC.VILLALONGA;;;BA;8512;1
15;BANK BOSTON;100;NECOCHEA;;;BA;1000;1
15;BANK BOSTON;146;NUNEZ;;;BA;1000;1
15;BANK BOSTON;160;LINIERS 3118 17D (CIUDADELA);;;BA;1000;1
15;BANK BOSTON;161;VENEZUELA 3767;;;BA;1000;1
15;BANK BOSTON;3;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;6;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;9;VILLA INSUPERABLE;;;CF;1000;1
15;BANK BOSTON;10;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;23;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;24;SUC.VILLA DEL PARQUE;;;CF;1000;1
15;BANK BOSTON;36;SUC.ALMAGRO;;;CF;1000;1
15;BANK BOSTON;37;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;43;SUC. CABALLITO;;;CF;1000;1
15;BANK BOSTON;46;BARRIO NORTE;;;CF;1000;1
15;BANK BOSTON;47;RETIRO;;;CF;1000;1
15;BANK BOSTON;48;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;49;SUC.VILLA URQUIZA;;;CF;1000;1
15;BANK BOSTON;50;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;53;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;54;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;55;CAPITAL FEDERAL;;;CF;1000;1
15;BANK BOSTON;57;MICROCENTRO;;;CF;1000;1
15;BANK BOSTON;64;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;86;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;109;SUC.LIBERTADOR;;;CF;1000;1
15;BANK BOSTON;110;SUC.YATAY;;;CF;1000;1
15;BANK BOSTON;112;SUC.PZA. SAN MARTIN;;;CF;1000;1
15;BANK BOSTON;131;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;136;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;138;CONGRESO;AV.CALLAO 291;CAPITAL FEDERAL;CF;1000;1
15;BANK BOSTON;139;"RODRIGUEZ PE A 734 5 ""B""";;;CF;1000;1
15;BANK BOSTON;140;CERRITO 1266;;;CF;1000;1
15;BANK BOSTON;148;AV. INTENDENTE BULLRICH 345;;;CF;1000;1
15;BANK BOSTON;152;OLIVERA 456;;;CF;1000;1
15;BANK BOSTON;184;BUENOS AIRES;;;CF;1000;1
15;BANK BOSTON;0;BUENOS AIRES;;;CF;1005;1
15;BANK BOSTON;182;FLORIDA 99 - CAPITAL FEDERAL - BS. AS.;;;BA;1086;1
15;BANK BOSTON;7;FLORES;;;CF;1406;1
15;BANK BOSTON;8;PALERMO;;CAPITAL FEDERAL;CF;1425;1
15;BANK BOSTON;133;AV. CABILDO 1750 (CAPITAL FEDERAL);;;CF;1426;1
15;BANK BOSTON;145;VENEZUELA 3789 (VILLA MARTELLI);;;BA;1605;1
15;BANK BOSTON;134;AV. ROLON 1762 - BOULOGNE - BS. AS.;;;BA;1609;1
15;BANK BOSTON;126;PTE. DERQUI;;;BA;1629;1
15;BANK BOSTON;150;DEL VISO;;;BA;1629;1
15;BANK BOSTON;34;OLIVOS;;;BA;1636;1
15;BANK BOSTON;147;AV. MAIPU;;;BA;1636;1
15;BANK BOSTON;158;V.BALLESTER;;;BA;1638;1
15;BANK BOSTON;18;MARTINEZ;;;BA;1640;1
15;BANK BOSTON;157;MARTINEZ;;;BA;1640;1
