0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF;CT1_ATOBRG;CT1_ACET05;CT1_NATCTA;CT1_ACATIV;CT1_05OBRG
1;  ;529505              ;Comisiones                                                                                          ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529510              ;Libros, suscripciones, periodicos y revistas                                                        ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529515              ;Musica ambiental                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529520              ;Gastos de representacion y relaciones publicas                                                      ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529525              ;Elementos de aseo y cafeteria                                                                       ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529530              ;utiles, papeleria y fotocopias                                                                      ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529535              ;Combustibles y lubricantes                                                                          ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529540              ;Envases y empaques                                                                                  ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529545              ;Taxis y buses                                                                                       ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529550              ;Estampillas                                                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529555              ;Microfilmacion                                                                                      ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529560              ;Casino y restaurante                                                                                ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529565              ;Parqueaderos                                                                                        ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529570              ;Indemnizacion por dauos a terceros                                                                  ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529575              ;Polvora y similares                                                                                 ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529595              ;Otros                                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5295                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;5299                ;Provisiones                                                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;52                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529905              ;Inversiones                                                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5299                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529910              ;Deudores                                                                                            ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5299                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529915              ;Inventarios                                                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5299                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529920              ;Propiedades, planta y equipo                                                                        ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5299                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;529995              ;Otros activos                                                                                       ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5299                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;53                  ;No operacionales                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5                   ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;5305                ;Financieros                                                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;53                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;530505              ;Gastos bancarios                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5305                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;530510              ;Reajuste monetario-UPAC                                                                             ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5305                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;530515              ;Comisiones                                                                                          ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5305                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;530520              ;Intereses                                                                                           ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5305                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;530525              ;Diferencia en cambio                                                                                ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5305                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;530530              ;Gastos en negociacion certificados de cambio                                                        ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5305                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;530535              ;Descuentos comerciales condicionados                                                                ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5305                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;530540              ;Gastos manejo y emision de bonos                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5305                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;530545              ;Prima amortizada                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5305                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;530595              ;Otros                                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5305                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;5310                ;Perdida en venta y retiro de bienes                                                                 ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;53                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531005              ;Venta de inversiones                                                                                ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5310                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531010              ;Venta de cartera                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5310                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531015              ;Venta de propiedades, planta y equipo                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5310                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531020              ;Venta de intangibles                                                                                ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5310                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531025              ;Venta de otros activos                                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5310                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531030              ;Retiro de propiedades, planta y equipo                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5310                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531035              ;Retiro de otros activos                                                                             ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5310                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531040              ;Perdidas por siniestros                                                                             ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5310                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531095              ;Otros                                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5310                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;5313                ;Perdidas metodo de participacion                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;53                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531305              ;De sociedades anonimas y/o asimiladas                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5313                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531310              ;De sociedades limitadas y/o asimiladas                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5313                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;5315                ;Gastos extraordinarios                                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;53                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531505              ;Costas y procesos judiciales                                                                        ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5315                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;531510              ;Actividades culturales y civicas                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;5315                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
